validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,vis_setor,vis_setor_dir,chuva,trovoada,nevoa_umida,teto,cobertura,tt,po,qnh,ur,chuvisco,vnt_rajada,nevoa_seca,pancada,nevoeiro
"['04:00', '04/08']",04/08 04:00,100,5,95,9999,,,,,NIL,900,5,12,12,1029,100,,,,,NIL
"['05:00', '04/08']",04/08 05:00,80,5,NIL,9999,,,,,NIL,900,5,12,10,1029,88,,,,,NIL
"['06:00', '04/08']",04/08 06:00,100,3,NIL,9999,,,,,NIL,900,5,10,10,1029,100,,,,,NIL
"['07:00', '04/08']",04/08 07:00,90,2,NIL,9999,,,,,NIL,900,5,10,10,1029,100,,,,,NIL
"['08:00', '04/08']",04/08 08:00,90,2,NIL,9999,,,,,NIL,1100,5,10,09,1029,93,,,,,NIL
"['09:00', '04/08']",04/08 09:00,60,2,NIL,9999,,,,,NIL,1100,5,09,09,1029,100,,,,,1
"['10:00', '04/08']",04/08 10:00,20,4,195,2000,,,,,1,300,8,08,08,1030,100,,,,,NIL
"['10:07', '04/08']",04/08 10:07,20,3,NIL,500,,,,,NIL,NIL,NIL,09,09,1030,100,,,,,1
"['10:25', '04/08']",04/08 10:25,10,3,NIL,250,,,,,NIL,NIL,NIL,10,10,1030,100,,,,,1
"['11:00', '04/08']",04/08 11:00,360,4,NIL,300,,,,,NIL,NIL,NIL,10,10,1030,100,,,,,1
"['11:22', '04/08']",04/08 11:22,360,4,NIL,450,,,,,NIL,NIL,NIL,10,10,1031,100,,,,,1
"['11:40', '04/08']",04/08 11:40,360,3,NIL,1500,,,,,1,300,5,10,10,1031,100,,,,,1
"['12:00', '04/08']",04/08 12:00,20,3,195,2500,,,,,1,400,5,11,11,1031,100,,,,,NIL
"['12:20', '04/08']",04/08 12:20,VRB,2,NIL,4000,,,,,1,300,5,12,12,1031,100,,,,,NIL
"['13:00', '04/08']",04/08 13:00,40,3,55,8000,,,,,NIL,NIL,3,14,11,1031,82,,,,,NIL
"['14:00', '04/08']",04/08 14:00,VRB,4,NIL,9999,,,,,NIL,NIL,2,16,10,1031,68,,,,,NIL
"['15:00', '04/08']",04/08 15:00,50,3,205,9999,,,,,NIL,NIL,2,17,08,1031,55,,,,,NIL
"['16:00', '04/08']",04/08 16:00,350,4,185,9999,,,,,NIL,NIL,NIL,19,08,1030,49,,,,,NIL
"['17:00', '04/08']",04/08 17:00,250,4,255,9999,,,,,NIL,NIL,NIL,20,07,1029,43,,,,,NIL
"['18:00', '04/08']",04/08 18:00,VRB,4,NIL,9999,,,,,NIL,NIL,NIL,21,07,1028,40,,,,,NIL
"['19:00', '04/08']",04/08 19:00,VRB,3,NIL,9999,,,,,NIL,NIL,NIL,22,07,1027,38,,,,,NIL
"['20:00', '04/08']",04/08 20:00,110,4,NIL,9999,,,,,NIL,NIL,NIL,19,11,1027,60,,,,,NIL
"['21:00', '04/08']",04/08 21:00,100,7,NIL,9999,,,,,NIL,NIL,NIL,15,12,1028,82,,,,,NIL
"['22:00', '04/08']",04/08 22:00,90,6,NIL,9999,,,,,NIL,NIL,NIL,14,12,1028,88,,,,,NIL
"['23:00', '04/08']",04/08 23:00,110,6,NIL,9999,,,,,NIL,NIL,NIL,13,12,1029,94,,,,,NIL
"['00:00', '05/08']",05/08 00:00,90,5,NIL,9999,,,,,NIL,NIL,NIL,12,12,1029,100,,,,,NIL
"['01:00', '05/08']",05/08 01:00,90,5,NIL,9999,NIL,NIL,,,,NIL,3,13,12,1030,94,,,,,NIL
"['02:00', '05/08']",05/08 02:00,80,5,NIL,9999,NIL,NIL,,,,NIL,2,12,11,1030,94,,,,,NIL
"['03:00', '05/08']",05/08 03:00,80,2,NIL,9999,NIL,NIL,,,,NIL,2,12,12,1030,100,,,,,NIL
"['04:00', '05/08']",05/08 04:00,20,2,NIL,9999,NIL,NIL,,,,NIL,3,12,11,1029,94,,,,,NIL
"['05:00', '05/08']",05/08 05:00,60,3,NIL,9999,NIL,NIL,,,,NIL,3,11,11,1029,100,,,,,NIL
"['06:00', '05/08']",05/08 06:00,100,2,NIL,9999,NIL,NIL,,,,2000,5,11,11,1029,100,,,,,NIL
"['07:00', '05/08']",05/08 07:00,50,2,NIL,9999,NIL,NIL,,,,2000,8,12,11,1029,94,,,,,NIL
"['08:00', '05/08']",05/08 08:00,50,2,NIL,9999,NIL,NIL,,,,1500,5,12,11,1028,94,,,,,NIL
"['09:00', '05/08']",05/08 09:00,50,2,NIL,9999,NIL,NIL,,,,1500,5,11,11,1028,100,,,,,NIL
"['10:00', '05/08']",05/08 10:00,60,2,NIL,5000,2200,135,,,,NIL,3,11,11,1029,100,,,,,1
"['11:00', '05/08']",05/08 11:00,80,2,NIL,6000,NIL,NIL,,,,NIL,2,12,12,1029,100,,,,,NIL
"['12:00', '05/08']",05/08 12:00,60,5,NIL,9999,NIL,NIL,,,,NIL,2,14,11,1030,82,,,,,NIL
"['13:00', '05/08']",05/08 13:00,40,4,NIL,9999,NIL,NIL,,,,NIL,NIL,15,10,1031,72,,,,,NIL
"['14:00', '05/08']",05/08 14:00,20,3,170,9999,NIL,NIL,,,,NIL,NIL,17,09,1030,59,,,,,NIL
"['15:00', '05/08']",05/08 15:00,VRB,3,NIL,9999,NIL,NIL,,,,NIL,NIL,19,09,1030,52,,,,,NIL
"['16:00', '05/08']",05/08 16:00,VRB,3,NIL,9999,NIL,NIL,,,,NIL,NIL,21,09,1029,46,,,,,NIL
"['17:00', '05/08']",05/08 17:00,30,5,215,9999,NIL,NIL,,,,NIL,NIL,22,08,1028,41,,,,,NIL
"['18:00', '05/08']",05/08 18:00,VRB,3,NIL,9999,NIL,NIL,,,,NIL,NIL,23,09,1027,41,,,,,NIL
"['19:00', '05/08']",05/08 19:00,VRB,2,NIL,9999,NIL,NIL,,,,NIL,NIL,23,08,1026,38,,,,,NIL
"['20:00', '05/08']",05/08 20:00,110,7,NIL,9999,NIL,NIL,,,,NIL,NIL,19,13,1026,68,,,,,NIL
"['21:00', '05/08']",05/08 21:00,90,6,NIL,9999,NIL,NIL,,,,NIL,NIL,16,13,1027,82,,,,,NIL
"['22:00', '05/08']",05/08 22:00,90,4,NIL,9999,NIL,NIL,,,,NIL,NIL,14,13,1027,94,,,,,NIL
"['23:00', '05/08']",05/08 23:00,100,4,NIL,9999,NIL,NIL,,,,400,5,13,13,1027,100,,,,,NIL
"['00:00', '06/08']",06/08 00:00,100,6,NIL,9999,NIL,NIL,,,,300,8,14,14,1028,100,,,,,NIL
"['01:00', '06/08']",06/08 01:00,60,5,NIL,9999,,,,,NIL,400,8,14,14,1028,100,,,,,NIL
"['02:00', '06/08']",06/08 02:00,70,5,NIL,9999,,,,,NIL,400,8,14,13,1028,94,,,,,NIL
"['03:00', '06/08']",06/08 03:00,90,3,NIL,9999,,,,,NIL,900,5,13,12,1029,94,,,,,NIL
"['04:00', '06/08']",06/08 04:00,90,4,NIL,9999,,,,,NIL,900,5,12,12,1028,100,,,,,NIL
"['05:00', '06/08']",06/08 05:00,70,3,NIL,9999,,,,,NIL,900,5,11,11,1028,100,,,,,NIL
"['06:00', '06/08']",06/08 06:00,140,3,NIL,9999,,,,,NIL,900,5,10,10,1027,100,,,,,NIL
"['07:00', '06/08']",06/08 07:00,120,4,NIL,9999,,,,,NIL,500,5,10,10,1027,100,,,,,NIL
"['08:00', '06/08']",06/08 08:00,60,3,NIL,6000,,,,,NIL,500,5,10,10,1027,100,,,,,NIL
"['09:00', '06/08']",06/08 09:00,60,2,NIL,8000,,,,,NIL,700,5,10,10,1028,100,,,,,NIL
"['10:00', '06/08']",06/08 10:00,10,4,NIL,9999,,,,,NIL,800,8,11,10,1028,94,,,,,NIL
"['11:00', '06/08']",06/08 11:00,VRB,2,NIL,9999,,,,,NIL,800,5,12,10,1028,88,,,,,NIL
"['12:00', '06/08']",06/08 12:00,130,3,NIL,9999,,,,,NIL,800,5,13,10,1029,82,,,,,NIL
"['12:11', '06/08']",06/08 12:11,120,3,125,9999,,,,,NIL,NIL,3,12,10,1030,88,,,,,NIL
"['13:00', '06/08']",06/08 13:00,50,3,220,9999,,,,,NIL,NIL,NIL,14,09,1030,72,,,,,NIL
"['14:00', '06/08']",06/08 14:00,60,4,245,9999,,,,,NIL,NIL,NIL,16,08,1030,59,,,,,NIL
"['15:00', '06/08']",06/08 15:00,10,4,195,9999,,,,,NIL,NIL,NIL,19,09,1029,52,,,,,NIL
"['16:00', '06/08']",06/08 16:00,10,5,190,9999,,,,,NIL,NIL,NIL,21,09,1028,46,,,,,NIL
"['17:00', '06/08']",06/08 17:00,VRB,4,NIL,9999,,,,,NIL,NIL,NIL,23,08,1027,38,,,,,NIL
"['18:00', '06/08']",06/08 18:00,VRB,2,NIL,9999,,,,,NIL,NIL,NIL,23,06,1026,33,,,,,NIL
"['19:00', '06/08']",06/08 19:00,90,4,110,9999,,,,,NIL,NIL,NIL,23,06,1026,33,,,,,NIL
"['20:00', '06/08']",06/08 20:00,120,9,NIL,9999,,,,,NIL,NIL,NIL,19,12,1026,64,,,,,NIL
"['21:00', '06/08']",06/08 21:00,100,6,NIL,9999,,,,,NIL,NIL,NIL,16,13,1026,82,,,,,NIL
"['22:00', '06/08']",06/08 22:00,110,5,NIL,9999,,,,,NIL,NIL,NIL,14,13,1027,94,,,,,NIL
"['23:00', '06/08']",06/08 23:00,110,5,NIL,9999,,,,,NIL,NIL,NIL,13,12,1027,94,,,,,NIL
"['00:00', '07/08']",07/08 00:00,90,5,NIL,5000,,,,,1,NIL,3,13,12,1028,94,,,,,NIL
"['00:20', '07/08']",07/08 00:20,100,5,NIL,1500,,,,,1,100,8,13,13,1028,100,,,,,NIL
"['00:34', '07/08']",07/08 00:34,90,5,NIL,700,,,,,NIL,NIL,NIL,13,13,1028,100,,,,,1
"['01:00', '07/08']",07/08 01:00,90,5,NIL,2000,,,,,1,100,8,13,13,1028,100,,,,,NIL
"['02:00', '07/08']",07/08 02:00,VRB,2,NIL,800,,,,,NIL,NIL,NIL,13,13,1028,100,,,,,1
"['02:05', '07/08']",07/08 02:05,50,3,50,500,,,,,NIL,NIL,NIL,13,13,1028,100,,,,,1
"['03:00', '07/08']",07/08 03:00,50,3,60,500,,,,,NIL,NIL,NIL,13,13,1028,100,,,,,1
"['03:10', '07/08']",07/08 03:10,60,5,220,650,,,,,NIL,NIL,NIL,13,13,1028,100,,,,,1
"['04:00', '07/08']",07/08 04:00,10,3,NIL,800,,,,,NIL,NIL,NIL,13,13,1028,100,,,,,1
"['05:00', '07/08']",07/08 05:00,110,3,105,800,,,,,NIL,NIL,NIL,13,13,1027,100,,,,,1
"['06:00', '07/08']",07/08 06:00,110,1,NIL,3000,,,,,1,100,8,13,13,1027,100,,,,,NIL
"['07:00', '07/08']",07/08 07:00,140,2,NIL,5000,,,,,1,500,8,12,12,1027,100,,,,,NIL
"['08:00', '07/08']",07/08 08:00,110,2,NIL,6000,,,,,NIL,800,5,12,12,1026,100,,,,,NIL
"['09:00', '07/08']",07/08 09:00,60,2,NIL,8000,,,,,NIL,800,5,12,12,1027,100,,,,,NIL
"['10:00', '07/08']",07/08 10:00,40,4,NIL,5000,,,,,1,1000,5,12,11,1027,94,,,,,NIL
"['11:00', '07/08']",07/08 11:00,10,4,NIL,9000,,,,,NIL,1200,5,13,11,1028,88,,,,,NIL
"['11:10', '07/08']",07/08 11:10,350,4,NIL,9999,,,,,NIL,NIL,2,13,11,1028,88,,,,,NIL
"['12:00', '07/08']",07/08 12:00,330,4,NIL,9999,,,,,NIL,NIL,2,14,10,1028,77,,,,,NIL
"['13:00', '07/08']",07/08 13:00,360,3,NIL,9999,,,,,NIL,NIL,NIL,16,10,1028,68,,,,,NIL
"['14:00', '07/08']",07/08 14:00,340,3,NIL,9999,,,,,NIL,NIL,NIL,18,10,1028,60,,,,,NIL
"['15:00', '07/08']",07/08 15:00,300,7,NIL,9999,,,,,NIL,NIL,NIL,20,08,1028,46,,,,,NIL
"['16:00', '07/08']",07/08 16:00,290,9,NIL,9999,,,,,NIL,NIL,NIL,22,07,1027,38,,,,,NIL
"['17:00', '07/08']",07/08 17:00,270,6,NIL,9999,,,,,NIL,NIL,NIL,23,07,1026,36,,,,,NIL
"['18:00', '07/08']",07/08 18:00,280,5,NIL,9999,,,,,NIL,NIL,NIL,23,04,1025,29,,,,,NIL
"['19:00', '07/08']",07/08 19:00,290,4,NIL,9999,,,,,NIL,NIL,NIL,23,05,1025,31,,,,,NIL
"['20:00', '07/08']",07/08 20:00,270,2,NIL,9999,,,,,NIL,NIL,NIL,22,06,1025,35,,,,,NIL
"['21:00', '07/08']",07/08 21:00,120,6,NIL,9999,,,,,NIL,NIL,NIL,17,13,1025,77,,,,,NIL
"['22:00', '07/08']",07/08 22:00,120,5,NIL,9999,,,,,NIL,NIL,NIL,14,12,1026,88,,,,,NIL
"['23:00', '07/08']",07/08 23:00,100,4,NIL,8000,,,,,NIL,NIL,2,13,12,1026,94,,,,,NIL
"['23:30', '07/08']",07/08 23:30,110,4,NIL,4000,,,,,1,500,5,13,12,1027,94,,,,,NIL
"['00:00', '08/08']",08/08 00:00,130,5,NIL,700,,,,,NIL,NIL,NIL,12,11,1027,94,,,,,1
"['00:15', '08/08']",08/08 00:15,120,4,NIL,700,,,,,NIL,NIL,NIL,12,12,1027,100,,,,,1
"['00:22', '08/08']",08/08 00:22,120,5,NIL,600,,,,,NIL,NIL,NIL,13,13,1027,100,,,,,1
"['01:00', '08/08']",08/08 01:00,110,3,,600,NIL,NIL,,,NIL,NIL,NIL,13,13,1027,100,,,,,1
"['02:00', '08/08']",08/08 02:00,60,4,,600,NIL,NIL,,,NIL,NIL,NIL,13,13,1027,100,,,,,1
"['03:00', '08/08']",08/08 03:00,70,2,,600,NIL,NIL,,,NIL,NIL,NIL,13,13,1027,100,,,,,1
"['04:00', '08/08']",08/08 04:00,70,2,,600,NIL,NIL,,,NIL,NIL,NIL,13,13,1027,100,,,,,1
"['05:00', '08/08']",08/08 05:00,60,2,,600,NIL,NIL,,,NIL,NIL,NIL,12,12,1027,100,,,,,1
"['06:00', '08/08']",08/08 06:00,70,3,,600,NIL,NIL,,,NIL,NIL,NIL,12,12,1027,100,,,,,1
"['07:00', '08/08']",08/08 07:00,0,0,,600,NIL,NIL,,,NIL,NIL,NIL,12,12,1027,100,,,,,1
"['08:00', '08/08']",08/08 08:00,350,1,,600,NIL,NIL,,,NIL,NIL,NIL,12,12,1027,100,,,,,1
"['09:00', '08/08']",08/08 09:00,190,6,,600,NIL,NIL,,,NIL,NIL,NIL,12,12,1027,100,,,,,1
"['10:00', '08/08']",08/08 10:00,160,2,,450,NIL,NIL,,,NIL,NIL,NIL,11,11,1027,100,,,,,1
"['11:00', '08/08']",08/08 11:00,50,2,,350,NIL,NIL,,,NIL,NIL,NIL,11,11,1028,100,,,,,1
"['12:00', '08/08']",08/08 12:00,320,2,,900,NIL,NIL,,,NIL,200,8,12,12,1029,100,,,,,1
"['12:30', '08/08']",08/08 12:30,40,2,,5000,2200,135,,,1,500,5,12,12,1029,100,,,,,1
"['13:00', '08/08']",08/08 13:00,40,2,,5000,NIL,NIL,,,1,NIL,3,13,13,1029,100,,,,,NIL
"['14:00', '08/08']",08/08 14:00,350,3,,9999,NIL,NIL,,,NIL,NIL,NIL,17,11,1028,68,,,,,NIL
"['15:00', '08/08']",08/08 15:00,280,3,,9999,NIL,NIL,,,NIL,NIL,NIL,20,07,1028,43,,,,,NIL
"['16:00', '08/08']",08/08 16:00,120,2,,9999,NIL,NIL,,,NIL,NIL,NIL,21,07,1027,40,,,,,NIL
"['17:00', '08/08']",08/08 17:00,300,3,,9999,NIL,NIL,,,NIL,NIL,NIL,22,08,1025,41,,,,,NIL
"['18:00', '08/08']",08/08 18:00,260,4,,9999,NIL,NIL,,,NIL,NIL,NIL,22,08,1025,41,,,,,NIL
"['19:00', '08/08']",08/08 19:00,280,8,,9999,NIL,NIL,,,NIL,NIL,3,23,08,1024,38,,,,,NIL
"['20:00', '08/08']",08/08 20:00,310,6,,9999,NIL,NIL,,,NIL,NIL,NIL,22,07,1025,38,,,,,NIL
"['21:00', '08/08']",08/08 21:00,110,7,,9999,NIL,NIL,,,NIL,NIL,2,17,11,1025,68,,,,,NIL
"['22:00', '08/08']",08/08 22:00,120,6,,9999,NIL,NIL,,,NIL,NIL,2,14,12,1026,88,,,,,NIL
"['23:00', '08/08']",08/08 23:00,120,6,,9999,NIL,NIL,,,NIL,NIL,2,14,13,1026,94,,,,,NIL
"['00:00', '09/08']",09/08 00:00,90,4,,9999,NIL,NIL,,,NIL,NIL,2,13,13,1026,100,,,,,NIL
"['00:10', '09/08']",09/08 00:10,80,5,,8000,NIL,NIL,,,NIL,400,5,13,12,1026,94,,,,,NIL
"['00:25', '09/08']",09/08 00:25,70,6,,4500,NIL,NIL,,,1,300,5,14,14,1026,100,,,,,NIL
"['01:00', '09/08']",09/08 01:00,50,5,NIL,4000,,,,,1,400,5,14,14,1026,100,,,,,
"['02:00', '09/08']",09/08 02:00,40,2,NIL,6000,,,,,NIL,600,5,14,13,1027,94,,,,,
"['03:00', '09/08']",09/08 03:00,80,6,NIL,9999,,,,,NIL,600,5,14,13,1027,94,,,,,
"['04:00', '09/08']",09/08 04:00,40,4,NIL,9999,,,,,NIL,1000,5,14,13,1027,94,,,,,
"['05:00', '09/08']",09/08 05:00,30,3,NIL,9999,,,,,NIL,1000,5,14,13,1026,94,,,,,
"['06:00', '09/08']",09/08 06:00,110,3,NIL,9999,,,,,NIL,1000,5,14,13,1026,94,,,,,
"['07:00', '09/08']",09/08 07:00,90,3,NIL,9999,,,,,NIL,1000,5,14,14,1025,100,,,,,
"['08:00', '09/08']",09/08 08:00,60,5,NIL,9999,,,,,NIL,900,5,14,12,1025,88,,,,,
"['09:00', '09/08']",09/08 09:00,30,3,NIL,9999,,,,,NIL,900,5,14,12,1025,88,,,,,
"['10:00', '09/08']",09/08 10:00,40,2,NIL,9999,,,,,NIL,900,5,13,12,1026,94,,,,,
"['11:00', '09/08']",09/08 11:00,VRB,2,NIL,9999,,,,,NIL,NIL,3,14,13,1027,94,,,,,
"['12:00', '09/08']",09/08 12:00,350,3,175,9999,,,,,NIL,NIL,2,15,12,1027,82,,,,,
"['13:00', '09/08']",09/08 13:00,VRB,3,NIL,9999,,,,,NIL,NIL,NIL,17,11,1027,68,,,,,
"['14:00', '09/08']",09/08 14:00,VRB,4,NIL,9999,,,,,NIL,NIL,NIL,19,11,1026,60,,,,,
"['15:00', '09/08']",09/08 15:00,VRB,4,NIL,9999,,,,,NIL,NIL,NIL,21,10,1025,49,,,,,
"['16:00', '09/08']",09/08 16:00,270,6,280,9999,,,,,NIL,NIL,3,23,08,1024,38,,,,,
"['17:00', '09/08']",09/08 17:00,340,8,155,9999,,,,,NIL,NIL,3,23,08,1023,38,,,,,
"['18:00', '09/08']",09/08 18:00,300,6,285,9999,,,,,NIL,NIL,NIL,24,07,1022,34,,,,,
"['19:00', '09/08']",09/08 19:00,310,7,305,9999,,,,,NIL,NIL,NIL,23,07,1022,36,,,,,
"['20:00', '09/08']",09/08 20:00,300,6,NIL,9999,,,,,NIL,NIL,NIL,22,06,1022,35,,,,,
"['21:00', '09/08']",09/08 21:00,320,6,NIL,9999,,,,,NIL,NIL,NIL,20,06,1022,40,,,,,
"['22:00', '09/08']",09/08 22:00,130,5,NIL,9999,,,,,NIL,NIL,NIL,15,13,1022,88,,,,,
"['23:00', '09/08']",09/08 23:00,90,5,NIL,9999,,,,,NIL,NIL,NIL,14,13,1022,94,,,,,
"['00:00', '10/08']",10/08 00:00,40,3,NIL,9999,,,,,NIL,NIL,NIL,14,13,1022,94,,,,,
"['01:00', '10/08']",10/08 01:00,40,4,NIL,9999,NIL,NIL,,,NIL,,NIL,14,13,1022,94,,,,,NIL
"['02:00', '10/08']",10/08 02:00,40,4,NIL,9999,NIL,NIL,,,NIL,,NIL,14,13,1022,94,,,,,NIL
"['03:00', '10/08']",10/08 03:00,40,2,NIL,9999,NIL,NIL,,,NIL,,NIL,13,13,1022,100,,,,,NIL
"['04:00', '10/08']",10/08 04:00,80,2,NIL,6000,NIL,NIL,,,NIL,,2,13,13,1021,100,,,,,NIL
"['05:00', '10/08']",10/08 05:00,30,2,NIL,5000,NIL,NIL,,,1,,2,12,12,1021,100,,,,,NIL
"['06:00', '10/08']",10/08 06:00,90,1,NIL,5000,NIL,NIL,,,1,,2,12,12,1020,100,,,,,NIL
"['06:45', '10/08']",10/08 06:45,70,2,NIL,2000,800,135,,,NIL,,3,10,10,1020,100,,,,,1
"['07:00', '10/08']",10/08 07:00,80,2,NIL,800,NIL,NIL,,,NIL,,3,10,10,1020,100,,,,,1
"['08:00', '10/08']",10/08 08:00,60,2,NIL,4500,NIL,NIL,,,1,,2,09,09,1020,100,,,,,NIL
"['09:00', '10/08']",10/08 09:00,40,3,NIL,9999,NIL,NIL,,,NIL,,NIL,09,09,1020,100,,,,,NIL
"['10:00', '10/08']",10/08 10:00,50,4,NIL,9999,NIL,NIL,,,NIL,,NIL,09,09,1020,100,,,,,NIL
"['11:00', '10/08']",10/08 11:00,40,3,NIL,9999,NIL,NIL,,,NIL,,NIL,12,11,1021,94,,,,,NIL
"['12:00', '10/08']",10/08 12:00,VRB,2,NIL,9999,NIL,NIL,,,NIL,,NIL,16,11,1022,72,,,,,NIL
"['13:00', '10/08']",10/08 13:00,10,6,NIL,9999,NIL,NIL,,,NIL,,NIL,20,10,1022,53,,,,,NIL
"['14:00', '10/08']",10/08 14:00,340,8,165,9999,NIL,NIL,,,NIL,,NIL,23,10,1021,44,,,,,NIL
"['15:00', '10/08']",10/08 15:00,310,13,NIL,9999,NIL,NIL,,,NIL,,NIL,24,07,1021,34,,,,,NIL
"['16:00', '10/08']",10/08 16:00,310,13,310,9999,NIL,NIL,,,NIL,,NIL,25,06,1020,30,,,,,NIL
"['17:00', '10/08']",10/08 17:00,300,14,295,9999,NIL,NIL,,,NIL,,NIL,25,08,1018,34,,,,,NIL
"['18:00', '10/08']",10/08 18:00,290,12,295,9999,NIL,NIL,,,NIL,,NIL,25,09,1018,36,,,,,NIL
"['19:00', '10/08']",10/08 19:00,300,11,305,9999,NIL,NIL,,,NIL,,NIL,25,09,1017,36,,,,,NIL
"['20:00', '10/08']",10/08 20:00,300,10,NIL,9999,NIL,NIL,,,NIL,,NIL,24,08,1017,36,,,,,NIL
"['21:00', '10/08']",10/08 21:00,310,7,NIL,9999,NIL,NIL,,,NIL,,NIL,22,08,1017,41,,,,,NIL
"['22:00', '10/08']",10/08 22:00,350,5,NIL,9999,NIL,NIL,,,NIL,,NIL,21,09,1017,46,,,,,NIL
"['23:00', '10/08']",10/08 23:00,360,4,NIL,9999,NIL,NIL,,,NIL,,NIL,19,09,1018,52,,,,,NIL
"['00:00', '11/08']",11/08 00:00,40,4,NIL,9999,NIL,NIL,,,NIL,,NIL,17,10,1018,63,,,,,NIL
"['01:00', '11/08']",11/08 01:00,30,5,,9999,,,,,,NIL,NIL,16,10,1018,68,,,,,
"['02:00', '11/08']",11/08 02:00,20,4,,9999,,,,,,NIL,NIL,15,10,1018,72,,,,,
"['03:00', '11/08']",11/08 03:00,40,4,,9999,,,,,,NIL,NIL,14,10,1018,77,,,,,
"['04:00', '11/08']",11/08 04:00,50,3,,9999,,,,,,NIL,NIL,13,09,1018,77,,,,,
"['05:00', '11/08']",11/08 05:00,0,0,,9999,,,,,,NIL,NIL,13,09,1018,77,,,,,
"['06:00', '11/08']",11/08 06:00,120,2,,9999,,,,,,NIL,NIL,12,09,1018,82,,,,,
"['07:00', '11/08']",11/08 07:00,10,2,,9999,,,,,,NIL,NIL,11,09,1018,87,,,,,
"['08:00', '11/08']",11/08 08:00,30,2,,9999,,,,,,NIL,NIL,10,08,1018,87,,,,,
"['09:00', '11/08']",11/08 09:00,60,3,,9999,,,,,,NIL,NIL,09,08,1019,93,,,,,
"['10:00', '11/08']",11/08 10:00,VRB,2,,9999,,,,,,NIL,NIL,09,08,1019,93,,,,,
"['11:00', '11/08']",11/08 11:00,30,4,,9999,,,,,,NIL,NIL,12,10,1019,88,,,,,
"['12:00', '11/08']",11/08 12:00,360,6,,9999,,,,,,NIL,NIL,17,10,1019,63,,,,,
"['13:00', '11/08']",11/08 13:00,320,11,,9999,,,,,,NIL,NIL,24,09,1019,38,,,,,
"['14:00', '11/08']",11/08 14:00,320,13,,9999,,,,,,NIL,NIL,25,08,1019,34,,,,,
"['15:00', '11/08']",11/08 15:00,300,12,,9999,,,,,,NIL,NIL,26,08,1018,32,,,,,
"['16:00', '11/08']",11/08 16:00,290,13,,9999,,,,,,NIL,NIL,26,09,1018,34,,,,,
"['17:00', '11/08']",11/08 17:00,290,9,,9999,,,,,,NIL,NIL,26,08,1016,32,,,,,
"['18:00', '11/08']",11/08 18:00,280,7,,9999,,,,,,NIL,NIL,27,08,1016,30,,,,,
"['19:00', '11/08']",11/08 19:00,VRB,5,,9999,,,,,,NIL,NIL,27,10,1016,34,,,,,
"['20:00', '11/08']",11/08 20:00,100,10,,9999,,,,,,NIL,NIL,17,14,1017,83,,,,,
"['21:00', '11/08']",11/08 21:00,90,9,,9000,,,,,,3000,5,14,14,1017,100,,,,,
"['21:20', '11/08']",11/08 21:20,100,10,,9999,,,,,,400,5,14,13,1017,94,,,,,
"['22:00', '11/08']",11/08 22:00,90,8,,9999,,,,,,300,5,13,13,1018,100,,,,,
"['23:00', '11/08']",11/08 23:00,90,7,,9999,,,,,,300,8,13,12,1018,94,,,,,
"['00:00', '12/08']",12/08 00:00,100,6,,9999,,,,,,200,8,13,12,1019,94,,,,,
"['01:00', '12/08']",12/08 01:00,90,5,NIL,9999,,,,,,300,8,13,12,1019,94,,,,,
"['02:00', '12/08']",12/08 02:00,90,5,NIL,9999,,,,,,400,8,13,12,1020,94,,,,,
"['03:00', '12/08']",12/08 03:00,90,5,NIL,9999,,,,,,400,8,12,12,1020,100,,,,,
"['04:00', '12/08']",12/08 04:00,100,4,NIL,9999,,,,,,400,8,12,12,1019,100,,,,,
"['05:00', '12/08']",12/08 05:00,90,3,NIL,9999,,,,,,500,8,12,12,1019,100,,,,,
"['06:00', '12/08']",12/08 06:00,50,7,NIL,9999,,,,,,500,8,13,12,1018,94,,,,,
"['07:00', '12/08']",12/08 07:00,60,4,NIL,9999,,,,,,500,8,12,12,1018,100,,,,,
"['08:00', '12/08']",12/08 08:00,40,5,NIL,9999,,,,,,400,8,12,11,1018,94,,,,,
"['09:00', '12/08']",12/08 09:00,50,6,NIL,9999,,,,,,400,8,12,11,1017,94,,,,,
"['10:00', '12/08']",12/08 10:00,40,6,NIL,9999,,,,,,400,8,12,11,1018,94,,,,,
"['11:00', '12/08']",12/08 11:00,30,10,NIL,9999,,,,,,500,8,12,11,1018,94,,,,,
"['12:00', '12/08']",12/08 12:00,60,6,NIL,9999,,,,,,700,5,14,11,1019,82,,,,,
"['13:00', '12/08']",12/08 13:00,20,8,NIL,9999,,,,,,1000,5,16,12,1019,77,,,,,
"['14:00', '12/08']",12/08 14:00,30,9,NIL,9999,,,,,,NIL,2,18,12,1018,68,,,,,
"['15:00', '12/08']",12/08 15:00,70,6,NIL,9999,,,,,,NIL,NIL,19,13,1017,68,,,,,
"['16:00', '12/08']",12/08 16:00,60,8,NIL,9999,,,,,,NIL,NIL,21,12,1017,56,,,,,
"['17:00', '12/08']",12/08 17:00,130,9,NIL,9999,,,,,,NIL,NIL,20,13,1016,64,,,,,
"['18:00', '12/08']",12/08 18:00,120,9,NIL,9999,,,,,,NIL,NIL,18,13,1015,73,,,,,
"['19:00', '12/08']",12/08 19:00,90,8,NIL,9999,,,,,,NIL,NIL,17,13,1015,77,,,,,
