validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_rajada,vis,teto,cobertura,tt,po,qnh,ur,vnt_vrb,chuva,trovoada,nevoa_umida,vis_setor,vis_setor_dir,pancada,chuvisco,nevoeiro
"['15:00', '08/04']",08/04 15:00,200,12,NIL,9999,5000,8,27,21,1014,70,,NIL,,NIL,,,,NIL,
"['16:00', '08/04']",08/04 16:00,200,9,NIL,9999,5000,5,27,22,1013,74,,NIL,,NIL,,,,NIL,
"['16:42', '08/04']",08/04 16:42,200,17,27,9999,1900,5,25,21,1012,79,,NIL,,NIL,,,,NIL,
"['17:00', '08/04']",08/04 17:00,200,19,29,9999,2100,8,25,21,1012,79,,NIL,,NIL,,,,NIL,
"['18:00', '08/04']",08/04 18:00,200,13,NIL,6000,2000,8,24,22,1012,89,,1,,NIL,,,,NIL,
"['18:25', '08/04']",08/04 18:25,200,13,NIL,4000,800,8,23,22,1012,94,,NIL,,1,,,,1,
"['19:00', '08/04']",08/04 19:00,190,14,NIL,6000,1800,8,22,21,1012,94,,NIL,,NIL,,,,NIL,
"['20:00', '08/04']",08/04 20:00,190,12,NIL,8000,1500,8,22,21,1013,94,,NIL,,NIL,,,,NIL,
"['21:00', '08/04']",08/04 21:00,200,12,NIL,4000,1100,8,22,21,1013,94,,1,,1,,,,NIL,
"['22:00', '08/04']",08/04 22:00,240,6,NIL,9000,5000,8,23,20,1014,83,,1,,NIL,,,,NIL,
"['23:00', '08/04']",08/04 23:00,220,9,NIL,9999,4000,8,23,20,1014,83,,NIL,,NIL,,,,NIL,
"['00:00', '09/04']",09/04 00:00,240,5,NIL,9999,5000,8,23,20,1015,83,,NIL,,NIL,,,,NIL,
"['01:00', '09/04']",09/04 01:00,270,4,,9999,3200,8,23,19,1015,78,NIL,NIL,,,,,,,
"['02:00', '09/04']",09/04 02:00,280,3,,9999,5000,8,22,20,1015,88,275,NIL,,,,,,,
"['03:00', '09/04']",09/04 03:00,190,11,,9999,2200,8,23,19,1015,78,NIL,NIL,,,,,,,
"['04:00', '09/04']",09/04 04:00,230,8,,9999,2500,8,22,20,1014,88,NIL,NIL,,,,,,,
"['05:00', '09/04']",09/04 05:00,240,3,,9999,3500,8,22,19,1014,83,NIL,NIL,,,,,,,
"['06:00', '09/04']",09/04 06:00,210,4,,9999,10000,8,22,20,1013,88,NIL,NIL,,,,,,,
"['07:00', '09/04']",09/04 07:00,230,5,,6000,3500,8,21,20,1013,94,NIL,1,,,,,,,
"['08:00', '09/04']",09/04 08:00,250,3,,9999,6300,8,21,20,1013,94,NIL,1,,,,,,,
"['09:00', '09/04']",09/04 09:00,270,3,,4000,3000,8,21,20,1014,94,NIL,1,,,,,,,
"['10:00', '09/04']",09/04 10:00,210,2,,7000,3000,8,21,20,1014,94,NIL,NIL,,,,,,,
"['11:00', '09/04']",09/04 11:00,240,3,,9999,3000,8,22,20,1015,88,NIL,1,,,,,,,
"['12:00', '09/04']",09/04 12:00,240,4,,9999,4700,8,23,19,1015,78,NIL,NIL,,,,,,,
"['13:00', '09/04']",09/04 13:00,210,6,,9999,4700,8,23,20,1015,83,NIL,NIL,,,,,,,
"['14:00', '09/04']",09/04 14:00,0,0,,9999,4700,8,24,20,1015,78,NIL,NIL,,,,,,,
"['15:00', '09/04']",09/04 15:00,210,10,,9999,4700,8,24,20,1014,78,NIL,NIL,,,,,,,
"['16:00', '09/04']",09/04 16:00,170,9,,9000,5000,8,25,20,1014,74,NIL,1,,,,,,,
"['17:00', '09/04']",09/04 17:00,180,10,,9999,5000,8,24,19,1013,74,NIL,1,,,,,,,
"['18:00', '09/04']",09/04 18:00,200,10,,9999,6000,8,24,19,1013,74,NIL,NIL,,,,,,,
"['19:00', '09/04']",09/04 19:00,180,9,,9999,6000,8,24,20,1013,78,NIL,NIL,,,,,,,
"['20:00', '09/04']",09/04 20:00,190,13,,8000,3500,8,23,18,1014,73,NIL,1,,,,,,,
"['21:00', '09/04']",09/04 21:00,210,3,,9000,3500,8,22,19,1014,83,NIL,1,,,,,,,
"['22:00', '09/04']",09/04 22:00,340,3,,9999,4000,5,22,20,1015,88,NIL,NIL,,,,,,,
"['23:00', '09/04']",09/04 23:00,310,3,,9999,4000,5,22,20,1016,88,NIL,NIL,,,,,,,
"['00:00', '10/04']",10/04 00:00,320,4,,9999,NIL,NIL,21,20,1016,94,NIL,NIL,,,,,,,
"['01:00', '10/04']",10/04 01:00,300,3,,9999,NIL,NIL,21,20,1016,94,,NIL,,,,,,,
"['02:00', '10/04']",10/04 02:00,270,3,,9999,NIL,NIL,21,20,1015,94,,NIL,,,,,,,
"['03:00', '10/04']",10/04 03:00,290,2,,9999,NIL,NIL,21,20,1015,94,,NIL,,,,,,,
"['04:00', '10/04']",10/04 04:00,330,2,,9999,NIL,NIL,21,20,1014,94,,NIL,,,,,,,
"['05:00', '10/04']",10/04 05:00,320,4,,9999,4700,8,21,20,1014,94,,NIL,,,,,,,
"['06:00', '10/04']",10/04 06:00,320,3,,9999,4700,5,21,19,1014,88,,NIL,,,,,,,
"['07:00', '10/04']",10/04 07:00,20,2,,9999,NIL,NIL,20,19,1013,94,,NIL,,,,,,,
"['08:00', '10/04']",10/04 08:00,270,3,,9999,NIL,NIL,21,19,1014,88,,NIL,,,,,,,
"['09:00', '10/04']",10/04 09:00,360,2,,9999,3300,5,20,19,1014,94,,NIL,,,,,,,
"['10:00', '10/04']",10/04 10:00,310,3,,9999,7000,5,21,19,1015,88,,NIL,,,,,,,
"['11:00', '10/04']",10/04 11:00,300,3,,9999,NIL,3,23,20,1015,83,,NIL,,,,,,,
"['12:00', '10/04']",10/04 12:00,180,2,,9999,3200,8,24,19,1016,74,,NIL,,,,,,,
"['13:00', '10/04']",10/04 13:00,140,5,,9999,3500,8,25,20,1016,74,,NIL,,,,,,,
"['14:00', '10/04']",10/04 14:00,160,7,,9999,5000,8,26,20,1016,70,,NIL,,,,,,,
"['15:00', '10/04']",10/04 15:00,140,8,,9999,5000,8,25,20,1015,74,,NIL,,,,,,,
"['16:00', '10/04']",10/04 16:00,150,10,,9999,3500,5,25,20,1014,74,,NIL,,,,,,,
"['17:00', '10/04']",10/04 17:00,160,9,,9999,3000,5,25,20,1014,74,,NIL,,,,,,,
"['18:00', '10/04']",10/04 18:00,150,9,,9999,4000,8,25,20,1014,74,,NIL,,,,,,,
"['19:00', '10/04']",10/04 19:00,170,5,,9999,4200,8,24,20,1014,78,,NIL,,,,,,,
"['20:00', '10/04']",10/04 20:00,160,4,,9999,3000,8,24,21,1014,83,,1,,,,,,,
"['21:00', '10/04']",10/04 21:00,170,3,,9999,NIL,NIL,NIL,NIL,1014,0,,NIL,,,,,,,
"['22:00', '10/04']",10/04 22:00,210,1,,9999,4900,8,23,21,1015,89,,NIL,,,,,,,
"['23:00', '10/04']",10/04 23:00,310,3,,9999,4900,8,23,22,1016,94,,NIL,,,,,,,
"['00:00', '11/04']",11/04 00:00,300,3,,9999,5000,8,23,22,1016,94,,NIL,,,,,,,
"['01:00', '11/04']",11/04 01:00,300,2,,9999,7000,8,23,21,1016,89,,,,,,,,,
"['02:00', '11/04']",11/04 02:00,320,3,,9999,7000,8,23,22,1015,94,,,,,,,,,
"['03:00', '11/04']",11/04 03:00,290,2,,9999,3000,8,22,22,1015,100,,,,,,,,,
"['04:00', '11/04']",11/04 04:00,300,3,,9999,2500,8,22,22,1015,100,,,,,,,,,
"['05:00', '11/04']",11/04 05:00,300,3,,9999,3500,5,22,21,1014,94,,,,,,,,,
"['06:00', '11/04']",11/04 06:00,300,1,,9999,NIL,3,22,21,1014,94,,,,,,,,,
"['07:00', '11/04']",11/04 07:00,290,2,,9999,NIL,3,22,21,1014,94,,,,,,,,,
"['08:00', '11/04']",11/04 08:00,0,0,,9999,4500,5,22,21,1014,94,,,,,,,,,
"['09:00', '11/04']",11/04 09:00,310,1,,9999,NIL,3,22,21,1014,94,,,,,,,,,
"['10:00', '11/04']",11/04 10:00,0,0,,9999,NIL,NIL,23,22,1014,94,,,,,,,,,
"['11:00', '11/04']",11/04 11:00,230,2,,9999,NIL,2,25,22,1015,83,,,,,,,,,
"['12:00', '11/04']",11/04 12:00,150,6,,9999,2000,5,25,22,1015,83,,,,,,,,,
"['13:00', '11/04']",11/04 13:00,140,9,,9999,2000,5,25,22,1015,83,,,,,,,,,
"['14:00', '11/04']",11/04 14:00,160,10,,9999,2000,5,25,23,1015,89,,,,,,,,,
"['15:00', '11/04']",11/04 15:00,150,11,,9999,4000,5,25,23,1015,89,,,,,,,,,
"['16:00', '11/04']",11/04 16:00,160,11,,9999,5000,8,26,23,1014,84,,,,,,,,,
"['17:00', '11/04']",11/04 17:00,170,9,,9999,5000,5,25,22,1013,83,,,,,,,,,
"['18:00', '11/04']",11/04 18:00,170,9,,9999,8500,5,25,22,1013,83,,,,,,,,,
"['19:00', '11/04']",11/04 19:00,160,7,,9999,7000,5,25,22,1014,83,,,,,,,,,
"['20:00', '11/04']",11/04 20:00,170,8,,9999,2000,5,25,22,1014,83,,,,,,,,,
"['21:00', '11/04']",11/04 21:00,170,6,,9999,2000,8,24,22,1014,89,,,,,,,,,
"['22:00', '11/04']",11/04 22:00,200,8,,9999,2000,8,25,22,1015,83,,,,,,,,,
"['23:00', '11/04']",11/04 23:00,210,7,,9999,2500,8,25,22,1016,83,,,,,,,,,
"['00:00', '12/04']",12/04 00:00,260,2,,9999,2500,8,24,21,1016,83,,,,,,,,,
"['01:00', '12/04']",12/04 01:00,210,5,,9999,2500,8,25,21,1016,79,,,,,,,,,
"['02:00', '12/04']",12/04 02:00,200,9,,9999,2500,8,24,21,1016,83,,,,,,,,,
"['03:00', '12/04']",12/04 03:00,220,6,,9999,2500,8,23,21,1016,89,,,,,,,,,
"['04:00', '12/04']",12/04 04:00,210,2,,9999,2500,5,23,21,1016,89,,,,,,,,,
"['05:00', '12/04']",12/04 05:00,210,8,,9999,1400,5,23,21,1015,89,,,,,,,,,
"['06:00', '12/04']",12/04 06:00,210,8,,9999,2000,5,22,20,1015,88,,,,,,,,,
"['07:00', '12/04']",12/04 07:00,210,8,,9999,2000,5,23,20,1015,83,,,,,,,,,
"['08:00', '12/04']",12/04 08:00,230,8,,9999,2000,5,23,19,1016,78,,,,,,,,,
"['09:00', '12/04']",12/04 09:00,230,10,,9999,4000,5,23,19,1016,78,,,,,,,,,
"['10:00', '12/04']",12/04 10:00,220,9,,9999,2500,5,23,19,1016,78,,,,,,,,,
"['11:00', '12/04']",12/04 11:00,220,9,,9999,3200,5,24,18,1017,69,,,,,,,,,
"['12:00', '12/04']",12/04 12:00,230,10,,9999,3200,5,25,18,1017,65,,,,,,,,,
"['13:00', '12/04']",12/04 13:00,210,13,,9999,NIL,2,25,19,1017,69,,,,,,,,,
"['14:00', '12/04']",12/04 14:00,210,13,,9999,3200,5,26,18,1017,61,,,,,,,,,
"['15:00', '12/04']",12/04 15:00,200,12,,9999,4500,5,26,18,1017,61,,,,,,,,,
"['16:00', '12/04']",12/04 16:00,200,15,,9999,3000,5,25,19,1016,69,,,,,,,,,
"['17:00', '12/04']",12/04 17:00,190,15,,9999,3000,5,25,19,1016,69,,,,,,,,,
"['18:00', '12/04']",12/04 18:00,200,16,,9999,3000,5,24,21,1016,83,,,,,,,,,
"['19:00', '12/04']",12/04 19:00,220,14,,9999,3000,5,24,19,1016,74,,,,,,,,,
"['20:00', '12/04']",12/04 20:00,220,10,,9999,3000,8,24,17,1017,65,,,,,,,,,
"['21:00', '12/04']",12/04 21:00,230,8,,9999,3000,5,24,17,1017,65,,,,,,,,,
"['22:00', '12/04']",12/04 22:00,220,11,,9999,3000,8,24,18,1017,69,,,,,,,,,
"['23:00', '12/04']",12/04 23:00,210,13,,9999,3000,8,24,18,1018,69,,,,,,,,,
"['00:00', '13/04']",13/04 00:00,230,9,,9999,3500,8,24,18,1018,69,,,,,,,,,
"['01:00', '13/04']",13/04 01:00,230,9,,9999,4000,8,24,18,1018,69,,,,,,,,,
"['02:00', '13/04']",13/04 02:00,220,11,,9999,4000,8,24,18,1018,69,,,,,,,,,
"['03:00', '13/04']",13/04 03:00,220,9,,9999,4500,8,24,18,1018,69,,,,,,,,,
"['04:00', '13/04']",13/04 04:00,220,8,,9999,4900,8,23,18,1017,73,,,,,,,,,
"['05:00', '13/04']",13/04 05:00,230,6,,9999,4300,8,23,18,1017,73,,,,,,,,,
"['06:00', '13/04']",13/04 06:00,220,8,,9999,4800,8,23,18,1017,73,,,,,,,,,
"['07:00', '13/04']",13/04 07:00,220,9,,9999,4500,8,23,19,1017,78,,,,,,,,,
"['08:00', '13/04']",13/04 08:00,240,5,,9999,4300,8,23,18,1017,73,,,,,,,,,
"['09:00', '13/04']",13/04 09:00,230,5,,9999,4900,5,23,18,1017,73,,,,,,,,,
"['10:00', '13/04']",13/04 10:00,220,6,,9999,3000,5,24,18,1018,69,,,,,,,,,
"['11:00', '13/04']",13/04 11:00,220,9,,9999,3500,5,24,19,1018,74,,,,,,,,,
"['12:00', '13/04']",13/04 12:00,190,8,,9999,3500,5,25,19,1018,69,,,,,,,,,
"['13:00', '13/04']",13/04 13:00,170,12,,9999,2500,5,25,20,1019,74,,,,,,,,,
"['14:00', '13/04']",13/04 14:00,200,8,,9999,4000,8,25,20,1018,74,,,,,,,,,
"['15:00', '13/04']",13/04 15:00,200,8,,9999,4000,5,25,19,1017,69,,,,,,,,,
"['16:00', '13/04']",13/04 16:00,200,8,,9999,NIL,3,25,20,1017,74,,,,,,,,,
"['17:00', '13/04']",13/04 17:00,180,7,,9999,NIL,3,26,19,1016,65,,,,,,,,,
"['18:00', '13/04']",13/04 18:00,160,9,,9999,7000,5,25,19,1016,69,,,,,,,,,
"['19:00', '13/04']",13/04 19:00,180,9,,9999,7000,5,25,19,1016,69,,,,,,,,,
"['20:00', '13/04']",13/04 20:00,200,7,,9999,7000,5,24,20,1016,78,,,,,,,,,
"['21:00', '13/04']",13/04 21:00,180,6,,9999,7000,5,24,20,1016,78,,,,,,,,,
"['22:00', '13/04']",13/04 22:00,210,7,,9999,6000,5,24,20,1016,78,,,,,,,,,
"['23:00', '13/04']",13/04 23:00,220,4,,9999,NIL,3,23,19,1017,78,,,,,,,,,
"['00:00', '14/04']",14/04 00:00,360,2,,9999,4500,5,23,20,1017,83,,,,,,,,,
"['01:00', '14/04']",14/04 01:00,190,10,,9999,4500,5,23,20,1017,83,,,,,,,,,
"['02:00', '14/04']",14/04 02:00,240,3,,9999,5000,5,23,20,1017,83,,,,,,,,,
"['03:00', '14/04']",14/04 03:00,300,3,,9999,4000,5,22,20,1016,88,,,,,,,,,
"['04:00', '14/04']",14/04 04:00,320,3,,9999,5000,5,21,20,1015,94,,,,,,,,,
"['05:00', '14/04']",14/04 05:00,310,3,,9999,5000,5,22,20,1015,88,,,,,,,,,
"['06:00', '14/04']",14/04 06:00,310,2,,9999,5000,5,22,20,1014,88,,,,,,,,,
"['07:00', '14/04']",14/04 07:00,300,3,,9999,5000,5,21,19,1014,88,,,,,,,,,
"['08:00', '14/04']",14/04 08:00,280,2,,9999,NIL,2,20,19,1014,94,,,,,,,,,
"['09:00', '14/04']",14/04 09:00,330,3,,9999,NIL,2,20,19,1015,94,,,,,,,,,
"['10:00', '14/04']",14/04 10:00,340,1,,9999,NIL,2,21,20,1015,94,,,,,,,,,
"['11:00', '14/04']",14/04 11:00,310,4,,9999,NIL,2,24,20,1016,78,,,,,,,,,
"['12:00', '14/04']",14/04 12:00,260,4,,9999,NIL,3,26,19,1016,65,,,,,,,,,
"['13:00', '14/04']",14/04 13:00,140,4,,9999,NIL,3,25,19,1016,69,,,,,,,,,
"['14:00', '14/04']",14/04 14:00,150,6,,9999,NIL,3,27,19,1015,62,,,,,,,,,
"['15:00', '14/04']",14/04 15:00,150,6,,9999,NIL,3,27,20,1015,66,,,,,,,,,
"['16:00', '14/04']",14/04 16:00,160,9,,9999,NIL,3,27,20,1013,66,,,,,,,,,
"['17:00', '14/04']",14/04 17:00,90,6,,9999,NIL,3,27,19,1013,62,,,,,,,,,
"['18:00', '14/04']",14/04 18:00,70,8,,9999,NIL,3,27,20,1012,66,,,,,,,,,
"['19:00', '14/04']",14/04 19:00,80,9,,9999,NIL,NIL,27,20,1012,66,,,,,,,,,
"['20:00', '14/04']",14/04 20:00,50,6,,9999,NIL,NIL,26,20,1012,70,,,,,,,,,
"['21:00', '14/04']",14/04 21:00,30,6,,9999,NIL,NIL,25,20,1012,74,,,,,,,,,
"['22:00', '14/04']",14/04 22:00,30,5,,9999,NIL,NIL,24,20,1013,78,,,,,,,,,
"['23:00', '14/04']",14/04 23:00,340,4,,9999,NIL,NIL,24,21,1014,83,,,,,,,,,
"['00:00', '15/04']",15/04 00:00,350,3,,9999,NIL,NIL,24,21,1014,83,,,,,,,,,
"['01:00', '15/04']",15/04 01:00,310,2,,9999,NIL,NIL,24,21,1014,83,,,,,,,,,
"['02:00', '15/04']",15/04 02:00,310,3,,9999,NIL,NIL,23,21,1013,89,,,,,,,,,
"['03:00', '15/04']",15/04 03:00,0,0,,9999,NIL,3,23,21,1013,89,,,,,,,,,
"['04:00', '15/04']",15/04 04:00,0,0,,9999,NIL,3,22,21,1012,94,,,,,,,,,
"['05:00', '15/04']",15/04 05:00,320,3,,9999,NIL,3,22,20,1011,88,,,,,,,,,
"['06:00', '15/04']",15/04 06:00,300,4,,9999,NIL,3,22,21,1011,94,,,,,,,,,
"['07:00', '15/04']",15/04 07:00,360,2,,9999,NIL,3,22,21,1011,94,,,,,,,,,
"['08:00', '15/04']",15/04 08:00,300,3,,9999,NIL,3,22,21,1011,94,,,,,,,,,
"['09:00', '15/04']",15/04 09:00,320,5,,9999,NIL,3,22,21,1012,94,,,,,,,,,
"['10:00', '15/04']",15/04 10:00,270,1,,9999,10000,5,23,21,1013,89,,,,,,,,,
"['11:00', '15/04']",15/04 11:00,310,4,,9999,10000,5,26,21,1014,74,,,,,,,,,
"['12:00', '15/04']",15/04 12:00,320,3,,9999,NIL,NIL,28,21,1015,66,,,,,,,,,
"['13:00', '15/04']",15/04 13:00,330,3,,9999,NIL,NIL,29,22,1014,66,,,,,,,,,
"['14:00', '15/04']",15/04 14:00,320,5,,9999,NIL,NIL,29,22,1014,66,,,,,,,,,
"['15:00', '15/04']",15/04 15:00,60,8,,9999,NIL,3,29,22,1013,66,,,,,,,,,
"['16:00', '15/04']",15/04 16:00,60,9,,9999,NIL,NIL,29,22,1013,66,,,,,,,,,
"['17:00', '15/04']",15/04 17:00,10,12,,9999,NIL,NIL,30,22,1012,62,,,,,,,,,
"['18:00', '15/04']",15/04 18:00,20,12,,9999,NIL,NIL,29,23,1012,70,,,,,,,,,
"['19:00', '15/04']",15/04 19:00,40,12,,9999,NIL,NIL,28,23,1013,74,,,,,,,,,
"['20:00', '15/04']",15/04 20:00,40,11,,9999,NIL,NIL,27,24,1013,84,,,,,,,,,
"['21:00', '15/04']",15/04 21:00,40,11,,9999,NIL,NIL,27,24,1013,84,,,,,,,,,
"['22:00', '15/04']",15/04 22:00,30,8,,9999,NIL,NIL,27,24,1014,84,,,,,,,,,
"['23:00', '15/04']",15/04 23:00,20,8,,9999,NIL,NIL,27,23,1015,79,,,,,,,,,
"['00:00', '16/04']",16/04 00:00,320,3,,9999,NIL,NIL,26,23,1015,84,,,,,,,,,
"['01:00', '16/04']",16/04 01:00,20,8,,9999,NIL,NIL,26,23,1015,84,,,,,,,,,
"['02:00', '16/04']",16/04 02:00,350,5,,9999,NIL,NIL,26,23,1016,84,,,,,,,,,
"['03:00', '16/04']",16/04 03:00,0,0,,9999,NIL,NIL,26,23,1015,84,,,,,,,,,
"['04:00', '16/04']",16/04 04:00,310,3,,9999,NIL,NIL,25,23,1015,89,,,,,,,,,
"['05:00', '16/04']",16/04 05:00,40,5,,9999,NIL,NIL,25,23,1015,89,,,,,,,,,
"['06:00', '16/04']",16/04 06:00,40,2,,9999,NIL,NIL,24,22,1015,89,,,,,,,,,
"['07:00', '16/04']",16/04 07:00,0,0,,9999,NIL,NIL,25,22,1015,83,,,,,,,,,
"['08:00', '16/04']",16/04 08:00,0,0,,9999,NIL,NIL,23,22,1015,94,,,,,,,,,
"['09:00', '16/04']",16/04 09:00,270,1,,9999,NIL,NIL,23,22,1016,94,,,,,,,,,
"['10:00', '16/04']",16/04 10:00,340,2,,9999,NIL,NIL,23,22,1017,94,,,,,,,,,
"['11:00', '16/04']",16/04 11:00,140,3,,9999,NIL,NIL,26,23,1017,84,,,,,,,,,
"['12:00', '16/04']",16/04 12:00,160,4,,9999,NIL,2,26,23,1018,84,,,,,,,,,
"['13:00', '16/04']",16/04 13:00,140,6,,9999,NIL,2,27,24,1018,84,,,,,,,,,
"['14:00', '16/04']",16/04 14:00,140,8,,9999,NIL,2,27,23,1017,79,,,,,,,,,
"['15:00', '16/04']",16/04 15:00,140,8,,9999,NIL,2,27,24,1016,84,,,,,,,,,
"['16:00', '16/04']",16/04 16:00,160,8,,9999,NIL,2,28,24,1016,79,,,,,,,,,
"['17:00', '16/04']",16/04 17:00,150,8,,9999,NIL,2,29,24,1015,74,,,,,,,,,
"['18:00', '16/04']",16/04 18:00,160,11,,9999,NIL,2,27,24,1016,84,,,,,,,,,
"['19:00', '16/04']",16/04 19:00,170,12,,9999,2500,5,26,23,1016,84,,,,,,,,,
"['20:00', '16/04']",16/04 20:00,170,10,,9999,NIL,3,26,23,1017,84,,,,,,,,,
"['21:00', '16/04']",16/04 21:00,180,7,,9999,NIL,3,26,22,1017,79,,,,,,,,,
"['22:00', '16/04']",16/04 22:00,200,9,,9999,NIL,3,26,23,1018,84,,,,,,,,,
"['23:00', '16/04']",16/04 23:00,180,6,,9999,NIL,NIL,25,23,1018,89,,,,,,,,,
"['00:00', '17/04']",17/04 00:00,210,8,,9999,NIL,NIL,26,22,1019,79,,,,,,,,,
"['01:00', '17/04']",17/04 01:00,200,5,,9999,NIL,NIL,25,22,1019,83,,,,,,,,,
"['02:00', '17/04']",17/04 02:00,200,6,,9999,NIL,NIL,24,22,1019,89,,,,,,,,,
"['03:00', '17/04']",17/04 03:00,230,5,,9999,2000,5,25,22,1019,83,,,,,,,,,
"['04:00', '17/04']",17/04 04:00,220,5,,9999,10000,5,25,21,1018,79,,,,,,,,,
"['05:00', '17/04']",17/04 05:00,280,3,,9999,5000,5,25,21,1018,79,,,,,,,,,
"['06:00', '17/04']",17/04 06:00,280,3,,9999,NIL,3,25,21,1018,79,,,,,,,,,
"['07:00', '17/04']",17/04 07:00,220,1,,9999,4000,5,25,21,1018,79,,,,,,,,,
"['08:00', '17/04']",17/04 08:00,230,6,,9999,3000,5,25,21,1018,79,,,,,,,,,
"['09:00', '17/04']",17/04 09:00,230,7,,9999,7000,5,25,21,1018,79,,,,,,,,,
"['10:00', '17/04']",17/04 10:00,210,5,,9999,NIL,3,25,21,1019,79,,,,,,,,,
"['11:00', '17/04']",17/04 11:00,200,10,,9999,NIL,3,26,22,1019,79,,,,,,,,,
"['12:00', '17/04']",17/04 12:00,200,13,,9999,NIL,3,27,22,1019,74,,,,,,,,,
"['13:00', '17/04']",17/04 13:00,210,14,,9999,5000,5,27,21,1020,70,,,,,,,,,
"['14:00', '17/04']",17/04 14:00,200,12,,9999,3200,5,27,21,1019,70,,,,,,,,,
"['15:00', '17/04']",17/04 15:00,200,16,,9999,4500,5,28,21,1019,66,,,,,,,,,
"['16:00', '17/04']",17/04 16:00,180,13,,9999,4000,5,27,22,1018,74,,,,,,,,,
"['17:00', '17/04']",17/04 17:00,190,15,,9999,4000,5,27,22,1017,74,,,,,,,,,
"['18:00', '17/04']",17/04 18:00,180,17,,9999,2000,5,26,21,1017,74,,,,,,,,,
"['19:00', '17/04']",17/04 19:00,200,14,,9999,7000,5,26,21,1017,74,,,,,,,,,
"['20:00', '17/04']",17/04 20:00,210,15,,9999,7000,5,25,21,1018,79,,,,,,,,,
"['21:00', '17/04']",17/04 21:00,210,16,,9999,7000,5,25,21,1018,79,,,,,,,,,
"['22:00', '17/04']",17/04 22:00,210,15,,9999,7500,8,24,20,1019,78,,,,,,,,,
"['23:00', '17/04']",17/04 23:00,210,14,,9999,7500,8,24,19,1019,74,,,,,,,,,
"['00:00', '18/04']",18/04 00:00,210,12,,9999,8500,8,24,20,1020,78,,,,,,,,,
"['01:00', '18/04']",18/04 01:00,210,12,22,9999,10000,8,24,20,1020,78,,,,,,,,,
"['02:00', '18/04']",18/04 02:00,210,12,NIL,9999,4000,5,24,21,1020,83,,,,,,,,,
"['03:00', '18/04']",18/04 03:00,210,10,NIL,9999,2700,8,24,20,1019,78,,,,,,,,,
"['04:00', '18/04']",18/04 04:00,220,10,NIL,9999,4000,8,24,19,1019,74,,,,,,,,,
"['05:00', '18/04']",18/04 05:00,220,11,NIL,9999,4500,8,24,19,1018,74,,,,,,,,,
"['06:00', '18/04']",18/04 06:00,210,8,NIL,9999,5000,5,24,19,1018,74,,,,,,,,,
"['07:00', '18/04']",18/04 07:00,220,9,NIL,9999,4500,5,23,19,1018,78,,,,,,,,,
"['08:00', '18/04']",18/04 08:00,220,11,NIL,9999,4000,8,23,19,1018,78,,,,,,,,,
"['09:00', '18/04']",18/04 09:00,210,13,NIL,9999,4500,8,23,19,1019,78,,,,,,,,,
"['10:00', '18/04']",18/04 10:00,210,14,NIL,9999,NIL,NIL,24,19,1020,74,,,,,,,,,
"['11:00', '18/04']",18/04 11:00,210,14,NIL,9999,NIL,NIL,25,18,1020,65,,,,,,,,,
"['12:00', '18/04']",18/04 12:00,210,15,NIL,9999,NIL,NIL,25,19,1021,69,,,,,,,,,
"['13:00', '18/04']",18/04 13:00,190,14,NIL,9999,NIL,3,26,19,1021,65,,,,,,,,,
"['14:00', '18/04']",18/04 14:00,180,13,NIL,9999,NIL,3,27,19,1021,62,,,,,,,,,
"['15:00', '18/04']",18/04 15:00,180,15,NIL,9999,NIL,3,27,19,1020,62,,,,,,,,,
"['16:00', '18/04']",18/04 16:00,170,14,NIL,9999,8000,5,26,19,1019,65,,,,,,,,,
"['17:00', '18/04']",18/04 17:00,170,12,NIL,9999,NIL,2,26,19,1019,65,,,,,,,,,
"['18:00', '18/04']",18/04 18:00,170,14,NIL,9999,NIL,2,26,19,1019,65,,,,,,,,,
"['19:00', '18/04']",18/04 19:00,180,12,NIL,9999,NIL,2,25,19,1019,69,,,,,,,,,
"['20:00', '18/04']",18/04 20:00,180,9,NIL,9999,NIL,2,25,19,1019,69,,,,,,,,,
"['21:00', '18/04']",18/04 21:00,190,11,NIL,9999,NIL,2,25,18,1020,65,,,,,,,,,
"['22:00', '18/04']",18/04 22:00,200,8,NIL,9999,10000,5,24,19,1020,74,,,,,,,,,
"['23:00', '18/04']",18/04 23:00,200,9,NIL,9999,4000,5,24,20,1021,78,,,,,,,,,
"['00:00', '19/04']",19/04 00:00,200,10,NIL,9999,4000,5,24,20,1021,78,,,,,,,,,
"['01:00', '19/04']",19/04 01:00,200,11,,9999,10000,5,23,20,1021,83,,,,,,,,,
"['02:00', '19/04']",19/04 02:00,210,11,,9999,NIL,NIL,23,20,1020,83,,,,,,,,,
"['03:00', '19/04']",19/04 03:00,230,7,,9999,NIL,NIL,23,19,1020,78,,,,,,,,,
"['04:00', '19/04']",19/04 04:00,230,8,,9999,NIL,3,23,19,1020,78,,,,,,,,,
"['05:00', '19/04']",19/04 05:00,220,4,,9999,4000,5,23,20,1019,83,,,,,,,,,
"['06:00', '19/04']",19/04 06:00,230,7,,9999,NIL,NIL,23,19,1019,78,,,,,,,,,
"['07:00', '19/04']",19/04 07:00,230,7,,9999,NIL,NIL,23,18,1019,73,,,,,,,,,
"['08:00', '19/04']",19/04 08:00,240,7,,9999,NIL,NIL,NIL,NIL,1019,0,,,,,,,,,
