validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,cobertura,tt,po,qnh,ur,chuva,trovoada,nevoa_umida,teto,vnt_vrb,chuvisco,vis_setor,vis_setor_dir,vnt_rajada,nevoa_seca
"['20:00', '23/06']",23/06 20:00,160,5,9999,,25,18,1014,65,,,,,,,,,,
"['21:00', '23/06']",23/06 21:00,180,3,9999,,24,17,1015,65,,,,,,,,,,
"['22:00', '23/06']",23/06 22:00,210,3,9999,,24,17,1015,65,,,,,,,,,,
"['23:00', '23/06']",23/06 23:00,30,3,9999,,24,14,1015,54,,,,,,,,,,
"['00:00', '24/06']",24/06 00:00,220,1,9999,,24,14,1016,54,,,,,,,,,,
"['01:00', '24/06']",24/06 01:00,310,5,9999,,23,15,1016,61,,,,,,,,,,
"['02:00', '24/06']",24/06 02:00,320,5,9999,,23,15,1016,61,,,,,,,,,,
"['08:50', '24/06']",24/06 08:50,320,5,9999,,20,14,1015,68,,,,,,,,,,
"['09:00', '24/06']",24/06 09:00,320,5,9999,,20,14,1015,68,,,,,,,,,,
"['10:00', '24/06']",24/06 10:00,310,4,9999,,20,14,1015,68,,,,,,,,,,
"['11:00', '24/06']",24/06 11:00,320,6,9999,,21,14,1016,64,,,,,,,,,,
"['12:00', '24/06']",24/06 12:00,330,4,9999,,22,14,1016,60,,,,,,,,,,
"['13:00', '24/06']",24/06 13:00,340,4,9999,,23,13,1017,53,,,,,,,,,,
"['14:00', '24/06']",24/06 14:00,350,3,9999,,25,13,1016,47,,,,,,,,,,
"['15:00', '24/06']",24/06 15:00,10,4,9999,,25,13,1015,47,,,,,,,,,,
"['16:00', '24/06']",24/06 16:00,40,3,9999,,26,15,1014,51,,,,,,,,,,
"['17:00', '24/06']",24/06 17:00,70,4,9999,,26,17,1014,58,,,,,,,,,,
"['17:25', '24/06']",24/06 17:25,160,7,9999,,25,17,1014,61,,,,,,,,,,
"['18:00', '24/06']",24/06 18:00,150,8,9999,,25,17,1013,61,,,,,,,,,,
"['19:00', '24/06']",24/06 19:00,180,6,9999,,25,14,1013,50,,,,,,,,,,
"['20:00', '24/06']",24/06 20:00,190,8,9999,,24,15,1013,57,,,,,,,,,,
"['21:00', '24/06']",24/06 21:00,200,6,9999,,24,14,1013,54,,,,,,,,,,
"['22:00', '24/06']",24/06 22:00,200,5,9999,,23,14,1014,57,,,,,,,,,,
"['23:00', '24/06']",24/06 23:00,170,2,9999,,23,13,1014,53,,,,,,,,,,
"['00:00', '25/06']",25/06 00:00,60,2,9999,,22,19,1015,83,,,,,,,,,,
"['01:00', '25/06']",25/06 01:00,350,6,9999,,22,16,1015,69,,,,,NIL,,,,,
"['02:00', '25/06']",25/06 02:00,330,6,9999,,22,16,1015,69,,,,,NIL,,,,,
"['08:50', '25/06']",25/06 08:50,350,4,9999,,21,16,1014,73,,,,,175,,,,,
"['09:00', '25/06']",25/06 09:00,320,5,9999,,21,16,1014,73,,,,,NIL,,,,,
"['10:00', '25/06']",25/06 10:00,320,8,9999,,21,15,1015,69,,,,,NIL,,,,,
"['11:00', '25/06']",25/06 11:00,340,8,9999,,22,17,1015,73,,,,,NIL,,,,,
"['12:00', '25/06']",25/06 12:00,10,10,9999,,21,18,1016,83,,,,,NIL,,,,,
"['13:00', '25/06']",25/06 13:00,10,8,9999,,23,17,1016,69,,,,,NIL,,,,,
"['14:00', '25/06']",25/06 14:00,340,5,9999,,23,17,1016,69,,,,,155,,,,,
"['15:00', '25/06']",25/06 15:00,350,5,9999,,26,15,1015,51,,,,,NIL,,,,,
"['16:00', '25/06']",25/06 16:00,10,5,9999,,27,16,1014,51,,,,,NIL,,,,,
"['17:00', '25/06']",25/06 17:00,10,3,9999,,28,16,1013,48,,,,,NIL,,,,,
"['18:00', '25/06']",25/06 18:00,20,8,9999,,27,19,1012,62,,,,,NIL,,,,,
"['19:00', '25/06']",25/06 19:00,10,4,9999,,27,18,1012,58,,,,,NIL,,,,,
"['20:00', '25/06']",25/06 20:00,170,5,9999,,25,18,1012,65,,,,,NIL,,,,,
"['21:00', '25/06']",25/06 21:00,210,4,9999,,25,17,1013,61,,,,,NIL,,,,,
"['22:00', '25/06']",25/06 22:00,110,3,9999,,23,20,1013,83,,,,,NIL,,,,,
"['23:00', '25/06']",25/06 23:00,310,4,9999,,25,17,1013,61,,,,,NIL,,,,,
"['00:00', '26/06']",26/06 00:00,320,6,9999,,24,18,1013,69,,,,,NIL,,,,,
"['01:00', '26/06']",26/06 01:00,310,5,9999,NIL,24,17,1013,65,,,,NIL,,,,,NIL,
"['02:00', '26/06']",26/06 02:00,310,6,9999,NIL,24,17,1013,65,,,,NIL,,,,,NIL,
"['08:50', '26/06']",26/06 08:50,210,19,9999,NIL,25,17,1015,61,,,,NIL,,,,,32,
"['09:00', '26/06']",26/06 09:00,230,14,9999,NIL,25,17,1016,61,,,,NIL,,,,,25,
"['10:00', '26/06']",26/06 10:00,60,2,9999,2,24,18,1016,69,,,,NIL,,,,,NIL,
"['11:00', '26/06']",26/06 11:00,340,7,9999,2,24,19,1016,74,,,,NIL,,,,,NIL,
"['12:00', '26/06']",26/06 12:00,350,8,9999,2,24,20,1016,78,,,,NIL,,,,,NIL,
"['13:00', '26/06']",26/06 13:00,330,7,9999,NIL,25,19,1017,69,,,,NIL,,,,,NIL,
"['14:00', '26/06']",26/06 14:00,60,4,9999,2,25,20,1017,74,,,,NIL,,,,,NIL,
"['15:00', '26/06']",26/06 15:00,170,11,9999,2,26,19,1017,65,,,,NIL,,,,,NIL,
"['16:00', '26/06']",26/06 16:00,170,11,9999,2,25,19,1016,69,,,,NIL,,,,,NIL,
"['17:00', '26/06']",26/06 17:00,170,13,9999,2,25,20,1016,74,,,,NIL,,,,,NIL,
"['18:00', '26/06']",26/06 18:00,180,15,9999,3,25,20,1016,74,,,,NIL,,,,,NIL,
"['19:00', '26/06']",26/06 19:00,170,12,9999,3,24,19,1016,74,,,,NIL,,,,,NIL,
"['20:00', '26/06']",26/06 20:00,170,12,9999,5,23,20,1016,83,,,,10000,,,,,NIL,
"['21:00', '26/06']",26/06 21:00,180,12,9999,5,23,20,1017,83,,,,10000,,,,,NIL,
"['22:00', '26/06']",26/06 22:00,180,10,9999,5,23,20,1017,83,,,,9000,,,,,NIL,
"['23:00', '26/06']",26/06 23:00,160,7,9999,5,23,20,1017,83,,,,9000,,,,,NIL,
"['00:00', '27/06']",27/06 00:00,140,4,9999,5,23,20,1017,83,,,,4000,,,,,NIL,
"['01:00', '27/06']",27/06 01:00,170,3,9999,5,22,20,1016,88,NIL,,,4000,NIL,,,,NIL,
"['02:00', '27/06']",27/06 02:00,80,4,9999,5,23,20,1016,83,NIL,,,4000,NIL,,,,NIL,
"['08:50', '27/06']",27/06 08:50,0,0,9999,NIL,21,19,1013,88,NIL,,,NIL,NIL,,,,NIL,
"['09:00', '27/06']",27/06 09:00,0,0,9999,NIL,21,19,1013,88,NIL,,,NIL,NIL,,,,NIL,
"['10:00', '27/06']",27/06 10:00,350,4,9999,NIL,21,19,1013,88,NIL,,,NIL,NIL,,,,NIL,
"['11:00', '27/06']",27/06 11:00,330,4,9999,NIL,22,19,1013,83,NIL,,,NIL,NIL,,,,NIL,
"['12:00', '27/06']",27/06 12:00,340,3,9999,NIL,23,19,1014,78,NIL,,,NIL,NIL,,,,NIL,
"['13:00', '27/06']",27/06 13:00,30,4,9999,NIL,23,19,1013,78,NIL,,,NIL,NIL,,,,NIL,
"['14:00', '27/06']",27/06 14:00,10,4,9999,NIL,24,19,1013,74,NIL,,,NIL,NIL,,,,NIL,
"['15:00', '27/06']",27/06 15:00,80,3,9999,2,25,19,1012,69,NIL,,,NIL,NIL,,,,NIL,
"['16:00', '27/06']",27/06 16:00,40,7,9999,2,27,20,1011,66,NIL,,,NIL,NIL,,,,NIL,
"['16:35', '27/06']",27/06 16:35,190,16,9999,3,27,19,1011,62,NIL,,,NIL,NIL,,,,NIL,
"['17:00', '27/06']",27/06 17:00,200,16,9999,3,25,19,1011,69,NIL,,,NIL,NIL,,,,NIL,
"['18:00', '27/06']",27/06 18:00,250,13,9999,5,24,17,1012,65,NIL,,,9000,245,,,,23,
"['19:00', '27/06']",27/06 19:00,240,14,8000,5,24,18,1014,69,1,,,9000,225,,,,NIL,
"['19:24', '27/06']",27/06 19:24,210,17,6000,5,21,19,1015,88,1,,,1000,210,,,,29,
"['20:00', '27/06']",27/06 20:00,240,6,9999,5,21,18,1015,83,NIL,,,7000,265,,,,NIL,
"['21:00', '27/06']",27/06 21:00,330,8,9999,5,22,17,1015,73,1,,,9000,NIL,,,,NIL,
"['22:00', '27/06']",27/06 22:00,220,9,9999,5,21,17,1016,78,NIL,,,8000,NIL,,,,NIL,
"['23:00', '27/06']",27/06 23:00,200,5,9999,5,20,17,1016,83,NIL,,,9000,NIL,,,,NIL,
"['00:00', '28/06']",28/06 00:00,200,4,9999,5,21,17,1016,78,NIL,,,8000,NIL,,,,NIL,
"['01:00', '28/06']",28/06 01:00,210,2,9999,5,21,16,1017,73,,,,7000,NIL,,,,,
"['02:00', '28/06']",28/06 02:00,140,3,9999,5,21,17,1017,78,,,,5000,NIL,,,,,
"['08:50', '28/06']",28/06 08:50,330,4,9999,2,20,17,1018,83,,,,NIL,NIL,,,,,
"['09:00', '28/06']",28/06 09:00,320,4,9999,2,20,17,1018,83,,,,NIL,NIL,,,,,
"['10:00', '28/06']",28/06 10:00,340,4,9999,3,20,17,1019,83,,,,NIL,NIL,,,,,
"['11:00', '28/06']",28/06 11:00,350,5,9999,2,21,17,1019,78,,,,NIL,NIL,,,,,
"['12:00', '28/06']",28/06 12:00,360,6,9999,2,22,18,1020,78,,,,NIL,NIL,,,,,
"['13:00', '28/06']",28/06 13:00,360,5,9999,3,22,17,1020,73,,,,NIL,NIL,,,,,
"['14:00', '28/06']",28/06 14:00,50,3,9999,5,22,17,1020,73,,,,3000,NIL,,,,,
"['15:00', '28/06']",28/06 15:00,120,3,9999,5,23,17,1020,69,,,,8000,NIL,,,,,
"['16:00', '28/06']",28/06 16:00,180,10,9999,5,23,16,1020,65,,,,8000,NIL,,,,,
"['17:00', '28/06']",28/06 17:00,190,13,9999,5,23,17,1019,69,,,,8000,NIL,,,,,
"['18:00', '28/06']",28/06 18:00,180,11,9999,5,23,18,1019,73,,,,5000,NIL,,,,,
"['19:00', '28/06']",28/06 19:00,190,13,9999,5,21,17,1020,78,,,,6000,NIL,,,,,
"['20:00', '28/06']",28/06 20:00,180,13,9999,5,21,18,1020,83,,,,2500,NIL,,,,,
"['21:00', '28/06']",28/06 21:00,160,12,9999,5,21,18,1021,83,,,,2500,NIL,,,,,
"['22:00', '28/06']",28/06 22:00,140,13,8000,5,21,18,1021,83,,,,1500,NIL,,,,,
"['23:00', '28/06']",28/06 23:00,110,8,9999,5,21,17,1022,78,,,,4500,NIL,,,,,
"['00:00', '29/06']",29/06 00:00,120,7,9999,5,21,17,1022,78,,,,4500,120,,,,,
"['01:00', '29/06']",29/06 01:00,130,5,9999,5,21,17,1022,78,NIL,,,4500,NIL,,,,,
"['02:00', '29/06']",29/06 02:00,130,5,9999,5,21,17,1022,78,NIL,,,4500,130,,,,,
"['08:50', '29/06']",29/06 08:50,220,2,9999,5,19,17,1022,88,NIL,,,4000,NIL,,,,,
"['09:00', '29/06']",29/06 09:00,200,2,9999,5,19,17,1022,88,1,,,4000,NIL,,,,,
"['09:30', '29/06']",29/06 09:30,40,6,9999,8,20,18,1023,88,NIL,,,4000,NIL,,,,,
"['10:00', '29/06']",29/06 10:00,50,5,9999,5,20,18,1023,88,NIL,,,4000,NIL,,,,,
"['11:00', '29/06']",29/06 11:00,20,6,9999,5,20,18,1024,88,NIL,,,4000,NIL,,,,,
"['12:00', '29/06']",29/06 12:00,360,5,9999,5,20,18,1024,88,NIL,,,4000,NIL,,,,,
"['13:00', '29/06']",29/06 13:00,350,5,9999,3,21,18,1024,83,NIL,,,NIL,NIL,,,,,
"['14:00', '29/06']",29/06 14:00,330,4,9999,3,21,18,1024,83,NIL,,,NIL,NIL,,,,,
"['14:45', '29/06']",29/06 14:45,VRB,2,9999,5,22,17,1023,73,NIL,,,2500,NIL,,,,,
"['15:00', '29/06']",29/06 15:00,150,3,9999,5,21,17,1023,78,NIL,,,2500,140,,,,,
"['16:00', '29/06']",29/06 16:00,180,6,9999,5,22,17,1022,73,NIL,,,2500,NIL,,,,,
"['17:00', '29/06']",29/06 17:00,160,5,9999,5,23,17,1021,69,NIL,,,3000,155,,,,,
"['18:00', '29/06']",29/06 18:00,120,7,9999,3,24,17,1020,65,NIL,,,NIL,NIL,,,,,
"['19:00', '29/06']",29/06 19:00,120,13,9999,5,23,18,1019,73,NIL,,,2500,NIL,,,,,
"['20:00', '29/06']",29/06 20:00,90,10,9999,5,22,17,1019,73,NIL,,,2500,90,,,,,
"['21:00', '29/06']",29/06 21:00,80,8,9999,5,22,17,1020,73,NIL,,,2500,NIL,,,,,
"['22:00', '29/06']",29/06 22:00,90,7,9999,3,22,16,1020,69,NIL,,,NIL,NIL,,,,,
"['23:00', '29/06']",29/06 23:00,80,7,9999,3,21,16,1019,73,NIL,,,NIL,NIL,,,,,
"['00:00', '30/06']",30/06 00:00,80,8,9999,2,21,16,1019,73,NIL,,,NIL,NIL,,,,,
"['01:00', '30/06']",30/06 01:00,130,4,9999,2,21,16,1020,73,,,,NIL,NIL,,,,,
"['02:00', '30/06']",30/06 02:00,70,5,9999,2,21,16,1019,73,,,,NIL,NIL,,,,,
"['08:50', '30/06']",30/06 08:50,360,4,9999,NIL,19,16,1017,83,,,,NIL,NIL,,,,,
"['09:00', '30/06']",30/06 09:00,360,4,9999,NIL,19,15,1017,78,,,,NIL,NIL,,,,,
"['10:00', '30/06']",30/06 10:00,290,3,9999,5,19,16,1017,83,,,,7000,NIL,,,,,
"['11:00', '30/06']",30/06 11:00,340,4,9999,3,20,16,1017,78,,,,NIL,NIL,,,,,
"['12:00', '30/06']",30/06 12:00,VRB,1,9999,2,22,16,1017,69,,,,NIL,NIL,,,,,
"['13:00', '30/06']",30/06 13:00,350,4,9999,2,22,17,1017,73,,,,NIL,175,,,,,
"['14:00', '30/06']",30/06 14:00,320,5,9999,2,23,17,1016,69,,,,NIL,320,,,,,
"['15:00', '30/06']",30/06 15:00,340,5,9999,2,23,17,1014,69,,,,NIL,NIL,,,,,
"['16:00', '30/06']",30/06 16:00,340,6,9999,2,25,17,1013,61,,,,NIL,NIL,,,,,
"['17:00', '30/06']",30/06 17:00,40,4,9999,2,27,16,1011,51,,,,NIL,NIL,,,,,
"['18:00', '30/06']",30/06 18:00,360,4,9999,2,27,17,1010,54,,,,NIL,NIL,,,,,
"['19:00', '30/06']",30/06 19:00,360,10,9999,2,27,16,1010,51,,,,NIL,NIL,,,,,
"['20:00', '30/06']",30/06 20:00,10,8,9999,2,26,18,1009,61,,,,NIL,NIL,,,,,
"['21:00', '30/06']",30/06 21:00,10,4,9999,2,26,16,1009,54,,,,NIL,185,,,,,
"['22:00', '30/06']",30/06 22:00,20,7,9999,NIL,25,18,1009,65,,,,NIL,185,,,,,
"['23:00', '30/06']",30/06 23:00,240,6,9999,NIL,25,18,1010,65,,,,NIL,250,,,,,
"['00:00', '01/07']",01/07 00:00,0,0,9999,2,24,17,1010,65,,,,NIL,NIL,,,,,
"['01:00', '01/07']",01/07 01:00,320,5,9999,NIL,24,17,1010,65,,,,NIL,325,,,,NIL,
"['02:00', '01/07']",01/07 02:00,20,14,9999,NIL,24,18,1009,69,,,,NIL,NIL,,,,NIL,
"['08:50', '01/07']",01/07 08:50,360,11,9999,NIL,23,17,1006,69,,,,NIL,NIL,,,,NIL,
"['09:00', '01/07']",01/07 09:00,340,10,9999,NIL,23,18,1006,73,,,,NIL,NIL,,,,NIL,
"['10:00', '01/07']",01/07 10:00,350,7,9999,NIL,23,18,1006,73,,,,NIL,NIL,,,,NIL,
"['11:00', '01/07']",01/07 11:00,40,6,9999,NIL,24,19,1007,74,,,,NIL,NIL,,,,NIL,
"['12:00', '01/07']",01/07 12:00,20,6,9999,NIL,25,19,1007,69,,,,NIL,NIL,,,,NIL,
"['13:00', '01/07']",01/07 13:00,310,10,9999,NIL,28,16,1007,48,,,,NIL,NIL,,,,NIL,
"['14:00', '01/07']",01/07 14:00,320,10,9999,NIL,29,15,1007,43,,,,NIL,NIL,,,,NIL,
"['15:00', '01/07']",01/07 15:00,300,8,9999,NIL,29,15,1007,43,,,,NIL,295,,,,NIL,
"['16:00', '01/07']",01/07 16:00,300,10,9999,NIL,29,15,1005,43,,,,NIL,295,,,,NIL,
"['17:00', '01/07']",01/07 17:00,320,9,9999,NIL,30,16,1006,43,,,,NIL,NIL,,,,NIL,
"['18:00', '01/07']",01/07 18:00,340,10,9999,5,28,18,1006,55,,,,10000,NIL,,,,NIL,
"['19:00', '01/07']",01/07 19:00,310,6,9999,5,29,17,1006,48,,,,10000,NIL,,,,NIL,
"['20:00', '01/07']",01/07 20:00,190,19,9999,5,25,19,1008,69,,,,10000,NIL,,,,30,
"['21:00', '01/07']",01/07 21:00,210,17,9999,5,24,16,1009,61,,,,10000,NIL,,,,27,
"['22:00', '01/07']",01/07 22:00,200,13,9999,5,23,15,1010,61,,,,10000,NIL,,,,NIL,
"['23:00', '01/07']",01/07 23:00,200,11,9999,5,23,12,1011,50,,,,10000,NIL,,,,NIL,
"['00:00', '02/07']",02/07 00:00,200,7,9999,5,22,13,1012,57,,,,10000,NIL,,,,NIL,
"['01:00', '02/07']",02/07 01:00,220,7,9999,5,23,12,1013,50,,,,10000,,,,,,
"['02:00', '02/07']",02/07 02:00,200,6,9999,5,22,14,1013,60,,,,10000,,,,,,
"['08:50', '02/07']",02/07 08:50,260,1,9999,5,21,13,1014,60,,,,4000,,,,,,
"['09:00', '02/07']",02/07 09:00,250,1,9999,5,21,14,1014,64,,,,4000,,,,,,
"['10:00', '02/07']",02/07 10:00,220,2,9999,5,21,13,1015,60,,,,4000,,,,,,
"['11:00', '02/07']",02/07 11:00,320,3,9999,5,21,14,1015,64,,,,4000,,,,,,
"['12:00', '02/07']",02/07 12:00,330,3,9999,5,21,15,1016,69,,,,4000,,,,,,
"['13:00', '02/07']",02/07 13:00,30,3,9999,5,23,15,1016,61,,,,4000,,,,,,
"['14:00', '02/07']",02/07 14:00,130,6,9999,5,22,15,1016,65,,,,4000,,,,,,
"['15:00', '02/07']",02/07 15:00,160,8,9999,5,23,15,1015,61,,,,4000,,,,,,
"['16:00', '02/07']",02/07 16:00,180,8,9999,3,23,15,1015,61,,,,NIL,,,,,,
"['17:00', '02/07']",02/07 17:00,170,9,9999,3,23,15,1014,61,,,,NIL,,,,,,
"['18:00', '02/07']",02/07 18:00,180,10,9999,3,22,15,1014,65,,,,NIL,,,,,,
"['19:00', '02/07']",02/07 19:00,180,10,9999,3,22,14,1014,60,,,,NIL,,,,,,
"['20:00', '02/07']",02/07 20:00,180,8,9999,3,21,15,1015,69,,,,NIL,,,,,,
"['21:00', '02/07']",02/07 21:00,170,8,9999,5,21,14,1015,64,,,,4000,,,,,,
"['22:00', '02/07']",02/07 22:00,170,8,9999,5,21,15,1016,69,,,,4000,,,,,,
"['23:00', '02/07']",02/07 23:00,160,6,9999,5,21,15,1016,69,,,,4500,,,,,,
"['00:00', '03/07']",03/07 00:00,170,6,9999,5,21,15,1016,69,,,,4500,,,,,,
"['01:00', '03/07']",03/07 01:00,190,7,9999,5,21,15,1017,69,NIL,,,4500,,,,,,
"['02:00', '03/07']",03/07 02:00,190,7,9999,5,20,16,1017,78,NIL,,,4500,,,,,,
"['08:50', '03/07']",03/07 08:50,310,6,9999,8,20,16,1015,78,NIL,,,3000,,,,,,
"['09:00', '03/07']",03/07 09:00,310,5,9999,8,20,16,1015,78,NIL,,,3500,,,,,,
"['10:00', '03/07']",03/07 10:00,230,3,9999,5,20,15,1016,73,NIL,,,4000,,,,,,
"['10:35', '03/07']",03/07 10:35,310,5,9999,5,20,15,1017,73,NIL,,,4000,,,,,,
"['11:00', '03/07']",03/07 11:00,270,4,9999,5,21,15,1017,69,NIL,,,3500,,,,,,
"['12:00', '03/07']",03/07 12:00,200,2,9999,5,21,15,1018,69,NIL,,,3500,,,,,,
"['13:00', '03/07']",03/07 13:00,70,4,9999,3,22,16,1018,69,NIL,,,NIL,,,,,,
"['14:00', '03/07']",03/07 14:00,130,1,9999,5,22,16,1017,69,NIL,,,4000,,,,,,
"['15:00', '03/07']",03/07 15:00,190,10,9999,5,22,16,1017,69,NIL,,,4000,,,,,,
"['16:00', '03/07']",03/07 16:00,190,10,9999,5,22,16,1016,69,NIL,,,5000,,,,,,
"['17:00', '03/07']",03/07 17:00,190,15,9999,5,22,16,1016,69,NIL,,,5000,,,,,,
"['18:00', '03/07']",03/07 18:00,190,14,9999,5,22,16,1016,69,NIL,,,5000,,,,,,
"['19:00', '03/07']",03/07 19:00,190,12,9999,5,22,16,1017,69,NIL,,,5000,,,,,,
"['20:00', '03/07']",03/07 20:00,190,12,9999,5,21,16,1017,73,NIL,,,6000,,,,,,
"['21:00', '03/07']",03/07 21:00,190,13,9999,5,21,16,1018,73,NIL,,,4000,,,,,,
"['22:00', '03/07']",03/07 22:00,190,9,9999,5,20,17,1018,83,1,,,6000,,,,,,
"['23:00', '03/07']",03/07 23:00,200,7,9999,5,20,17,1019,83,NIL,,,4000,,,,,,
"['00:00', '04/07']",04/07 00:00,150,5,7000,8,20,17,1020,83,1,,,2000,,,,,,
"['01:00', '04/07']",04/07 01:00,110,7,8000,8,19,17,1020,88,1,,,2500,NIL,,,,,
"['02:00', '04/07']",04/07 02:00,180,5,9999,8,19,17,1020,88,NIL,,,8000,NIL,,,,,
"['08:50', '04/07']",04/07 08:50,310,6,6000,8,19,17,1019,88,1,,,1200,NIL,,,,,
"['09:00', '04/07']",04/07 09:00,320,6,6000,8,19,17,1019,88,1,,,1200,NIL,,,,,
"['10:00', '04/07']",04/07 10:00,30,6,8000,5,19,17,1020,88,NIL,,,1000,NIL,,,,,
"['11:00', '04/07']",04/07 11:00,20,3,9999,5,19,17,1020,88,NIL,,,3500,195,,,,,
"['12:00', '04/07']",04/07 12:00,VRB,2,9999,5,20,17,1021,83,NIL,,,4000,NIL,,,,,
"['13:00', '04/07']",04/07 13:00,VRB,2,9999,5,21,17,1021,78,NIL,,,4000,NIL,,,,,
"['14:00', '04/07']",04/07 14:00,180,4,9999,5,21,17,1021,78,NIL,,,3000,180,,,,,
"['15:00', '04/07']",04/07 15:00,140,7,9999,5,21,17,1020,78,NIL,,,3500,NIL,,,,,
"['16:00', '04/07']",04/07 16:00,110,8,9999,5,22,17,1019,73,NIL,,,4000,NIL,,,,,
"['17:00', '04/07']",04/07 17:00,120,7,9999,5,22,17,1018,73,NIL,,,4000,NIL,,,,,
"['18:00', '04/07']",04/07 18:00,110,8,9999,5,22,17,1018,73,NIL,,,4000,NIL,,,,,
"['19:00', '04/07']",04/07 19:00,110,8,9999,2,22,17,1018,73,NIL,,,NIL,NIL,,,,,
"['20:00', '04/07']",04/07 20:00,100,7,9999,2,22,17,1018,73,NIL,,,NIL,NIL,,,,,
"['21:00', '04/07']",04/07 21:00,80,5,9999,2,21,17,1018,78,NIL,,,NIL,NIL,,,,,
"['22:00', '04/07']",04/07 22:00,80,3,9999,2,21,16,1018,73,NIL,,,NIL,260,,,,,
"['23:00', '04/07']",04/07 23:00,60,12,9999,2,21,17,1018,78,NIL,,,NIL,NIL,,,,,
"['00:00', '05/07']",05/07 00:00,70,9,9999,2,21,17,1018,78,NIL,,,NIL,NIL,,,,,
"['01:00', '05/07']",05/07 01:00,120,3,9999,NIL,21,17,1019,78,,,NIL,,NIL,,,,,
"['02:00', '05/07']",05/07 02:00,230,3,9999,NIL,20,16,1019,78,,,NIL,,NIL,,,,,
"['08:50', '05/07']",05/07 08:50,360,4,7000,2,19,16,1019,83,,,NIL,,NIL,,,,,
"['09:00', '05/07']",05/07 09:00,10,4,7000,3,19,17,1019,88,,,NIL,,NIL,,,,,
"['10:00', '05/07']",05/07 10:00,320,3,7000,3,19,18,1019,94,,,NIL,,NIL,,,,,
"['11:00', '05/07']",05/07 11:00,10,4,5000,3,19,18,1019,94,,,1,,NIL,,,,,
"['12:00', '05/07']",05/07 12:00,10,5,5000,3,20,18,1020,88,,,1,,NIL,,,,,
"['13:00', '05/07']",05/07 13:00,10,5,5000,2,20,18,1020,88,,,1,,NIL,,,,,
"['14:00', '05/07']",05/07 14:00,330,7,7000,NIL,22,18,1019,78,,,NIL,,NIL,,,,,
"['15:00', '05/07']",05/07 15:00,340,6,9999,NIL,23,18,1018,73,,,NIL,,NIL,,,,,
"['16:00', '05/07']",05/07 16:00,340,5,9999,NIL,24,18,1017,69,,,NIL,,NIL,,,,,
"['17:00', '05/07']",05/07 17:00,330,4,9999,NIL,26,18,1016,61,,,NIL,,NIL,,,,,
"['18:00', '05/07']",05/07 18:00,340,3,9999,NIL,26,17,1015,58,,,NIL,,170,,,,,
"['19:00', '05/07']",05/07 19:00,340,3,9999,NIL,27,17,1015,54,,,NIL,,NIL,,,,,
"['20:00', '05/07']",05/07 20:00,320,4,9999,NIL,26,16,1015,54,,,NIL,,NIL,,,,,
"['21:00', '05/07']",05/07 21:00,300,5,9999,NIL,26,16,1015,54,,,NIL,,NIL,,,,,
"['22:00', '05/07']",05/07 22:00,310,3,9999,NIL,25,17,1015,61,,,NIL,,NIL,,,,,
"['23:00', '05/07']",05/07 23:00,20,3,9999,NIL,24,19,1015,74,,,NIL,,180,,,,,
"['00:00', '06/07']",06/07 00:00,340,4,9999,NIL,23,19,1015,78,,,NIL,,155,,,,,
"['01:00', '06/07']",06/07 01:00,290,6,9999,,23,18,1016,73,,,,,300,,,,,
"['02:00', '06/07']",06/07 02:00,320,5,9999,,23,17,1016,69,,,,,NIL,,,,,
"['08:50', '06/07']",06/07 08:50,320,7,9999,,21,19,1014,88,,,,,NIL,,,,,
"['09:00', '06/07']",06/07 09:00,320,6,9999,,21,19,1014,88,,,,,NIL,,,,,
"['10:00', '06/07']",06/07 10:00,340,8,9999,,21,18,1015,83,,,,,NIL,,,,,
"['11:00', '06/07']",06/07 11:00,340,7,9999,,21,19,1015,88,,,,,NIL,,,,,
"['12:00', '06/07']",06/07 12:00,360,9,9999,,22,19,1016,83,,,,,NIL,,,,,
"['13:00', '06/07']",06/07 13:00,360,7,9999,,23,18,1016,73,,,,,NIL,,,,,
"['14:00', '06/07']",06/07 14:00,10,7,9999,,24,18,1016,69,,,,,NIL,,,,,
"['15:00', '06/07']",06/07 15:00,360,5,9999,,25,19,1015,69,,,,,NIL,,,,,
"['16:00', '06/07']",06/07 16:00,VRB,2,9999,,28,18,1014,55,,,,,NIL,,,,,
"['17:00', '06/07']",06/07 17:00,160,8,9999,,27,19,1014,62,,,,,NIL,,,,,
"['18:00', '06/07']",06/07 18:00,160,7,9999,,28,18,1014,55,,,,,NIL,,,,,
"['19:00', '06/07']",06/07 19:00,200,8,9999,,29,15,1014,43,,,,,NIL,,,,,
"['20:00', '06/07']",06/07 20:00,190,7,9999,,26,17,1015,58,,,,,NIL,,,,,
"['21:00', '06/07']",06/07 21:00,200,4,9999,,25,18,1016,65,,,,,NIL,,,,,
"['22:00', '06/07']",06/07 22:00,130,3,9999,,25,18,1016,65,,,,,NIL,,,,,
"['23:00', '06/07']",06/07 23:00,200,2,9999,,23,18,1017,73,,,,,NIL,,,,,
"['00:00', '07/07']",07/07 00:00,190,6,9999,,23,19,1018,78,,,,,NIL,,,,,
"['01:00', '07/07']",07/07 01:00,210,4,9999,NIL,23,19,1018,78,,,NIL,NIL,NIL,,,,,NIL
"['02:00', '07/07']",07/07 02:00,190,4,9999,NIL,23,20,1018,83,,,NIL,NIL,NIL,,,,,NIL
