validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,nevoa_umida,vnt_rajada,pancada
"['19:00', '03/01']",03/01 19:00,50,7,NIL,8000,NIL,NIL,1700,5,26,23,1011,84,NIL,,
"['20:00', '03/01']",03/01 20:00,50,7,NIL,9999,NIL,NIL,8000,5,27,23,1010,79,NIL,,
"['21:00', '03/01']",03/01 21:00,50,6,NIL,9999,NIL,NIL,8000,5,27,23,1010,79,NIL,,
"['22:00', '03/01']",03/01 22:00,40,7,NIL,9999,NIL,NIL,10000,5,26,23,1011,84,NIL,,
"['23:00', '03/01']",03/01 23:00,40,5,NIL,9999,NIL,NIL,10000,5,26,23,1012,84,NIL,,
"['00:00', '04/01']",04/01 00:00,40,4,NIL,9999,NIL,NIL,10000,5,26,23,1012,84,NIL,,
"['01:00', '04/01']",04/01 01:00,50,4,50,9999,,,10000,5,26,23,1012,84,,,
"['02:00', '04/01']",04/01 02:00,10,4,NIL,9999,,,10000,5,26,23,1012,84,,,
"['03:00', '04/01']",04/01 03:00,10,3,NIL,9999,,,10000,5,26,22,1012,79,,,
"['04:00', '04/01']",04/01 04:00,30,3,210,9999,,,10000,5,25,22,1011,83,,,
"['05:00', '04/01']",04/01 05:00,VRB,1,NIL,9999,,,10000,5,25,22,1011,83,,,
"['06:00', '04/01']",04/01 06:00,30,3,210,9999,,,10000,5,25,22,1011,83,,,
"['07:00', '04/01']",04/01 07:00,10,3,200,9999,,,10000,5,25,22,1011,83,,,
"['08:00', '04/01']",04/01 08:00,VRB,2,NIL,9999,,,10000,5,25,22,1012,83,,,
"['09:00', '04/01']",04/01 09:00,340,3,NIL,9999,,,10000,5,25,22,1012,83,,,
"['10:00', '04/01']",04/01 10:00,10,5,185,9999,,,NIL,3,27,24,1013,84,,,
"['11:00', '04/01']",04/01 11:00,10,5,190,9999,,,7000,5,28,24,1014,79,,,
"['12:00', '04/01']",04/01 12:00,30,10,NIL,9999,,,NIL,3,29,25,1013,79,,,
"['13:00', '04/01']",04/01 13:00,70,10,NIL,9999,,,NIL,3,29,26,1013,84,,,
"['14:00', '04/01']",04/01 14:00,60,15,NIL,9999,,,NIL,3,30,26,1013,79,,,
"['15:00', '04/01']",04/01 15:00,70,17,NIL,9999,,,NIL,3,30,26,1013,79,,,
"['16:00', '04/01']",04/01 16:00,70,17,NIL,9999,,,NIL,3,30,26,1012,79,,,
"['17:00', '04/01']",04/01 17:00,70,19,NIL,9999,,,NIL,2,29,26,1010,84,,,
"['18:00', '04/01']",04/01 18:00,60,16,NIL,9999,,,NIL,2,30,26,1010,79,,,
"['19:00', '04/01']",04/01 19:00,60,15,NIL,9999,,,NIL,2,29,25,1010,79,,,
"['20:00', '04/01']",04/01 20:00,60,16,NIL,9999,,,NIL,2,28,25,1010,84,,,
"['21:00', '04/01']",04/01 21:00,60,11,NIL,9999,,,NIL,2,27,24,1011,84,,,
"['22:00', '04/01']",04/01 22:00,50,11,NIL,9999,,,10000,5,27,24,1012,84,,,
"['23:00', '04/01']",04/01 23:00,40,8,NIL,9999,,,10000,5,27,24,1012,84,,,
"['00:00', '05/01']",05/01 00:00,40,8,NIL,9999,,,8000,5,27,24,1013,84,,,
"['01:00', '05/01']",05/01 01:00,40,5,210,9999,,,8000,5,27,24,1013,84,,,
"['02:00', '05/01']",05/01 02:00,350,4,170,9999,,,8000,5,26,23,1013,84,,,
"['03:00', '05/01']",05/01 03:00,350,5,175,9999,,,NIL,3,26,23,1012,84,,,
"['04:00', '05/01']",05/01 04:00,360,4,NIL,9999,,,NIL,3,26,23,1011,84,,,
"['05:00', '05/01']",05/01 05:00,10,5,NIL,9999,,,NIL,3,26,23,1011,84,,,
"['06:00', '05/01']",05/01 06:00,330,3,NIL,9999,,,5000,5,26,22,1012,79,,,
"['07:00', '05/01']",05/01 07:00,340,2,NIL,9999,,,NIL,3,25,22,1012,83,,,
"['08:00', '05/01']",05/01 08:00,300,2,NIL,9999,,,NIL,3,25,22,1013,83,,,
"['09:00', '05/01']",05/01 09:00,300,3,NIL,9999,,,NIL,3,25,22,1013,83,,,
"['10:00', '05/01']",05/01 10:00,340,4,165,9999,,,6000,5,26,23,1014,84,,,
"['11:00', '05/01']",05/01 11:00,360,6,190,9999,,,6000,5,27,23,1014,79,,,
"['12:00', '05/01']",05/01 12:00,10,8,NIL,9999,,,6000,5,28,24,1014,79,,,
"['13:00', '05/01']",05/01 13:00,20,7,200,9999,,,6000,5,29,25,1014,79,,,
"['14:00', '05/01']",05/01 14:00,80,12,NIL,9999,,,7000,5,29,26,1013,84,,,
"['15:00', '05/01']",05/01 15:00,80,14,NIL,9999,,,6000,5,29,25,1013,79,,,
"['16:00', '05/01']",05/01 16:00,80,16,NIL,9999,,,6000,5,29,25,1012,79,,,
"['17:00', '05/01']",05/01 17:00,70,14,NIL,9999,,,7000,5,29,25,1011,79,,,
"['18:00', '05/01']",05/01 18:00,70,13,NIL,9999,,,8000,5,28,25,1010,84,,,
"['19:00', '05/01']",05/01 19:00,70,13,NIL,9999,,,8000,5,28,25,1010,84,,,
"['20:00', '05/01']",05/01 20:00,60,13,NIL,9999,,,8000,5,28,24,1010,79,,,
"['21:00', '05/01']",05/01 21:00,60,11,NIL,9999,,,8000,5,27,24,1010,84,,,
"['22:00', '05/01']",05/01 22:00,50,10,NIL,9999,,,8000,5,27,24,1011,84,,,
"['23:00', '05/01']",05/01 23:00,50,9,NIL,9999,,,NIL,3,27,24,1011,84,,,
"['00:00', '06/01']",06/01 00:00,50,10,NIL,9999,,,8000,5,27,24,1012,84,,,
"['01:00', '06/01']",06/01 01:00,40,8,NIL,9999,,,NIL,3,27,24,1012,84,,,
"['02:00', '06/01']",06/01 02:00,50,7,NIL,9999,,,NIL,3,27,23,1012,79,,,
"['03:00', '06/01']",06/01 03:00,10,5,NIL,9999,,,NIL,3,26,23,1012,84,,,
"['04:00', '06/01']",06/01 04:00,360,3,NIL,9999,,,NIL,3,26,23,1011,84,,,
"['05:00', '06/01']",06/01 05:00,20,3,NIL,9999,,,NIL,3,26,22,1011,79,,,
"['06:00', '06/01']",06/01 06:00,360,3,NIL,9999,,,NIL,3,25,22,1011,83,,,
"['07:00', '06/01']",06/01 07:00,350,2,NIL,9999,,,NIL,3,25,22,1011,83,,,
"['08:00', '06/01']",06/01 08:00,10,3,NIL,9999,,,NIL,3,25,22,1012,83,,,
"['09:00', '06/01']",06/01 09:00,20,3,205,9999,,,NIL,3,25,22,1012,83,,,
"['10:00', '06/01']",06/01 10:00,30,4,210,9999,,,6000,5,27,24,1013,84,,,
"['11:00', '06/01']",06/01 11:00,70,9,NIL,9999,,,6000,5,28,24,1014,79,,,
"['12:00', '06/01']",06/01 12:00,70,11,NIL,9999,,,6000,5,29,25,1014,79,,,
"['13:00', '06/01']",06/01 13:00,70,14,NIL,9999,,,7000,5,29,25,1014,79,,,
"['14:00', '06/01']",06/01 14:00,80,13,NIL,9999,,,7000,5,29,26,1013,84,,,
"['15:00', '06/01']",06/01 15:00,80,13,NIL,9999,,,NIL,3,30,26,1013,79,,,
"['16:00', '06/01']",06/01 16:00,80,15,NIL,9999,,,NIL,3,30,25,1012,75,,,
"['17:00', '06/01']",06/01 17:00,80,14,NIL,9999,,,NIL,3,30,26,1011,79,,,
"['18:00', '06/01']",06/01 18:00,80,14,NIL,9999,,,NIL,3,29,25,1010,79,,,
"['19:00', '06/01']",06/01 19:00,70,14,NIL,9999,,,NIL,3,29,25,1010,79,,,
"['20:00', '06/01']",06/01 20:00,60,12,NIL,9999,,,NIL,3,29,25,1010,79,,,
"['21:00', '06/01']",06/01 21:00,70,10,NIL,9999,,,NIL,3,28,25,1011,84,,,
"['22:00', '06/01']",06/01 22:00,100,9,NIL,9999,,,NIL,3,28,24,1012,79,,,
"['23:00', '06/01']",06/01 23:00,70,10,NIL,9999,,,NIL,3,27,24,1012,84,,,
"['00:00', '07/01']",07/01 00:00,60,10,NIL,9999,,,NIL,2,27,24,1013,84,,,
"['01:00', '07/01']",07/01 01:00,60,10,NIL,9999,,,NIL,2,27,24,1013,84,,,
"['02:00', '07/01']",07/01 02:00,60,8,NIL,9999,,,NIL,3,27,24,1013,84,,,
"['03:00', '07/01']",07/01 03:00,60,8,NIL,9999,,,NIL,3,27,23,1012,79,,,
"['04:00', '07/01']",07/01 04:00,50,8,NIL,9999,,,NIL,3,27,23,1012,79,,,
"['05:00', '07/01']",07/01 05:00,10,3,NIL,9999,,,NIL,3,26,23,1012,84,,,
"['06:00', '07/01']",07/01 06:00,30,4,NIL,9999,,,NIL,3,26,23,1012,84,,,
"['07:00', '07/01']",07/01 07:00,10,3,NIL,9999,,,NIL,2,25,22,1012,83,,,
"['08:00', '07/01']",07/01 08:00,20,3,NIL,9999,,,NIL,2,25,22,1013,83,,,
"['09:00', '07/01']",07/01 09:00,10,3,NIL,9999,,,NIL,2,25,22,1013,83,,,
"['10:00', '07/01']",07/01 10:00,340,3,175,9999,,,NIL,3,27,24,1014,84,,,
"['11:00', '07/01']",07/01 11:00,20,7,200,9999,,,NIL,3,28,24,1014,79,,,
"['12:00', '07/01']",07/01 12:00,50,9,NIL,9999,,,7000,5,29,25,1015,79,,,
"['13:00', '07/01']",07/01 13:00,30,4,210,9999,,,7000,5,29,25,1014,79,,,
"['14:00', '07/01']",07/01 14:00,70,14,NIL,9999,,,7000,5,29,25,1014,79,,,
"['15:00', '07/01']",07/01 15:00,70,12,NIL,9999,,,NIL,3,30,24,1014,70,,,
"['16:00', '07/01']",07/01 16:00,80,13,NIL,9999,,,NIL,3,29,25,1013,79,,,
"['17:00', '07/01']",07/01 17:00,80,13,NIL,9999,,,NIL,3,29,25,1012,79,,,
"['18:00', '07/01']",07/01 18:00,80,14,NIL,9999,,,NIL,2,29,25,1011,79,,,
"['19:00', '07/01']",07/01 19:00,70,14,NIL,9999,,,NIL,3,29,25,1011,79,,,
"['20:00', '07/01']",07/01 20:00,70,13,NIL,9999,,,NIL,2,28,25,1011,84,,,
"['21:00', '07/01']",07/01 21:00,60,12,NIL,9999,,,NIL,2,28,24,1011,79,,,
"['22:00', '07/01']",07/01 22:00,60,12,NIL,9999,,,NIL,2,27,24,1011,84,,,
"['23:00', '07/01']",07/01 23:00,60,10,NIL,9999,,,NIL,2,27,24,1012,84,,,
"['00:00', '08/01']",08/01 00:00,60,11,NIL,9999,,,NIL,2,27,24,1012,84,,,
"['01:00', '08/01']",08/01 01:00,60,12,NIL,9999,,,,2,27,24,1012,84,,,
"['02:00', '08/01']",08/01 02:00,60,10,NIL,9999,,,,2,27,23,1012,79,,,
"['03:00', '08/01']",08/01 03:00,60,8,NIL,9999,,,,2,26,23,1012,84,,,
"['04:00', '08/01']",08/01 04:00,50,6,NIL,9999,,,,2,26,23,1012,84,,,
"['05:00', '08/01']",08/01 05:00,350,2,NIL,9999,,,,2,25,22,1012,83,,,
"['06:00', '08/01']",08/01 06:00,290,4,NIL,9999,,,,3,25,22,1012,83,,,
"['07:00', '08/01']",08/01 07:00,250,2,NIL,9999,,,,3,25,22,1012,83,,,
"['08:00', '08/01']",08/01 08:00,VRB,1,NIL,9999,,,,3,25,22,1013,83,,,
"['09:00', '08/01']",08/01 09:00,360,2,NIL,9999,,,,2,25,22,1013,83,,,
"['10:00', '08/01']",08/01 10:00,70,8,NIL,9999,,,,2,28,24,1014,79,,,
"['11:00', '08/01']",08/01 11:00,80,8,NIL,9999,,,,2,28,24,1015,79,,,
"['12:00', '08/01']",08/01 12:00,70,9,NIL,9999,,,,3,29,24,1015,74,,,
"['13:00', '08/01']",08/01 13:00,100,8,NIL,9999,,,,3,29,23,1015,70,,,
"['14:00', '08/01']",08/01 14:00,80,8,NIL,9999,,,,3,29,23,1015,70,,,
"['15:00', '08/01']",08/01 15:00,90,10,NIL,9999,,,,2,29,23,1014,70,,,
"['16:00', '08/01']",08/01 16:00,100,10,NIL,9999,,,,2,29,23,1013,70,,,
"['17:00', '08/01']",08/01 17:00,100,10,100,9999,,,,2,29,23,1012,70,,,
"['18:00', '08/01']",08/01 18:00,80,11,NIL,9999,,,,2,29,23,1012,70,,,
"['19:00', '08/01']",08/01 19:00,90,12,NIL,9999,,,,2,29,23,1011,70,,,
"['20:00', '08/01']",08/01 20:00,80,11,NIL,9999,,,,NIL,28,23,1011,74,,,
"['21:00', '08/01']",08/01 21:00,80,11,NIL,9999,,,,NIL,28,22,1011,70,,,
"['22:00', '08/01']",08/01 22:00,70,11,NIL,9999,,,,2,27,23,1011,79,,,
"['23:00', '08/01']",08/01 23:00,70,9,NIL,9999,,,,2,27,22,1012,74,,,
"['00:00', '09/01']",09/01 00:00,80,9,NIL,9999,,,,2,27,23,1012,79,,,
"['01:00', '09/01']",09/01 01:00,90,8,NIL,9999,,,NIL,2,27,23,1013,79,,,
"['02:00', '09/01']",09/01 02:00,80,8,NIL,9999,,,NIL,2,27,22,1013,74,,,
"['03:00', '09/01']",09/01 03:00,100,7,NIL,9999,,,NIL,2,27,22,1012,74,,,
"['04:00', '09/01']",09/01 04:00,100,5,115,9999,,,NIL,2,26,22,1012,79,,,
"['05:00', '09/01']",09/01 05:00,90,6,NIL,9999,,,NIL,2,26,22,1012,79,,,
"['06:00', '09/01']",09/01 06:00,VRB,2,NIL,9999,,,NIL,2,24,21,1012,83,,,
"['07:00', '09/01']",09/01 07:00,0,0,NIL,9999,,,NIL,2,24,21,1012,83,,,
"['08:00', '09/01']",09/01 08:00,VRB,1,NIL,9999,,,NIL,2,23,20,1012,83,,,
"['09:00', '09/01']",09/01 09:00,0,0,NIL,9999,,,NIL,2,23,20,1013,83,,,
"['10:00', '09/01']",09/01 10:00,320,2,NIL,9999,,,NIL,2,26,23,1013,84,,,
"['11:00', '09/01']",09/01 11:00,50,3,NIL,9999,,,NIL,3,28,22,1014,70,,,
"['12:00', '09/01']",09/01 12:00,100,7,NIL,9999,,,NIL,3,29,22,1014,66,,,
"['13:00', '09/01']",09/01 13:00,120,7,NIL,9999,,,NIL,3,29,20,1014,58,,,
"['14:00', '09/01']",09/01 14:00,120,9,NIL,9999,,,NIL,3,29,22,1014,66,,,
"['15:00', '09/01']",09/01 15:00,80,18,NIL,9999,,,7000,5,27,23,1014,79,,,
"['16:00', '09/01']",09/01 16:00,100,16,NIL,9999,,,6000,5,27,22,1013,74,,,
"['17:00', '09/01']",09/01 17:00,130,9,125,9999,,,5000,5,27,20,1013,66,,,
"['18:00', '09/01']",09/01 18:00,140,8,NIL,9999,,,5000,5,28,21,1012,66,,,
"['19:00', '09/01']",09/01 19:00,110,6,NIL,9999,,,5000,5,29,19,1012,55,,,
"['20:00', '09/01']",09/01 20:00,110,6,NIL,9999,,,NIL,2,28,20,1012,62,,,
"['21:00', '09/01']",09/01 21:00,100,6,NIL,9999,,,NIL,2,27,22,1012,74,,,
"['22:00', '09/01']",09/01 22:00,100,6,NIL,9999,,,NIL,2,27,23,1012,79,,,
"['23:00', '09/01']",09/01 23:00,100,7,NIL,9999,,,NIL,2,27,23,1013,79,,,
"['00:00', '10/01']",10/01 00:00,90,7,NIL,9999,,,NIL,2,27,21,1013,70,,,
"['01:00', '10/01']",10/01 01:00,80,7,NIL,9999,,,NIL,2,27,23,1014,79,,NIL,
"['02:00', '10/01']",10/01 02:00,80,7,NIL,9999,,,NIL,2,27,23,1014,79,,NIL,
"['03:00', '10/01']",10/01 03:00,60,7,NIL,9999,,,NIL,2,26,23,1013,84,,NIL,
"['04:00', '10/01']",10/01 04:00,80,5,NIL,9999,,,NIL,2,26,23,1013,84,,NIL,
"['05:00', '10/01']",10/01 05:00,50,3,215,9999,,,NIL,2,25,22,1013,83,,NIL,
"['06:00', '10/01']",10/01 06:00,330,1,NIL,9999,,,NIL,3,25,22,1012,83,,NIL,
"['07:00', '10/01']",10/01 07:00,310,3,NIL,9999,,,NIL,3,24,21,1013,83,,NIL,
"['08:00', '10/01']",10/01 08:00,10,3,NIL,9999,,,NIL,3,25,22,1013,83,,NIL,
"['09:00', '10/01']",10/01 09:00,20,1,NIL,9999,,,NIL,3,25,22,1014,83,,NIL,
"['10:00', '10/01']",10/01 10:00,350,3,170,9999,,,NIL,3,26,23,1014,84,,NIL,
"['11:00', '10/01']",10/01 11:00,50,5,225,9999,,,NIL,3,28,23,1014,74,,16,
"['12:00', '10/01']",10/01 12:00,70,11,NIL,9999,,,NIL,3,29,22,1015,66,,NIL,
"['13:00', '10/01']",10/01 13:00,80,11,80,9999,,,NIL,3,29,24,1015,74,,NIL,
"['14:00', '10/01']",10/01 14:00,80,11,85,9999,,,NIL,3,29,24,1015,74,,NIL,
"['15:00', '10/01']",10/01 15:00,80,11,NIL,9999,,,NIL,3,29,24,1014,74,,NIL,
"['16:00', '10/01']",10/01 16:00,80,12,NIL,9999,,,7000,5,29,24,1014,74,,NIL,
"['17:00', '10/01']",10/01 17:00,90,13,NIL,9999,,,7000,5,29,24,1013,74,,NIL,
"['18:00', '10/01']",10/01 18:00,100,13,NIL,9999,,,NIL,3,29,25,1013,79,,NIL,
"['19:00', '10/01']",10/01 19:00,110,13,NIL,9999,,,NIL,3,28,24,1012,79,,NIL,
"['20:00', '10/01']",10/01 20:00,110,10,NIL,9999,,,NIL,2,28,24,1012,79,,NIL,
"['21:00', '10/01']",10/01 21:00,90,8,NIL,9999,,,NIL,2,27,24,1012,84,,NIL,
"['22:00', '10/01']",10/01 22:00,90,7,NIL,9999,,,NIL,2,27,24,1013,84,,NIL,
"['23:00', '10/01']",10/01 23:00,80,11,NIL,9999,,,NIL,2,27,24,1013,84,,NIL,
"['00:00', '11/01']",11/01 00:00,80,11,NIL,9999,,,NIL,2,27,24,1013,84,,NIL,
"['01:00', '11/01']",11/01 01:00,80,11,NIL,9999,,,,2,27,24,1014,84,,,
"['02:00', '11/01']",11/01 02:00,80,12,NIL,9999,,,,2,27,24,1013,84,,,
"['03:00', '11/01']",11/01 03:00,80,10,NIL,9999,,,,2,27,24,1013,84,,,
"['04:00', '11/01']",11/01 04:00,70,10,NIL,9999,,,,2,27,23,1013,79,,,
"['05:00', '11/01']",11/01 05:00,60,10,NIL,9999,,,,2,27,23,1012,79,,,
"['06:00', '11/01']",11/01 06:00,60,8,NIL,9999,,,,2,27,23,1012,79,,,
"['07:00', '11/01']",11/01 07:00,50,6,NIL,9999,,,,2,26,23,1012,84,,,
"['08:00', '11/01']",11/01 08:00,360,3,185,9999,,,,3,26,22,1013,79,,,
"['09:00', '11/01']",11/01 09:00,20,4,NIL,9999,,,,3,26,23,1014,84,,,
"['10:00', '11/01']",11/01 10:00,30,4,215,9999,,,,3,27,24,1014,84,,,
"['11:00', '11/01']",11/01 11:00,50,6,60,9999,,,,3,26,23,1014,84,,,
"['12:00', '11/01']",11/01 12:00,10,9,NIL,9999,,,,3,27,24,1015,84,,,
"['13:00', '11/01']",11/01 13:00,90,9,NIL,9999,,,,3,29,26,1015,84,,,
"['14:00', '11/01']",11/01 14:00,80,13,NIL,9999,,,,3,30,25,1015,75,,,
"['15:00', '11/01']",11/01 15:00,80,14,NIL,9999,,,,3,30,25,1014,75,,,
"['16:00', '11/01']",11/01 16:00,70,13,NIL,9999,,,,2,30,25,1014,75,,,
"['17:00', '11/01']",11/01 17:00,100,12,NIL,9999,,,,2,30,25,1013,75,,,
"['18:00', '11/01']",11/01 18:00,100,12,NIL,9999,,,,2,30,25,1012,75,,,
"['19:00', '11/01']",11/01 19:00,80,13,NIL,9999,,,,2,29,25,1012,79,,,
"['20:00', '11/01']",11/01 20:00,80,12,NIL,9999,,,,2,29,25,1012,79,,,
"['21:00', '11/01']",11/01 21:00,80,12,NIL,9999,,,,2,28,25,1012,84,,,
"['22:00', '11/01']",11/01 22:00,80,11,NIL,9999,,,,2,28,24,1013,79,,,
"['23:00', '11/01']",11/01 23:00,80,10,NIL,9999,,,,2,27,24,1013,84,,,
"['00:00', '12/01']",12/01 00:00,70,13,NIL,9999,,,,2,27,24,1014,84,,,
"['01:00', '12/01']",12/01 01:00,70,11,NIL,9999,,,NIL,2,27,24,1014,84,,,
"['02:00', '12/01']",12/01 02:00,70,10,NIL,9999,,,NIL,2,27,24,1014,84,,,
"['03:00', '12/01']",12/01 03:00,80,9,NIL,9999,,,NIL,3,27,24,1013,84,,,
"['04:00', '12/01']",12/01 04:00,80,8,NIL,9999,,,NIL,3,27,24,1013,84,,,
"['05:00', '12/01']",12/01 05:00,80,7,NIL,9999,,,1700,5,27,24,1013,84,,,
"['06:00', '12/01']",12/01 06:00,80,9,NIL,9999,,,1700,5,27,24,1013,84,,,
"['07:00', '12/01']",12/01 07:00,80,6,NIL,9999,,,NIL,3,26,23,1013,84,,,
"['08:00', '12/01']",12/01 08:00,60,5,NIL,9999,,,NIL,2,26,23,1013,84,,,
"['09:00', '12/01']",12/01 09:00,80,4,NIL,9999,,,NIL,2,27,23,1014,79,,,
"['10:00', '12/01']",12/01 10:00,90,5,NIL,9999,,,NIL,3,28,25,1015,84,,,
"['11:00', '12/01']",12/01 11:00,70,7,NIL,9999,,,NIL,3,29,25,1015,79,,,
"['12:00', '12/01']",12/01 12:00,70,8,NIL,9999,,,NIL,3,30,26,1015,79,,,
"['13:00', '12/01']",12/01 13:00,90,9,NIL,9999,,,NIL,3,29,25,1015,79,,,
"['14:00', '12/01']",12/01 14:00,90,10,NIL,9999,,,NIL,3,29,25,1015,79,,,
"['15:00', '12/01']",12/01 15:00,90,10,90,9999,,,NIL,3,30,25,1014,75,,,
"['16:00', '12/01']",12/01 16:00,100,12,NIL,9999,,,NIL,3,30,26,1014,79,,,
"['17:00', '12/01']",12/01 17:00,100,12,NIL,9999,,,NIL,2,30,26,1013,79,,,
"['18:00', '12/01']",12/01 18:00,100,10,100,9999,,,NIL,2,30,26,1013,79,,,
"['19:00', '12/01']",12/01 19:00,110,11,120,9999,,,NIL,2,30,26,1012,79,,,
"['20:00', '12/01']",12/01 20:00,100,11,NIL,9999,,,NIL,2,29,25,1012,79,,,
"['21:00', '12/01']",12/01 21:00,80,11,NIL,9999,,,NIL,2,28,25,1012,84,,,
"['22:00', '12/01']",12/01 22:00,80,11,NIL,9999,,,NIL,2,28,24,1013,79,,,
"['23:00', '12/01']",12/01 23:00,80,12,NIL,9999,,,NIL,2,28,24,1013,79,,,
"['00:00', '13/01']",13/01 00:00,70,12,NIL,9999,,,NIL,2,27,24,1013,84,,,
"['01:00', '13/01']",13/01 01:00,60,10,NIL,9999,,,,2,27,24,1014,84,,,
"['02:00', '13/01']",13/01 02:00,60,9,NIL,9999,,,,2,27,24,1013,84,,,
"['03:00', '13/01']",13/01 03:00,50,8,NIL,9999,,,,2,27,24,1013,84,,,
"['04:00', '13/01']",13/01 04:00,60,8,NIL,9999,,,,2,27,24,1013,84,,,
"['05:00', '13/01']",13/01 05:00,10,4,NIL,9999,,,,2,27,23,1012,79,,,
"['06:00', '13/01']",13/01 06:00,20,3,NIL,9999,,,,2,26,23,1012,84,,,
"['07:00', '13/01']",13/01 07:00,360,2,NIL,9999,,,,3,26,22,1012,79,,,
"['08:00', '13/01']",13/01 08:00,330,2,NIL,9999,,,,3,25,22,1013,83,,,
"['09:00', '13/01']",13/01 09:00,330,1,NIL,9999,,,,2,25,22,1013,83,,,
"['10:00', '13/01']",13/01 10:00,30,4,205,9999,,,,2,27,24,1014,84,,,
"['11:00', '13/01']",13/01 11:00,70,9,70,9999,,,,3,29,25,1014,79,,,
"['12:00', '13/01']",13/01 12:00,70,9,NIL,9999,,,,3,29,24,1015,74,,,
"['13:00', '13/01']",13/01 13:00,90,9,90,9999,,,,3,29,25,1014,79,,,
"['14:00', '13/01']",13/01 14:00,90,11,NIL,9999,,,,2,29,24,1014,74,,,
"['15:00', '13/01']",13/01 15:00,90,11,NIL,9999,,,,2,30,25,1013,75,,,
"['16:00', '13/01']",13/01 16:00,100,11,NIL,9999,,,,2,30,24,1013,70,,,
"['17:00', '13/01']",13/01 17:00,90,12,NIL,9999,,,,2,30,24,1012,70,,,
"['18:00', '13/01']",13/01 18:00,110,11,NIL,9999,,,,2,29,24,1011,74,,,
"['19:00', '13/01']",13/01 19:00,100,11,105,9999,,,,2,30,24,1011,70,,,
"['20:00', '13/01']",13/01 20:00,90,11,NIL,9999,,,,3,29,25,1011,79,,,
"['21:00', '13/01']",13/01 21:00,90,11,NIL,9999,,,,3,28,24,1011,79,,,
"['22:00', '13/01']",13/01 22:00,80,8,NIL,9999,,,,3,28,24,1012,79,,,
"['23:00', '13/01']",13/01 23:00,60,10,NIL,9999,,,,2,28,24,1012,79,,,
"['00:00', '14/01']",14/01 00:00,60,10,NIL,9999,,,,2,28,24,1013,79,,,
"['01:00', '14/01']",14/01 01:00,70,10,NIL,9999,,,,2,27,24,1013,84,,,
"['02:00', '14/01']",14/01 02:00,60,8,NIL,9999,,,,2,27,24,1013,84,,,
"['03:00', '14/01']",14/01 03:00,80,7,NIL,9999,,,,2,27,24,1013,84,,,
"['04:00', '14/01']",14/01 04:00,90,7,NIL,9999,,,,2,27,24,1013,84,,,
"['05:00', '14/01']",14/01 05:00,80,10,NIL,9999,,,,2,27,23,1012,79,,,
"['06:00', '14/01']",14/01 06:00,80,8,NIL,9999,,,,2,26,21,1012,74,,,
"['07:00', '14/01']",14/01 07:00,60,7,NIL,9999,,,,2,26,22,1012,79,,,
"['08:00', '14/01']",14/01 08:00,VRB,2,NIL,9999,,,,2,25,21,1013,79,,,
"['09:00', '14/01']",14/01 09:00,VRB,2,NIL,9999,,,,2,25,22,1014,83,,,
"['10:00', '14/01']",14/01 10:00,60,5,60,9999,,,,2,28,23,1014,74,,,
"['11:00', '14/01']",14/01 11:00,80,7,80,9999,,,,3,28,23,1014,74,,,
"['12:00', '14/01']",14/01 12:00,90,7,85,9999,,,,2,29,23,1014,70,,,
"['13:00', '14/01']",14/01 13:00,100,8,NIL,9999,,,,2,30,23,1014,66,,,
"['14:00', '14/01']",14/01 14:00,100,9,NIL,9999,,,,3,30,24,1014,70,,,
"['15:00', '14/01']",14/01 15:00,110,9,100,9999,,,,3,30,23,1013,66,,,
"['16:00', '14/01']",14/01 16:00,110,10,110,9999,,,,2,30,23,1012,66,,,
"['17:00', '14/01']",14/01 17:00,140,10,135,9999,,,,2,31,24,1012,66,,,
"['18:00', '14/01']",14/01 18:00,120,9,130,9999,,,,2,30,24,1011,70,,,
"['19:00', '14/01']",14/01 19:00,120,10,125,9999,,,,2,30,24,1011,70,,,
"['20:00', '14/01']",14/01 20:00,120,9,130,9999,,,,2,30,24,1011,70,,,
"['21:00', '14/01']",14/01 21:00,110,8,NIL,9999,,,,2,28,24,1011,79,,,
"['22:00', '14/01']",14/01 22:00,110,8,115,9999,,,,2,28,25,1012,84,,,
"['23:00', '14/01']",14/01 23:00,110,8,NIL,9999,,,,2,28,25,1013,84,,,
"['00:00', '15/01']",15/01 00:00,100,9,110,9999,,,,3,28,25,1013,84,,,
"['01:00', '15/01']",15/01 01:00,100,8,NIL,9999,,,,2,28,24,1014,79,,,
"['02:00', '15/01']",15/01 02:00,100,7,NIL,9999,,,,2,28,24,1013,79,,,
"['03:00', '15/01']",15/01 03:00,100,7,NIL,9999,,,,2,27,24,1013,84,,,
"['04:00', '15/01']",15/01 04:00,90,6,NIL,9999,,,,2,27,24,1013,84,,,
"['05:00', '15/01']",15/01 05:00,80,6,NIL,9999,,,,2,27,24,1013,84,,,
"['06:00', '15/01']",15/01 06:00,90,6,NIL,9999,,,,3,27,24,1012,84,,,
"['07:00', '15/01']",15/01 07:00,90,6,NIL,9999,,,,2,27,23,1012,79,,,
"['08:00', '15/01']",15/01 08:00,90,5,NIL,9999,,,,2,26,23,1013,84,,,
