validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,teto,cobertura,tt,po,qnh,ur,chuva,pancada,vis_setor,vis_setor_dir,vnt_rajada,nevoeiro,trovoada,chuvisco,nevoa_umida
"['17:00', '29/08']",29/08 17:00,170,5,,9999,NIL,3,30,25,1012,75,,,,,,NIL,,,
"['18:00', '29/08']",29/08 18:00,120,5,,9999,NIL,3,30,25,1011,75,,,,,,NIL,,,
"['19:00', '29/08']",29/08 19:00,100,2,,9999,NIL,3,32,25,1009,67,,,,,,NIL,,,
"['20:00', '29/08']",29/08 20:00,170,3,,9999,NIL,3,32,25,1009,67,,,,,,NIL,,,
"['21:00', '29/08']",29/08 21:00,40,7,,9999,NIL,3,32,24,1009,63,,,,,,NIL,,,
"['22:00', '29/08']",29/08 22:00,360,3,,9999,NIL,3,29,25,1009,79,,,,,,NIL,,,
"['23:00', '29/08']",29/08 23:00,220,2,,9999,NIL,2,28,25,1010,84,,,,,,NIL,,,
"['00:00', '30/08']",30/08 00:00,210,1,,9999,NIL,NIL,27,25,1010,89,,,,,,NIL,,,
"['01:00', '30/08']",30/08 01:00,0,0,,9999,NIL,NIL,27,25,1011,89,NIL,,NIL,NIL,,NIL,NIL,,
"['02:00', '30/08']",30/08 02:00,0,0,,9999,NIL,NIL,26,25,1012,94,NIL,,NIL,NIL,,NIL,NIL,,
"['03:00', '30/08']",30/08 03:00,310,2,,9999,NIL,NIL,25,24,1012,94,NIL,,NIL,NIL,,NIL,NIL,,
"['04:00', '30/08']",30/08 04:00,0,0,,9999,NIL,NIL,25,24,1012,94,NIL,,NIL,NIL,,NIL,NIL,,
"['05:00', '30/08']",30/08 05:00,0,0,,9999,NIL,3,26,24,1011,89,NIL,,NIL,NIL,,NIL,1,,
"['06:00', '30/08']",30/08 06:00,350,2,,9999,NIL,3,26,24,1011,89,NIL,,NIL,NIL,,NIL,1,,
"['07:00', '30/08']",30/08 07:00,160,4,,9999,NIL,3,25,24,1011,94,1,,NIL,NIL,,NIL,1,,
"['08:00', '30/08']",30/08 08:00,180,3,,9999,NIL,3,26,24,1011,89,NIL,,NIL,NIL,,NIL,1,,
"['09:00', '30/08']",30/08 09:00,VRB,3,,9999,NIL,3,24,23,1012,94,1,,NIL,NIL,,NIL,1,,
"['10:00', '30/08']",30/08 10:00,290,3,,9999,8000,5,23,23,1011,100,1,,NIL,NIL,,NIL,1,,
"['11:00', '30/08']",30/08 11:00,200,2,,9999,8000,5,24,23,1012,94,NIL,,NIL,NIL,,NIL,NIL,,
"['12:00', '30/08']",30/08 12:00,0,0,,9999,9000,5,25,23,1013,89,NIL,,NIL,NIL,,NIL,NIL,,
"['13:00', '30/08']",30/08 13:00,140,3,,9999,NIL,3,27,24,1013,84,NIL,,NIL,NIL,,NIL,NIL,,
"['14:00', '30/08']",30/08 14:00,150,3,,9999,NIL,2,29,24,1013,74,NIL,,NIL,NIL,,NIL,NIL,,
"['15:00', '30/08']",30/08 15:00,190,7,,9999,NIL,3,29,24,1013,74,NIL,,NIL,NIL,,NIL,NIL,,
"['16:00', '30/08']",30/08 16:00,170,7,,9999,2000,5,29,24,1012,74,NIL,,NIL,NIL,,NIL,NIL,,
"['17:00', '30/08']",30/08 17:00,330,8,,7000,1500,5,24,22,1012,89,1,,NIL,NIL,,NIL,NIL,,
"['17:17', '30/08']",30/08 17:17,320,7,,800,500,5,23,23,1012,100,1,,NIL,NIL,,NIL,1,,
"['18:00', '30/08']",30/08 18:00,20,5,,2000,1000,5,22,22,1012,100,1,,NIL,NIL,,NIL,1,,
"['18:15', '30/08']",30/08 18:15,120,5,,5000,1000,5,23,22,1012,94,1,,NIL,NIL,,NIL,1,,
"['19:00', '30/08']",30/08 19:00,80,3,,7000,7000,5,23,23,1011,100,1,,NIL,NIL,,NIL,1,,
"['20:00', '30/08']",30/08 20:00,300,3,,8000,800,5,23,23,1011,100,1,,2000,270,,1,1,,
"['21:00', '30/08']",30/08 21:00,220,4,,9999,1800,5,23,23,1010,100,NIL,,NIL,NIL,,NIL,1,,
"['22:00', '30/08']",30/08 22:00,0,0,,9999,8000,5,23,23,1009,100,NIL,,NIL,NIL,,NIL,NIL,,
"['23:00', '30/08']",30/08 23:00,0,0,,9999,10000,5,23,22,1009,94,NIL,,NIL,NIL,,NIL,NIL,,
"['00:00', '31/08']",31/08 00:00,0,0,,9999,400,5,23,23,1010,100,NIL,,NIL,NIL,,NIL,NIL,,
"['00:27', '31/08']",31/08 00:27,0,0,,9999,1000,5,23,23,1011,100,NIL,,NIL,NIL,,NIL,NIL,,
"['01:00', '31/08']",31/08 01:00,330,2,,9999,1000,5,23,23,1011,100,NIL,NIL,NIL,NIL,,NIL,,,NIL
"['01:38', '31/08']",31/08 01:38,300,2,,9999,7000,5,23,23,1012,100,NIL,NIL,NIL,NIL,,NIL,,,NIL
"['02:00', '31/08']",31/08 02:00,300,2,,9999,7000,5,23,23,1012,100,NIL,NIL,NIL,NIL,,NIL,,,NIL
"['03:00', '31/08']",31/08 03:00,320,3,,300,200,5,23,23,1012,100,NIL,NIL,NIL,NIL,,1,,,NIL
"['04:00', '31/08']",31/08 04:00,0,0,,900,200,5,23,23,1012,100,NIL,NIL,NIL,NIL,,1,,,NIL
"['04:24', '31/08']",31/08 04:24,220,2,,500,200,5,23,23,1012,100,NIL,NIL,NIL,NIL,,1,,,NIL
"['05:00', '31/08']",31/08 05:00,0,0,,800,200,5,23,22,1011,94,NIL,NIL,NIL,NIL,,1,,,NIL
"['05:20', '31/08']",31/08 05:20,310,1,,3000,NIL,3,22,22,1011,100,NIL,NIL,900,270,,NIL,,,1
"['06:00', '31/08']",31/08 06:00,0,0,,4000,NIL,3,22,22,1011,100,NIL,NIL,1500,270,,NIL,,,1
"['06:16', '31/08']",31/08 06:16,0,0,,5000,NIL,3,22,22,1011,100,NIL,NIL,NIL,NIL,,NIL,,,1
"['07:00', '31/08']",31/08 07:00,310,1,,5000,NIL,3,22,22,1011,100,NIL,NIL,100,90,,1,,,1
"['07:36', '31/08']",31/08 07:36,0,0,,5000,9000,5,24,23,1013,94,NIL,NIL,NIL,NIL,,NIL,,,1
"['08:00', '31/08']",31/08 08:00,320,1,,5000,NIL,3,22,22,1011,100,NIL,NIL,1500,90,,1,,,1
"['09:00', '31/08']",31/08 09:00,340,1,,4000,200,5,23,22,1011,94,NIL,NIL,1000,270,,NIL,,,1
"['09:11', '31/08']",31/08 09:11,270,2,,400,200,5,23,22,1011,94,NIL,NIL,NIL,NIL,,1,,,NIL
"['10:00', '31/08']",31/08 10:00,330,1,,300,200,5,22,22,1012,100,NIL,NIL,NIL,NIL,,1,,,NIL
"['11:00', '31/08']",31/08 11:00,320,1,,1000,7000,5,22,22,1012,100,NIL,NIL,NIL,NIL,,NIL,,,1
"['11:20', '31/08']",31/08 11:20,0,0,,3000,9000,5,23,23,1012,100,NIL,NIL,NIL,NIL,,1,,,1
"['12:00', '31/08']",31/08 12:00,0,0,,8000,NIL,3,24,23,1013,94,NIL,NIL,NIL,NIL,,NIL,,,NIL
"['13:00', '31/08']",31/08 13:00,0,0,,9999,NIL,3,26,24,1013,89,NIL,NIL,NIL,NIL,,NIL,,,NIL
"['14:00', '31/08']",31/08 14:00,280,4,,9999,NIL,3,27,24,1014,84,NIL,NIL,NIL,NIL,,NIL,,,NIL
"['15:00', '31/08']",31/08 15:00,250,5,,9999,NIL,3,28,24,1014,79,NIL,NIL,NIL,NIL,,NIL,,,NIL
"['16:00', '31/08']",31/08 16:00,220,6,,9999,NIL,3,29,23,1013,70,NIL,NIL,NIL,NIL,,NIL,,,NIL
"['16:30', '31/08']",31/08 16:30,190,6,,5000,NIL,3,25,24,1012,94,1,1,1500,270,,NIL,,,NIL
"['17:00', '31/08']",31/08 17:00,260,3,,9999,NIL,3,25,24,1011,94,1,1,NIL,NIL,,NIL,,,NIL
"['18:00', '31/08']",31/08 18:00,10,2,,9999,NIL,3,26,25,1010,94,NIL,NIL,NIL,NIL,,NIL,,,NIL
"['19:00', '31/08']",31/08 19:00,60,7,,9999,10000,5,27,24,1010,84,NIL,NIL,NIL,NIL,,NIL,,,NIL
"['20:00', '31/08']",31/08 20:00,30,5,,9999,10000,5,25,24,1010,94,1,NIL,NIL,NIL,,NIL,,,NIL
"['21:00', '31/08']",31/08 21:00,50,2,,9999,10000,5,25,23,1010,89,1,NIL,NIL,NIL,,NIL,,,NIL
"['22:00', '31/08']",31/08 22:00,0,0,,9999,10000,5,24,24,1010,100,NIL,NIL,NIL,NIL,,NIL,,,NIL
"['23:00', '31/08']",31/08 23:00,180,3,,9999,10000,5,25,24,1011,94,NIL,NIL,NIL,NIL,,NIL,,,NIL
"['00:00', '01/09']",01/09 00:00,110,4,,9999,10000,5,25,24,1012,94,NIL,NIL,NIL,NIL,,NIL,,,NIL
"['01:00', '01/09']",01/09 01:00,130,3,NIL,9999,10000,5,25,24,1013,94,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['02:00', '01/09']",01/09 02:00,360,2,NIL,9999,10000,5,24,24,1013,100,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['03:00', '01/09']",01/09 03:00,150,2,NIL,9999,NIL,3,24,24,1014,100,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['04:00', '01/09']",01/09 04:00,0,0,NIL,9999,10000,5,24,24,1014,100,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['05:00', '01/09']",01/09 05:00,340,1,NIL,9999,10000,5,24,24,1013,100,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['06:00', '01/09']",01/09 06:00,310,2,NIL,9999,8000,5,24,24,1013,100,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['07:00', '01/09']",01/09 07:00,250,2,NIL,9999,700,5,24,24,1012,100,NIL,,1500,270,,1,NIL,,NIL
"['07:21', '01/09']",01/09 07:21,280,2,NIL,900,NIL,NIL,24,24,1012,100,NIL,,NIL,NIL,,1,NIL,,NIL
"['08:00', '01/09']",01/09 08:00,300,12,NIL,900,NIL,NIL,24,24,1012,100,NIL,,NIL,NIL,,1,NIL,,NIL
"['08:37', '01/09']",01/09 08:37,310,2,NIL,500,NIL,NIL,24,24,1012,100,NIL,,NIL,NIL,,1,NIL,,NIL
"['09:00', '01/09']",01/09 09:00,300,22,NIL,300,NIL,NIL,24,24,1012,100,NIL,,NIL,NIL,,1,NIL,,NIL
"['10:00', '01/09']",01/09 10:00,310,1,NIL,1000,NIL,NIL,24,24,1012,100,NIL,,NIL,NIL,,NIL,NIL,,1
"['10:14', '01/09']",01/09 10:14,0,0,NIL,1500,800,5,24,24,1013,100,NIL,,NIL,NIL,,NIL,NIL,,1
"['11:00', '01/09']",01/09 11:00,310,3,NIL,3000,900,5,24,24,1013,100,NIL,,NIL,NIL,,NIL,NIL,,1
"['12:00', '01/09']",01/09 12:00,310,2,NIL,9999,NIL,3,25,25,1014,100,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['13:00', '01/09']",01/09 13:00,220,5,NIL,9999,NIL,3,27,24,1015,84,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['14:00', '01/09']",01/09 14:00,250,3,NIL,9999,NIL,3,29,24,1015,74,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['15:00', '01/09']",01/09 15:00,250,5,NIL,9999,1500,5,29,24,1014,74,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['16:00', '01/09']",01/09 16:00,190,6,190,9999,2000,5,29,25,1014,79,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['17:00', '01/09']",01/09 17:00,220,9,NIL,9999,NIL,3,29,24,1012,74,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['17:25', '01/09']",01/09 17:25,150,10,130,9999,NIL,3,25,23,1012,89,1,,3000,225,,NIL,NIL,,NIL
"['18:00', '01/09']",01/09 18:00,200,7,200,9999,NIL,3,26,24,1011,89,1,,NIL,NIL,,NIL,NIL,,NIL
"['19:00', '01/09']",01/09 19:00,230,7,NIL,9999,NIL,3,29,25,1011,79,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['20:00', '01/09']",01/09 20:00,180,8,180,9999,NIL,3,29,25,1011,79,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['21:00', '01/09']",01/09 21:00,350,9,175,9999,10000,5,27,24,1011,84,1,,NIL,NIL,,NIL,1,,NIL
"['21:13', '01/09']",01/09 21:13,30,8,NIL,3000,1200,5,25,23,1012,89,1,,1400,90,,NIL,1,,NIL
"['22:00', '01/09']",01/09 22:00,270,3,NIL,5000,9000,5,23,22,1012,94,1,,NIL,NIL,,NIL,1,,NIL
"['23:00', '01/09']",01/09 23:00,330,3,NIL,9999,8000,5,24,23,1012,94,1,,NIL,NIL,,NIL,1,,NIL
"['00:00', '02/09']",02/09 00:00,340,4,NIL,9999,NIL,3,24,23,1013,94,1,,NIL,NIL,,NIL,1,,NIL
"['01:00', '02/09']",02/09 01:00,60,2,NIL,9999,8000,5,24,24,1013,100,1,,NIL,NIL,,,,,
"['02:00', '02/09']",02/09 02:00,270,2,NIL,9999,NIL,3,24,23,1014,94,NIL,,NIL,NIL,,,,,
"['03:00', '02/09']",02/09 03:00,310,2,NIL,9999,NIL,3,23,23,1014,100,NIL,,NIL,NIL,,,,,
"['04:00', '02/09']",02/09 04:00,180,1,NIL,9999,NIL,3,23,23,1015,100,NIL,,NIL,NIL,,,,,
"['05:00', '02/09']",02/09 05:00,0,0,NIL,9999,NIL,3,23,23,1013,100,NIL,,NIL,NIL,,,,,
"['06:00', '02/09']",02/09 06:00,290,2,NIL,9999,NIL,2,23,22,1013,94,NIL,,NIL,NIL,,,,,
"['07:00', '02/09']",02/09 07:00,10,2,NIL,9999,NIL,2,23,22,1012,94,NIL,,NIL,NIL,,,,,
"['08:00', '02/09']",02/09 08:00,50,4,NIL,9999,NIL,2,23,23,1012,100,NIL,,NIL,NIL,,,,,
"['09:00', '02/09']",02/09 09:00,330,2,NIL,9999,NIL,2,22,22,1012,100,NIL,,NIL,NIL,,,,,
"['10:00', '02/09']",02/09 10:00,310,3,NIL,9999,NIL,2,22,22,1012,100,NIL,,NIL,NIL,,,,,
"['11:00', '02/09']",02/09 11:00,320,4,NIL,9999,NIL,2,23,22,1013,94,NIL,,NIL,NIL,,,,,
"['12:00', '02/09']",02/09 12:00,330,2,NIL,9999,NIL,2,25,23,1013,89,NIL,,NIL,NIL,,,,,
"['13:00', '02/09']",02/09 13:00,0,0,NIL,9999,NIL,2,27,23,1014,79,NIL,,NIL,NIL,,,,,
"['14:00', '02/09']",02/09 14:00,280,3,NIL,9999,NIL,3,29,23,1014,70,NIL,,NIL,NIL,,,,,
"['15:00', '02/09']",02/09 15:00,320,3,NIL,9999,NIL,3,30,24,1014,70,NIL,,NIL,NIL,,,,,
"['16:00', '02/09']",02/09 16:00,220,5,NIL,9999,NIL,3,31,24,1013,66,NIL,,NIL,NIL,,,,,
"['17:00', '02/09']",02/09 17:00,250,5,NIL,9999,NIL,3,31,24,1013,66,NIL,,NIL,NIL,,,,,
"['17:44', '02/09']",02/09 17:44,30,15,220,9999,NIL,3,26,22,1012,79,1,,600,270,,,,,
"['18:00', '02/09']",02/09 18:00,60,3,NIL,9999,NIL,3,25,23,1012,89,1,,600,270,,,,,
"['18:30', '02/09']",02/09 18:30,350,3,NIL,9999,NIL,3,26,24,1011,89,1,,NIL,NIL,,,,,
"['19:00', '02/09']",02/09 19:00,0,0,NIL,9999,NIL,3,28,25,1010,84,NIL,,NIL,NIL,,,,,
"['20:00', '02/09']",02/09 20:00,100,2,NIL,9999,NIL,3,31,23,1009,63,NIL,,NIL,NIL,,,,,
"['21:00', '02/09']",02/09 21:00,320,2,NIL,9999,NIL,3,29,23,1009,70,NIL,,NIL,NIL,,,,,
"['22:00', '02/09']",02/09 22:00,290,1,NIL,9999,NIL,2,27,25,1009,89,NIL,,NIL,NIL,,,,,
"['23:00', '02/09']",02/09 23:00,300,3,NIL,9999,NIL,2,26,24,1010,89,NIL,,NIL,NIL,,,,,
"['00:00', '03/09']",03/09 00:00,0,0,NIL,9999,NIL,NIL,25,24,1011,94,NIL,,NIL,NIL,,,,,
"['01:00', '03/09']",03/09 01:00,20,1,NIL,9999,NIL,NIL,24,23,1012,94,NIL,,,,NIL,,NIL,,
"['02:00', '03/09']",03/09 02:00,0,0,NIL,9999,NIL,NIL,24,23,1013,94,NIL,,,,NIL,,NIL,,
"['03:00', '03/09']",03/09 03:00,320,2,NIL,9999,NIL,NIL,24,23,1013,94,NIL,,,,NIL,,NIL,,
"['04:00', '03/09']",03/09 04:00,0,0,NIL,9999,NIL,NIL,24,23,1013,94,NIL,,,,NIL,,NIL,,
"['05:00', '03/09']",03/09 05:00,0,0,NIL,9999,NIL,NIL,24,23,1012,94,NIL,,,,NIL,,NIL,,
"['06:00', '03/09']",03/09 06:00,330,2,NIL,9999,NIL,NIL,23,23,1012,100,NIL,,,,NIL,,NIL,,
"['07:00', '03/09']",03/09 07:00,10,2,NIL,9999,NIL,NIL,24,23,1011,94,NIL,,,,NIL,,NIL,,
"['08:00', '03/09']",03/09 08:00,290,2,NIL,9999,NIL,NIL,23,22,1011,94,NIL,,,,NIL,,NIL,,
"['09:00', '03/09']",03/09 09:00,0,0,NIL,9999,NIL,NIL,23,23,1012,100,NIL,,,,NIL,,NIL,,
"['10:00', '03/09']",03/09 10:00,310,2,NIL,9999,NIL,NIL,23,22,1012,94,NIL,,,,NIL,,NIL,,
"['11:00', '03/09']",03/09 11:00,360,1,NIL,9999,NIL,NIL,24,24,1013,100,NIL,,,,NIL,,NIL,,
"['12:00', '03/09']",03/09 12:00,10,2,NIL,9999,NIL,2,28,26,1014,89,NIL,,,,NIL,,NIL,,
"['13:00', '03/09']",03/09 13:00,70,32,NIL,9999,NIL,2,30,25,1014,75,NIL,,,,NIL,,NIL,,
"['13:21', '03/09']",03/09 13:21,60,3,NIL,9999,NIL,3,30,25,1014,75,NIL,,,,NIL,,NIL,,
"['14:00', '03/09']",03/09 14:00,90,4,NIL,9999,NIL,3,31,24,1014,66,NIL,,,,NIL,,NIL,,
"['15:00', '03/09']",03/09 15:00,200,5,NIL,9999,NIL,3,30,25,1014,75,NIL,,,,NIL,,NIL,,
"['16:00', '03/09']",03/09 16:00,120,6,NIL,9999,NIL,3,31,25,1013,71,NIL,,,,NIL,,NIL,,
"['17:00', '03/09']",03/09 17:00,130,6,NIL,9999,2500,5,32,23,1011,59,NIL,,,,NIL,,NIL,,
"['18:00', '03/09']",03/09 18:00,180,6,180,9999,NIL,3,33,23,1009,56,NIL,,,,NIL,,NIL,,
"['19:00', '03/09']",03/09 19:00,190,9,NIL,9999,NIL,3,33,23,1008,56,NIL,,,,NIL,,NIL,,
"['19:15', '03/09']",03/09 19:15,110,6,130,9999,NIL,3,31,24,1008,66,1,,,,NIL,,NIL,,
"['19:32', '03/09']",03/09 19:32,70,5,NIL,9999,NIL,3,30,24,1008,70,1,,,,NIL,,NIL,,
"['20:00', '03/09']",03/09 20:00,100,6,NIL,9999,NIL,3,30,23,1008,66,1,,,,NIL,,NIL,,
"['21:00', '03/09']",03/09 21:00,50,2,NIL,9999,8000,5,30,25,1008,75,NIL,,,,NIL,,NIL,,
"['22:00', '03/09']",03/09 22:00,320,2,NIL,9999,8000,5,28,26,1009,89,NIL,,,,NIL,,NIL,,
"['23:00', '03/09']",03/09 23:00,300,3,NIL,9999,8000,5,27,25,1010,89,NIL,,,,NIL,,1,,
"['00:00', '04/09']",04/09 00:00,170,7,NIL,9999,8000,5,27,24,1011,84,NIL,,,,NIL,,1,,
"['00:32', '04/09']",04/09 00:32,180,13,170,9999,8000,5,27,23,1012,79,1,,,,23,,1,,
"['01:00', '04/09']",04/09 01:00,180,8,175,9999,8000,5,25,22,1012,83,1,NIL,NIL,NIL,,,1,,
"['02:00', '04/09']",04/09 02:00,0,0,NIL,9999,NIL,3,25,22,1012,83,NIL,NIL,NIL,NIL,,,1,,
"['03:00', '04/09']",04/09 03:00,320,3,NIL,9999,NIL,2,24,22,1012,89,NIL,NIL,NIL,NIL,,,NIL,,
"['04:00', '04/09']",04/09 04:00,230,3,NIL,9999,10000,5,24,22,1012,89,NIL,NIL,NIL,NIL,,,NIL,,
"['05:00', '04/09']",04/09 05:00,230,3,NIL,9999,NIL,NIL,24,22,1011,89,NIL,NIL,NIL,NIL,,,NIL,,
"['06:00', '04/09']",04/09 06:00,330,3,NIL,9999,NIL,NIL,23,22,1011,94,NIL,NIL,NIL,NIL,,,NIL,,
"['07:00', '04/09']",04/09 07:00,260,3,NIL,9999,NIL,3,23,22,1011,94,NIL,NIL,NIL,NIL,,,NIL,,
"['08:00', '04/09']",04/09 08:00,320,2,NIL,9999,NIL,2,23,22,1010,94,NIL,NIL,NIL,NIL,,,NIL,,
"['09:00', '04/09']",04/09 09:00,320,2,NIL,9999,NIL,NIL,23,22,1010,94,NIL,NIL,NIL,NIL,,,NIL,,
"['10:00', '04/09']",04/09 10:00,350,2,NIL,9999,NIL,NIL,23,22,1011,94,NIL,NIL,NIL,NIL,,,NIL,,
"['11:00', '04/09']",04/09 11:00,320,3,NIL,9999,NIL,NIL,23,23,1011,100,NIL,NIL,NIL,NIL,,,NIL,,
"['12:00', '04/09']",04/09 12:00,340,5,NIL,9999,NIL,NIL,25,23,1012,89,NIL,NIL,NIL,NIL,,,NIL,,
"['13:00', '04/09']",04/09 13:00,10,3,NIL,9999,NIL,NIL,28,23,1013,74,NIL,NIL,NIL,NIL,,,NIL,,
"['14:00', '04/09']",04/09 14:00,20,6,NIL,9999,NIL,NIL,30,24,1013,70,NIL,NIL,NIL,NIL,,,NIL,,
"['15:00', '04/09']",04/09 15:00,20,6,NIL,9999,NIL,3,31,23,1012,63,NIL,NIL,NIL,NIL,,,NIL,,
"['16:00', '04/09']",04/09 16:00,50,4,NIL,9999,NIL,3,31,24,1011,66,NIL,NIL,NIL,NIL,,,NIL,,
"['17:00', '04/09']",04/09 17:00,10,6,NIL,9999,NIL,3,32,24,1011,63,NIL,NIL,NIL,NIL,,,NIL,,
"['17:34', '04/09']",04/09 17:34,30,10,NIL,3000,NIL,3,30,25,1010,75,1,NIL,NIL,NIL,,,1,,
"['18:00', '04/09']",04/09 18:00,80,5,NIL,9999,NIL,3,25,24,1010,94,1,NIL,2000,270,,,1,,
"['19:00', '04/09']",04/09 19:00,240,2,NIL,9999,10000,5,26,24,1009,89,1,1,4000,270,,,1,,
"['20:00', '04/09']",04/09 20:00,250,1,NIL,9999,10000,5,28,25,1008,84,1,1,NIL,NIL,,,NIL,,
"['21:00', '04/09']",04/09 21:00,300,2,NIL,9999,NIL,2,28,25,1007,84,NIL,NIL,NIL,NIL,,,NIL,,
"['22:00', '04/09']",04/09 22:00,0,0,NIL,9999,NIL,3,27,26,1008,94,NIL,NIL,NIL,NIL,,,NIL,,
"['23:00', '04/09']",04/09 23:00,170,3,NIL,9999,NIL,2,26,25,1008,94,NIL,NIL,NIL,NIL,,,NIL,,
"['00:00', '05/09']",05/09 00:00,0,0,NIL,9999,NIL,NIL,26,25,1010,94,NIL,NIL,NIL,NIL,,,NIL,,
"['01:00', '05/09']",05/09 01:00,0,0,,9999,NIL,NIL,26,25,1011,94,NIL,,,,NIL,,NIL,,
"['02:00', '05/09']",05/09 02:00,0,0,,9999,NIL,NIL,25,24,1011,94,NIL,,,,NIL,,NIL,,
"['03:00', '05/09']",05/09 03:00,0,0,,9999,NIL,NIL,24,24,1011,100,NIL,,,,NIL,,NIL,,
"['04:00', '05/09']",05/09 04:00,300,2,,9999,NIL,NIL,24,24,1011,100,NIL,,,,NIL,,NIL,,
"['05:00', '05/09']",05/09 05:00,0,0,,9999,8000,5,25,24,1011,94,NIL,,,,NIL,,NIL,,
"['06:00', '05/09']",05/09 06:00,310,2,,9999,NIL,NIL,24,24,1010,100,NIL,,,,NIL,,NIL,,
"['07:00', '05/09']",05/09 07:00,300,3,,9999,NIL,NIL,24,24,1010,100,NIL,,,,NIL,,NIL,,
"['08:00', '05/09']",05/09 08:00,0,0,,9999,NIL,NIL,24,24,1009,100,NIL,,,,NIL,,NIL,,
"['09:00', '05/09']",05/09 09:00,310,3,,9999,NIL,NIL,23,23,1010,100,NIL,,,,NIL,,NIL,,
"['10:00', '05/09']",05/09 10:00,360,2,,9999,NIL,2,24,24,1010,100,NIL,,,,NIL,,NIL,,
"['11:00', '05/09']",05/09 11:00,10,3,,9999,NIL,3,25,24,1012,94,NIL,,,,NIL,,NIL,,
"['12:00', '05/09']",05/09 12:00,10,6,,9999,NIL,3,26,24,1013,89,NIL,,,,NIL,,NIL,,
"['13:00', '05/09']",05/09 13:00,360,7,,9999,10000,5,26,24,1013,89,NIL,,,,NIL,,NIL,,
"['14:00', '05/09']",05/09 14:00,10,5,,9999,NIL,3,28,24,1014,79,NIL,,,,NIL,,NIL,,
"['15:00', '05/09']",05/09 15:00,10,6,,9999,NIL,3,28,23,1013,74,NIL,,,,NIL,,NIL,,
"['16:00', '05/09']",05/09 16:00,40,6,,9999,NIL,3,31,24,1012,66,NIL,,,,NIL,,NIL,,
"['17:00', '05/09']",05/09 17:00,50,7,,9999,2000,5,32,24,1011,63,NIL,,,,NIL,,NIL,,
"['18:00', '05/09']",05/09 18:00,20,7,,9999,NIL,3,32,24,1010,63,NIL,,,,NIL,,NIL,,
"['19:00', '05/09']",05/09 19:00,350,5,,9999,NIL,3,32,24,1009,63,NIL,,,,NIL,,NIL,,
"['20:00', '05/09']",05/09 20:00,340,3,,9999,NIL,3,30,25,1007,75,NIL,,,,NIL,,NIL,,
"['21:00', '05/09']",05/09 21:00,290,2,,9999,NIL,3,30,25,1007,75,NIL,,,,NIL,,NIL,,
"['21:20', '05/09']",05/09 21:20,260,4,,9999,9000,5,26,25,1007,94,NIL,,,,NIL,,1,,
"['21:36', '05/09']",05/09 21:36,50,16,,1500,9000,5,28,25,1008,84,1,,,,35,,1,,
"['22:00', '05/09']",05/09 22:00,130,6,,5000,8000,5,23,23,1008,100,1,,,,NIL,,1,,
"['22:21', '05/09']",05/09 22:21,290,4,,6000,7000,5,24,23,1008,94,1,,,,NIL,,1,,
"['23:00', '05/09']",05/09 23:00,10,3,,9999,9000,5,25,24,1009,94,NIL,,,,NIL,,1,,
"['00:00', '06/09']",06/09 00:00,320,6,,9999,7000,5,24,23,1010,94,NIL,,,,NIL,,NIL,,
"['01:00', '06/09']",06/09 01:00,330,2,,9999,9000,5,24,23,1012,94,,,,,,,,,
"['02:00', '06/09']",06/09 02:00,320,2,,9999,NIL,3,23,23,1012,100,,,,,,,,,
"['03:00', '06/09']",06/09 03:00,290,1,,9999,NIL,2,23,23,1013,100,,,,,,,,,
"['04:00', '06/09']",06/09 04:00,300,2,,9999,NIL,NIL,23,22,1012,94,,,,,,,,,
"['05:00', '06/09']",06/09 05:00,0,0,,9999,NIL,NIL,23,22,1011,94,,,,,,,,,
"['06:00', '06/09']",06/09 06:00,290,1,,9999,NIL,NIL,23,22,1011,94,,,,,,,,,
"['07:00', '06/09']",06/09 07:00,300,2,,9999,NIL,NIL,22,22,1011,100,,,,,,,,,
"['08:00', '06/09']",06/09 08:00,300,1,,9999,NIL,NIL,23,22,1011,94,,,,,,,,,
"['09:00', '06/09']",06/09 09:00,0,0,,9999,NIL,NIL,23,22,1011,94,,,,,,,,,
"['10:00', '06/09']",06/09 10:00,0,0,,9999,NIL,2,22,22,1012,100,,,,,,,,,
"['11:00', '06/09']",06/09 11:00,0,0,,9999,NIL,NIL,24,23,1012,94,,,,,,,,,
"['12:00', '06/09']",06/09 12:00,300,2,,9999,NIL,3,24,23,1013,94,,,,,,,,,
"['13:00', '06/09']",06/09 13:00,350,2,,9999,NIL,3,27,24,1014,84,,,,,,,,,
