validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_rajada,vnt_vrb,vis,vis_setor,vis_setor_dir,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,nevoeiro,pancada,nevoa_umida,nevoa_seca,fumaca,chuvisco
"['12:00', '10/08']",10/08 12:00,60,5,,NIL,9999,,,,,NIL,NIL,20,12,1024,60,,,,,,
"['13:00', '10/08']",10/08 13:00,50,7,,40,9999,,,,,NIL,NIL,22,13,1024,57,,,,,,
"['14:00', '10/08']",10/08 14:00,30,7,,NIL,9999,,,,,NIL,2,24,12,1024,47,,,,,,
"['15:00', '10/08']",10/08 15:00,160,3,,NIL,9999,,,,,NIL,3,25,08,1023,34,,,,,,
"['16:00', '10/08']",10/08 16:00,360,6,,300,9999,,,,,7000,5,27,08,1022,30,,,,,,
"['17:00', '10/08']",10/08 17:00,VRB,3,,NIL,9999,,,,,8000,5,27,07,1021,28,,,,,,
"['18:00', '10/08']",10/08 18:00,190,6,,185,9999,,,,,8000,5,27,07,1021,28,,,,,,
"['19:00', '10/08']",10/08 19:00,200,6,,210,9999,,,,,NIL,3,28,08,1020,28,,,,,,
"['20:00', '10/08']",10/08 20:00,190,3,,195,9999,,,,,NIL,3,27,08,1020,30,,,,,,
"['21:00', '10/08']",10/08 21:00,140,5,,130,9999,,,,,8000,5,29,09,1021,29,,,,,,
"['22:00', '10/08']",10/08 22:00,150,5,,NIL,9999,,,,,NIL,3,25,09,1021,36,,,,,,
"['23:00', '10/08']",10/08 23:00,160,4,,NIL,9999,,,,,NIL,3,23,10,1021,44,,,,,,
"['00:00', '11/08']",11/08 00:00,180,4,,180,9999,,,,,NIL,3,23,09,1022,41,,,,,,
"['01:00', '11/08']",11/08 01:00,VRB,3,,NIL,9999,,,,,NIL,2,20,10,1022,53,,,,,,
"['02:00', '11/08']",11/08 02:00,VRB,2,,NIL,9999,,,,,NIL,3,19,10,1022,56,,,,,,
"['03:00', '11/08']",11/08 03:00,0,0,,NIL,9999,,,,,NIL,NIL,17,10,1023,63,,,,,,
"['04:00', '11/08']",11/08 04:00,270,2,,NIL,9999,,,,,NIL,NIL,16,10,1022,68,,,,,,
"['05:00', '11/08']",11/08 05:00,VRB,1,,NIL,9999,,,,,NIL,NIL,16,10,1021,68,,,,,,
"['06:00', '11/08']",11/08 06:00,0,0,,NIL,9999,,,,,NIL,NIL,15,10,1021,72,,,,,,
"['07:00', '11/08']",11/08 07:00,260,2,,NIL,9999,,,,,NIL,NIL,14,10,1021,77,,,,,,
"['08:00', '11/08']",11/08 08:00,0,0,,NIL,9999,,,,,NIL,NIL,13,10,1021,82,,,,,,
"['09:00', '11/08']",11/08 09:00,190,2,,NIL,9999,,,,,NIL,NIL,13,10,1021,82,,,,,,
"['10:00', '11/08']",11/08 10:00,10,1,,NIL,9999,,,,,NIL,NIL,13,10,1022,82,,,,,,
"['11:00', '11/08']",11/08 11:00,30,3,,NIL,9999,,,,,NIL,NIL,16,11,1022,72,,,,,,
"['12:00', '11/08']",11/08 12:00,300,1,,NIL,9999,,,,,NIL,NIL,21,11,1023,53,,,,,,
"['13:00', '11/08']",11/08 13:00,80,6,,NIL,9999,,,,,NIL,NIL,24,11,1023,44,,,,,,
"['14:00', '11/08']",11/08 14:00,50,7,,50,9999,,,,,NIL,NIL,26,10,1023,37,,,,,,
"['15:00', '11/08']",11/08 15:00,350,5,,NIL,9999,,,,,4000,5,27,09,1022,32,,,,,,
"['16:00', '11/08']",11/08 16:00,10,5,,NIL,9999,,,,,4000,5,28,08,1021,28,,,,,,
"['17:00', '11/08']",11/08 17:00,150,5,,NIL,9999,,,,,4000,5,28,09,1020,30,,,,,,
"['18:00', '11/08']",11/08 18:00,150,3,,NIL,9999,,,,,8000,5,28,08,1019,28,,,,,,
"['19:00', '11/08']",11/08 19:00,180,6,,180,9999,,,,,NIL,3,28,08,1019,28,,,,,,
"['20:00', '11/08']",11/08 20:00,200,4,,200,9999,,,,,NIL,3,28,08,1019,28,,,,,,
"['21:00', '11/08']",11/08 21:00,160,6,,NIL,9999,,,,,NIL,3,27,08,1019,30,,,,,,
"['22:00', '11/08']",11/08 22:00,190,6,,NIL,9999,,,,,NIL,3,25,08,1019,34,,,,,,
"['23:00', '11/08']",11/08 23:00,170,5,,NIL,9999,,,,,NIL,3,23,08,1020,38,,,,,,
"['00:00', '12/08']",12/08 00:00,160,3,,170,9999,,,,,NIL,NIL,23,08,1020,38,,,,,,
"['01:00', '12/08']",12/08 01:00,250,3,,NIL,9999,,,,,,NIL,19,08,1021,49,,,,,,
"['02:00', '12/08']",12/08 02:00,VRB,1,,NIL,9999,,,,,,NIL,19,09,1021,52,,,,,,
"['03:00', '12/08']",12/08 03:00,190,4,,NIL,9999,,,,,,NIL,21,07,1021,40,,,,,,
"['04:00', '12/08']",12/08 04:00,240,4,,NIL,9999,,,,,,NIL,18,08,1021,52,,,,,,
"['05:00', '12/08']",12/08 05:00,200,1,,NIL,9999,,,,,,NIL,15,08,1020,63,,,,,,
"['06:00', '12/08']",12/08 06:00,VRB,1,,NIL,9999,,,,,,NIL,15,08,1020,63,,,,,,
"['07:00', '12/08']",12/08 07:00,VRB,1,,NIL,9999,,,,,,NIL,14,09,1020,72,,,,,,
"['08:00', '12/08']",12/08 08:00,VRB,1,,NIL,9999,,,,,,NIL,13,09,1020,77,,,,,,
"['09:00', '12/08']",12/08 09:00,VRB,1,,NIL,9999,,,,,,NIL,12,08,1020,76,,,,,,
"['10:00', '12/08']",12/08 10:00,240,2,,NIL,9999,,,,,,NIL,13,08,1021,72,,,,,,
"['11:00', '12/08']",12/08 11:00,50,1,,NIL,9999,,,,,,NIL,17,09,1022,59,,,,,,
"['12:00', '12/08']",12/08 12:00,30,3,,NIL,9999,,,,,,NIL,21,10,1022,49,,,,,,
"['13:00', '12/08']",12/08 13:00,80,12,,NIL,9999,,,,,,NIL,25,08,1023,34,,,,,,
"['14:00', '12/08']",12/08 14:00,40,9,,NIL,9999,,,,,,NIL,26,09,1022,34,,,,,,
"['15:00', '12/08']",12/08 15:00,30,6,,NIL,9999,,,,,,NIL,27,07,1022,28,,,,,,
"['16:00', '12/08']",12/08 16:00,20,8,,NIL,9999,,,,,,NIL,28,07,1021,27,,,,,,
"['17:00', '12/08']",12/08 17:00,10,6,,NIL,9999,,,,,,2,29,08,1020,27,,,,,,
"['18:00', '12/08']",12/08 18:00,60,5,,225,9999,,,,,,2,29,07,1019,25,,,,,,
"['19:00', '12/08']",12/08 19:00,80,6,,90,9999,,,,,,2,29,06,1019,23,,,,,,
"['20:00', '12/08']",12/08 20:00,110,7,,110,9999,,,,,,2,28,06,1019,25,,,,,,
"['21:00', '12/08']",12/08 21:00,120,8,,NIL,9999,,,,,,NIL,27,07,1019,28,,,,,,
"['22:00', '12/08']",12/08 22:00,100,8,,NIL,9999,,,,,,NIL,25,07,1020,32,,,,,,
"['23:00', '12/08']",12/08 23:00,100,9,,NIL,9999,,,,,,NIL,24,07,1020,34,,,,,,
"['00:00', '13/08']",13/08 00:00,80,5,,NIL,9999,,,,,,NIL,22,07,1021,38,,,,,,
"['01:00', '13/08']",13/08 01:00,110,5,,105,9999,,,,,,,22,07,1022,38,,,,,,
"['02:00', '13/08']",13/08 02:00,70,4,,NIL,9999,,,,,,,20,07,1022,43,,,,,,
"['03:00', '13/08']",13/08 03:00,30,2,,NIL,9999,,,,,,,19,07,1022,46,,,,,,
"['04:00', '13/08']",13/08 04:00,280,2,,NIL,9999,,,,,,,16,08,1021,59,,,,,,
"['05:00', '13/08']",13/08 05:00,260,2,,NIL,9999,,,,,,,17,08,1021,55,,,,,,
"['06:00', '13/08']",13/08 06:00,0,0,,NIL,9999,,,,,,,18,07,1021,49,,,,,,
"['07:00', '13/08']",13/08 07:00,260,1,,NIL,9999,,,,,,,15,07,1021,59,,,,,,
"['08:00', '13/08']",13/08 08:00,0,0,,NIL,9999,,,,,,,13,07,1021,67,,,,,,
"['09:00', '13/08']",13/08 09:00,0,0,,NIL,9999,,,,,,,15,07,1021,59,,,,,,
"['10:00', '13/08']",13/08 10:00,VRB,2,,NIL,9999,,,,,,,15,08,1022,63,,,,,,
"['11:00', '13/08']",13/08 11:00,130,2,,NIL,9999,,,,,,,18,08,1023,52,,,,,,
"['12:00', '13/08']",13/08 12:00,60,8,,NIL,9999,,,,,,,20,09,1024,49,,,,,,
"['13:00', '13/08']",13/08 13:00,50,11,,NIL,9999,,,,,,,22,08,1024,41,,,,,,
"['14:00', '13/08']",13/08 14:00,60,10,,65,9999,,,,,,,23,08,1024,38,,,,,,
"['15:00', '13/08']",13/08 15:00,50,9,,50,9999,,,,,,,25,09,1023,36,,,,,,
"['16:00', '13/08']",13/08 16:00,50,9,,55,9999,,,,,,,26,08,1022,32,,,,,,
"['17:00', '13/08']",13/08 17:00,30,7,,180,9999,,,,,,,28,08,1021,28,,,,,,
"['18:00', '13/08']",13/08 18:00,VRB,6,,NIL,9999,,,,,,,27,08,1020,30,,,,,,
"['19:00', '13/08']",13/08 19:00,60,8,,NIL,9999,,,,,,,28,07,1020,27,,,,,,
"['20:00', '13/08']",13/08 20:00,100,7,,105,9999,,,,,,,27,07,1020,28,,,,,,
"['21:00', '13/08']",13/08 21:00,100,7,,NIL,9999,,,,,,,26,07,1020,30,,,,,,
"['22:00', '13/08']",13/08 22:00,110,8,,NIL,9999,,,,,,,24,06,1021,31,,,,,,
"['23:00', '13/08']",13/08 23:00,100,8,,NIL,9999,,,,,,,23,06,1021,33,,,,,,
"['00:00', '14/08']",14/08 00:00,80,6,,NIL,9999,,,,,,,21,07,1022,40,,,,,,
"['01:00', '14/08']",14/08 01:00,90,8,,NIL,9999,,,,,,,20,07,1022,43,,,,,,
"['02:00', '14/08']",14/08 02:00,70,5,,NIL,9999,,,,,,,16,07,1022,55,,,,,,
"['03:00', '14/08']",14/08 03:00,VRB,2,,NIL,9999,,,,,,,18,07,1023,49,,,,,,
"['04:00', '14/08']",14/08 04:00,0,0,,NIL,9999,,,,,,,16,08,1023,59,,,,,,
"['05:00', '14/08']",14/08 05:00,VRB,2,,NIL,9999,,,,,,,14,08,1022,67,,,,,,
"['06:00', '14/08']",14/08 06:00,VRB,1,,NIL,9999,,,,,,,13,08,1022,72,,,,,,
"['07:00', '14/08']",14/08 07:00,160,4,,NIL,9999,,,,,,,15,08,1022,63,,,,,,
"['08:00', '14/08']",14/08 08:00,280,2,,NIL,9999,,,,,,,12,08,1022,76,,,,,,
"['09:00', '14/08']",14/08 09:00,VRB,2,,NIL,9999,,,,,,,12,08,1022,76,,,,,,
"['10:00', '14/08']",14/08 10:00,250,1,,NIL,9999,,,,,,,12,08,1023,76,,,,,,
"['11:00', '14/08']",14/08 11:00,50,4,,NIL,9999,,,,,,,17,09,1024,59,,,,,,
"['12:00', '14/08']",14/08 12:00,50,9,,NIL,9999,,,,,,,20,09,1024,49,,,,,,
"['13:00', '14/08']",14/08 13:00,50,10,,NIL,9999,,,,,,,22,09,1024,43,,,,,,
"['14:00', '14/08']",14/08 14:00,50,10,,220,9999,,,,,,,25,09,1024,36,,,,,,
"['15:00', '14/08']",14/08 15:00,60,9,,60,9999,,,,,,,26,08,1023,32,,,,,,
"['16:00', '14/08']",14/08 16:00,80,8,,NIL,9999,,,,,,,27,07,1022,28,,,,,,
"['17:00', '14/08']",14/08 17:00,190,5,,NIL,9999,,,,,,,28,06,1021,25,,,,,,
"['18:00', '14/08']",14/08 18:00,160,6,,NIL,9999,,,,,,,28,04,1021,22,,,,,,
"['19:00', '14/08']",14/08 19:00,VRB,4,,NIL,9999,,,,,,,29,04,1021,20,,,,,,
"['20:00', '14/08']",14/08 20:00,130,7,,NIL,9999,,,,,,,28,03,1021,20,,,,,,
"['21:00', '14/08']",14/08 21:00,110,6,,NIL,9999,,,,,,,27,04,1021,23,,,,,,
"['22:00', '14/08']",14/08 22:00,110,7,,NIL,9999,,,,,,,25,04,1021,26,,,,,,
"['23:00', '14/08']",14/08 23:00,120,6,,NIL,9999,,,,,,,24,05,1022,29,,,,,,
"['00:00', '15/08']",15/08 00:00,VRB,1,,NIL,9999,,,,,,,21,06,1022,38,,,,,,
"['01:00', '15/08']",15/08 01:00,0,0,NIL,NIL,9999,,,,,,,18,07,1022,49,,,,,,
"['02:00', '15/08']",15/08 02:00,0,0,NIL,NIL,9999,,,,,,,17,07,1022,52,,,,,,
"['03:00', '15/08']",15/08 03:00,200,2,NIL,NIL,9999,,,,,,,18,07,1022,49,,,,,,
"['04:00', '15/08']",15/08 04:00,200,3,NIL,NIL,9999,,,,,,,14,09,1021,72,,,,,,
"['05:00', '15/08']",15/08 05:00,270,1,NIL,NIL,9999,,,,,,,14,07,1021,63,,,,,,
"['06:00', '15/08']",15/08 06:00,170,1,NIL,NIL,9999,,,,,,,13,07,1021,67,,,,,,
"['07:00', '15/08']",15/08 07:00,220,1,NIL,NIL,9999,,,,,,,13,07,1020,67,,,,,,
"['08:00', '15/08']",15/08 08:00,260,3,NIL,NIL,9999,,,,,,,12,07,1020,71,,,,,,
"['09:00', '15/08']",15/08 09:00,260,2,NIL,NIL,9999,,,,,,,12,08,1021,76,,,,,,
"['10:00', '15/08']",15/08 10:00,240,3,NIL,NIL,9999,,,,,,,13,08,1021,72,,,,,,
"['11:00', '15/08']",15/08 11:00,VRB,2,NIL,NIL,9999,,,,,,,17,09,1022,59,,,,,,
"['12:00', '15/08']",15/08 12:00,VRB,2,NIL,NIL,9999,,,,,,,22,09,1022,43,,,,,,
"['13:00', '15/08']",15/08 13:00,60,9,NIL,NIL,9999,,,,,,,25,09,1022,36,,,,,,
"['14:00', '15/08']",15/08 14:00,70,9,NIL,NIL,9999,,,,,,,27,08,1022,30,,,,,,
"['15:00', '15/08']",15/08 15:00,70,10,NIL,NIL,9999,,,,,,,28,07,1021,27,,,,,,
"['16:00', '15/08']",15/08 16:00,100,9,NIL,125,9999,,,,,,,28,06,1020,25,,,,,,
"['17:00', '15/08']",15/08 17:00,150,7,NIL,NIL,9999,,,,,,,29,05,1019,22,,,,,,
"['18:00', '15/08']",15/08 18:00,90,6,18,NIL,9999,,,,,,,29,05,1018,22,,,,,,
"['19:00', '15/08']",15/08 19:00,140,8,NIL,130,9999,,,,,,,29,05,1018,22,,,,,,
"['20:00', '15/08']",15/08 20:00,100,10,NIL,NIL,9999,,,,,,,29,05,1018,22,,,,,,
"['21:00', '15/08']",15/08 21:00,110,7,NIL,NIL,9999,,,,,,,27,06,1019,26,,,,,,
"['22:00', '15/08']",15/08 22:00,110,7,NIL,NIL,9999,,,,,,,26,07,1019,30,,,,,,
"['23:00', '15/08']",15/08 23:00,120,7,NIL,130,9999,,,,,,,25,06,1020,30,,,,,,
"['00:00', '16/08']",16/08 00:00,80,3,NIL,NIL,9999,,,,,,,23,07,1020,36,,,,,,
"['01:00', '16/08']",16/08 01:00,VRB,1,,NIL,9999,,,,,,,21,08,1021,43,,,,,,
"['02:00', '16/08']",16/08 02:00,VRB,2,,NIL,9999,,,,,,,19,08,1021,49,,,,,,
"['03:00', '16/08']",16/08 03:00,200,3,,NIL,9999,,,,,,,18,08,1020,52,,,,,,
"['04:00', '16/08']",16/08 04:00,VRB,1,,NIL,9999,,,,,,,16,08,1020,59,,,,,,
"['05:00', '16/08']",16/08 05:00,0,0,,NIL,9999,,,,,,,15,08,1019,63,,,,,,
"['06:00', '16/08']",16/08 06:00,250,3,,NIL,9999,,,,,,,15,09,1019,67,,,,,,
"['07:00', '16/08']",16/08 07:00,VRB,2,,NIL,9999,,,,,,,16,08,1019,59,,,,,,
"['08:00', '16/08']",16/08 08:00,VRB,1,,NIL,9999,,,,,,,13,08,1019,72,,,,,,
"['09:00', '16/08']",16/08 09:00,VRB,2,,NIL,9999,,,,,,,13,08,1020,72,,,,,,
"['10:00', '16/08']",16/08 10:00,280,2,,NIL,9999,,,,,,,13,08,1020,72,,,,,,
"['11:00', '16/08']",16/08 11:00,320,2,,NIL,9999,,,,,,,17,09,1021,59,,,,,,
"['12:00', '16/08']",16/08 12:00,30,4,,215,9999,,,,,,,21,10,1022,49,,,,,,
"['13:00', '16/08']",16/08 13:00,40,9,,NIL,9999,,,,,,,24,09,1022,38,,,,,,
"['14:00', '16/08']",16/08 14:00,40,9,,NIL,9999,,,,,,,26,08,1022,32,,,,,,
"['15:00', '16/08']",16/08 15:00,50,10,,NIL,9999,,,,,,,27,08,1021,30,,,,,,
"['16:00', '16/08']",16/08 16:00,40,9,,220,9999,,,,,,,28,06,1020,25,,,,,,
"['17:00', '16/08']",16/08 17:00,20,9,,185,9999,,,,,,,28,06,1019,25,,,,,,
"['18:00', '16/08']",16/08 18:00,80,7,,NIL,9999,,,,,,,29,05,1019,22,,,,,,
"['19:00', '16/08']",16/08 19:00,30,8,,NIL,9999,,,,,,,28,06,1019,25,,,,,,
"['20:00', '16/08']",16/08 20:00,60,8,,NIL,9999,,,,,,,28,06,1019,25,,,,,,
"['21:00', '16/08']",16/08 21:00,60,4,,NIL,9999,,,,,,,27,06,1019,26,,,,,,
"['22:00', '16/08']",16/08 22:00,80,4,,NIL,9999,,,,,,,25,06,1020,30,,,,,,
"['23:00', '16/08']",16/08 23:00,60,5,,NIL,9999,,,,,,,24,06,1020,31,,,,,,
"['00:00', '17/08']",17/08 00:00,100,3,,NIL,9999,,,,,,,23,06,1021,33,,,,,,
"['01:00', '17/08']",17/08 01:00,60,1,,NIL,9999,,,,,,NIL,19,08,1022,49,,,,,,
"['02:00', '17/08']",17/08 02:00,250,1,,NIL,9999,,,,,,NIL,18,08,1022,52,,,,,,
"['03:00', '17/08']",17/08 03:00,VRB,1,,NIL,9999,,,,,,NIL,17,08,1022,55,,,,,,
"['04:00', '17/08']",17/08 04:00,250,1,,NIL,9999,,,,,,NIL,16,07,1021,55,,,,,,
"['05:00', '17/08']",17/08 05:00,250,2,,NIL,9999,,,,,,NIL,15,07,1021,59,,,,,,
"['06:00', '17/08']",17/08 06:00,VRB,1,,NIL,9999,,,,,,NIL,14,08,1020,67,,,,,,
"['07:00', '17/08']",17/08 07:00,VRB,1,,NIL,9999,,,,,,NIL,14,08,1020,67,,,,,,
"['08:00', '17/08']",17/08 08:00,280,2,,NIL,9999,,,,,,NIL,12,08,1020,76,,,,,,
"['09:00', '17/08']",17/08 09:00,VRB,1,,NIL,9999,,,,,,NIL,13,08,1021,72,,,,,,
"['10:00', '17/08']",17/08 10:00,VRB,2,,NIL,9999,,,,,,NIL,12,08,1022,76,,,,,,
"['11:00', '17/08']",17/08 11:00,VRB,2,,NIL,9999,,,,,,NIL,18,09,1022,56,,,,,,
"['12:00', '17/08']",17/08 12:00,50,7,,50,9999,,,,,,NIL,22,09,1023,43,,,,,,
"['13:00', '17/08']",17/08 13:00,50,9,,NIL,9999,,,,,,NIL,25,08,1024,34,,,,,,
"['14:00', '17/08']",17/08 14:00,50,10,,NIL,9999,,,,,,NIL,26,09,1023,34,,,,,,
"['15:00', '17/08']",17/08 15:00,60,11,,60,9999,,,,,,NIL,28,08,1023,28,,,,,,
"['16:00', '17/08']",17/08 16:00,60,9,,70,9999,,,,,,NIL,28,08,1022,28,,,,,,
"['17:00', '17/08']",17/08 17:00,100,12,,NIL,9999,,,,,,NIL,29,07,1021,25,,,,,,
"['18:00', '17/08']",17/08 18:00,110,12,,NIL,9999,,,,,,3,29,07,1021,25,,,,,,
"['19:00', '17/08']",17/08 19:00,100,14,,NIL,9999,,,,,,NIL,29,07,1020,25,,,,,,
"['20:00', '17/08']",17/08 20:00,120,11,,NIL,9999,,,,,,NIL,28,07,1021,27,,,,,,
"['21:00', '17/08']",17/08 21:00,90,8,,NIL,9999,,,,,,NIL,27,08,1021,30,,,,,,
"['22:00', '17/08']",17/08 22:00,100,8,,NIL,9999,,,,,,NIL,26,08,1022,32,,,,,,
"['23:00', '17/08']",17/08 23:00,100,7,,NIL,9999,,,,,,NIL,24,08,1023,36,,,,,,
"['00:00', '18/08']",18/08 00:00,80,5,,NIL,9999,,,,,,NIL,22,09,1023,43,,,,,,
"['01:00', '18/08']",18/08 01:00,60,3,NIL,NIL,9999,,,,,,NIL,21,09,1024,46,,,,,,
"['02:00', '18/08']",18/08 02:00,0,0,NIL,NIL,9999,,,,,,NIL,20,09,1024,49,,,,,,
"['03:00', '18/08']",18/08 03:00,0,0,NIL,NIL,9999,,,,,,NIL,19,10,1023,56,,,,,,
"['04:00', '18/08']",18/08 04:00,190,1,NIL,NIL,9999,,,,,,NIL,18,09,1023,56,,,,,,
"['05:00', '18/08']",18/08 05:00,0,0,NIL,NIL,9999,,,,,,NIL,16,09,1022,63,,,,,,
"['06:00', '18/08']",18/08 06:00,0,0,NIL,NIL,9999,,,,,,NIL,15,09,1022,67,,,,,,
"['07:00', '18/08']",18/08 07:00,250,1,NIL,NIL,9999,,,,,,NIL,15,09,1022,67,,,,,,
"['08:00', '18/08']",18/08 08:00,0,0,NIL,NIL,9999,,,,,,NIL,15,09,1022,67,,,,,,
"['09:00', '18/08']",18/08 09:00,190,2,NIL,NIL,9999,,,,,,NIL,14,09,1023,72,,,,,,
"['10:00', '18/08']",18/08 10:00,VRB,2,NIL,NIL,9999,,,,,,NIL,13,09,1023,77,,,,,,
"['11:00', '18/08']",18/08 11:00,VRB,1,NIL,NIL,9999,,,,,,NIL,19,10,1024,56,,,,,,
"['12:00', '18/08']",18/08 12:00,70,9,NIL,NIL,9999,,,,,,NIL,22,10,1025,46,,,,,,
"['13:00', '18/08']",18/08 13:00,80,11,NIL,70,9999,,,,,,NIL,23,10,1025,44,,,,,,
"['14:00', '18/08']",18/08 14:00,70,12,23,70,9999,,,,,,NIL,25,09,1025,36,,,,,,
"['15:00', '18/08']",18/08 15:00,90,13,24,95,9999,,,,,,2,26,09,1024,34,,,,,,
"['16:00', '18/08']",18/08 16:00,90,14,24,100,9999,,,,,,2,27,08,1023,30,,,,,,
"['17:00', '18/08']",18/08 17:00,100,16,NIL,95,9999,,,,,,2,28,07,1022,27,,,,,,
"['18:00', '18/08']",18/08 18:00,100,15,NIL,110,9999,,,,,,NIL,28,06,1021,25,,,,,,
"['19:00', '18/08']",18/08 19:00,80,14,NIL,NIL,9999,,,,,,NIL,27,06,1021,26,,,,,,
"['20:00', '18/08']",18/08 20:00,90,16,NIL,NIL,9999,,,,,,NIL,27,06,1021,26,,,,,,
"['21:00', '18/08']",18/08 21:00,80,10,NIL,NIL,9999,,,,,,NIL,26,06,1021,28,,,,,,
"['22:00', '18/08']",18/08 22:00,110,8,NIL,NIL,9999,,,,,,NIL,24,06,1021,31,,,,,,
"['23:00', '18/08']",18/08 23:00,100,7,NIL,NIL,9999,,,,,,NIL,23,06,1022,33,,,,,,
"['00:00', '19/08']",19/08 00:00,80,5,NIL,NIL,9999,,,,,,NIL,20,06,1023,40,,,,,,
"['01:00', '19/08']",19/08 01:00,90,4,NIL,NIL,9999,,,,,,NIL,20,06,1023,40,,,,,,
"['02:00', '19/08']",19/08 02:00,70,2,NIL,NIL,9999,,,,,,NIL,18,06,1023,45,,,,,,
"['03:00', '19/08']",19/08 03:00,100,5,NIL,NIL,9999,,,,,,NIL,18,06,1023,45,,,,,,
"['04:00', '19/08']",19/08 04:00,70,4,NIL,NIL,9999,,,,,,NIL,17,06,1022,48,,,,,,
"['05:00', '19/08']",19/08 05:00,280,2,NIL,NIL,9999,,,,,,NIL,14,06,1022,59,,,,,,
"['06:00', '19/08']",19/08 06:00,10,1,NIL,NIL,9999,,,,,,NIL,15,06,1021,55,,,,,,
"['07:00', '19/08']",19/08 07:00,70,3,NIL,NIL,9999,,,,,,NIL,16,06,1021,51,,,,,,
"['08:00', '19/08']",19/08 08:00,80,3,NIL,NIL,9999,,,,,,NIL,16,06,1021,51,,,,,,
"['09:00', '19/08']",19/08 09:00,50,1,NIL,NIL,9999,,,,,,NIL,13,06,1021,62,,,,,,
"['10:00', '19/08']",19/08 10:00,VRB,1,NIL,NIL,9999,,,,,,NIL,14,07,1022,63,,,,,,
"['11:00', '19/08']",19/08 11:00,70,6,NIL,NIL,9999,,,,,,NIL,18,09,1023,56,,,,,,
"['12:00', '19/08']",19/08 12:00,50,11,NIL,NIL,9999,,,,,,NIL,20,10,1023,53,,,,,,
"['13:00', '19/08']",19/08 13:00,50,11,NIL,NIL,9999,,,,,,NIL,21,11,1023,53,,,,,,
"['14:00', '19/08']",19/08 14:00,70,15,NIL,NIL,9999,,,,,,3,24,09,1022,38,,,,,,
"['15:00', '19/08']",19/08 15:00,40,14,NIL,75,9999,,,,,,3,24,09,1022,38,,,,,,
"['16:00', '19/08']",19/08 16:00,70,12,NIL,NIL,9999,,,,,,NIL,26,09,1021,34,,,,,,
"['17:00', '19/08']",19/08 17:00,70,15,NIL,NIL,9999,,,,,,NIL,26,09,1020,34,,,,,,
"['18:00', '19/08']",19/08 18:00,60,12,NIL,55,9999,,,,,,NIL,27,09,1019,32,,,,,,
"['19:00', '19/08']",19/08 19:00,90,13,23,95,9999,,,,,,NIL,26,08,1018,32,,,,,,
"['20:00', '19/08']",19/08 20:00,60,12,NIL,NIL,9999,,,,,,NIL,26,08,1018,32,,,,,,
"['21:00', '19/08']",19/08 21:00,70,10,NIL,NIL,9999,,,,,,NIL,25,08,1019,34,,,,,,
"['22:00', '19/08']",19/08 22:00,100,7,NIL,NIL,9999,,,,,,NIL,23,08,1019,38,,,,,,
"['23:00', '19/08']",19/08 23:00,80,6,NIL,NIL,9999,,,,,,NIL,21,09,1020,46,,,,,,
"['00:00', '20/08']",20/08 00:00,80,5,NIL,NIL,9999,,,,,,NIL,21,09,1020,46,,,,,,
"['01:00', '20/08']",20/08 01:00,70,5,NIL,NIL,9999,,,,,,NIL,20,08,1021,46,,,,,,
"['02:00', '20/08']",20/08 02:00,80,7,NIL,NIL,9999,,,,,,NIL,19,08,1021,49,,,,,,
"['03:00', '20/08']",20/08 03:00,60,5,NIL,NIL,9999,,,,,,NIL,18,08,1021,52,,,,,,
"['04:00', '20/08']",20/08 04:00,60,2,NIL,NIL,9999,,,,,,NIL,17,08,1020,55,,,,,,
"['05:00', '20/08']",20/08 05:00,110,4,NIL,NIL,9999,,,,,,NIL,18,07,1020,49,,,,,,
"['06:00', '20/08']",20/08 06:00,60,2,NIL,NIL,9999,,,,,,NIL,15,07,1019,59,,,,,,
"['07:00', '20/08']",20/08 07:00,70,3,NIL,NIL,9999,,,,,,NIL,16,08,1019,59,,,,,,
"['08:00', '20/08']",20/08 08:00,80,3,NIL,NIL,9999,,,,,,NIL,16,06,1019,51,,,,,,
"['09:00', '20/08']",20/08 09:00,60,4,NIL,50,9999,,,,,,NIL,15,07,1020,59,,,,,,
"['10:00', '20/08']",20/08 10:00,50,4,NIL,NIL,9999,,,,,,NIL,15,08,1021,63,,,,,,
"['11:00', '20/08']",20/08 11:00,50,8,NIL,NIL,9999,,,,,,NIL,18,08,1021,52,,,,,,
"['12:00', '20/08']",20/08 12:00,50,14,NIL,NIL,9999,,,,,,NIL,20,10,1022,53,,,,,,
"['13:00', '20/08']",20/08 13:00,50,13,NIL,NIL,9999,,,,,,NIL,21,10,1023,49,,,,,,
"['14:00', '20/08']",20/08 14:00,60,9,NIL,NIL,9999,,,,,,2,23,10,1022,44,,,,,,
"['15:00', '20/08']",20/08 15:00,80,10,NIL,70,9999,,,,,,2,24,10,1021,41,,,,,,
"['16:00', '20/08']",20/08 16:00,40,5,15,60,9999,,,,,,2,24,09,1020,38,,,,,,
"['17:00', '20/08']",20/08 17:00,40,8,NIL,225,9999,,,,,,NIL,26,09,1019,34,,,,,,
"['18:00', '20/08']",20/08 18:00,40,9,NIL,190,9999,,,,,,NIL,26,08,1018,32,,,,,,
