validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,teto,cobertura,tt,po,qnh,ur,vnt_rajada,chuva,nevoa_umida,trovoada,vis_setor,vis_setor_dir,nevoa_seca,nevoeiro,chuvisco,pancada
"['23:00', '23/02']",23/02 23:00,170,7,175,9999,NIL,3,26,20,1012,70,,NIL,NIL,NIL,,,,,,
"['00:00', '24/02']",24/02 00:00,180,4,195,9999,NIL,2,26,21,1014,74,,NIL,NIL,NIL,,,,,,
"['01:00', '24/02']",24/02 01:00,130,7,NIL,9999,NIL,3,25,20,1014,74,,,,,,,,,,
"['02:00', '24/02']",24/02 02:00,150,8,145,9999,10000,5,25,21,1014,79,,,,,,,,,,
"['03:00', '24/02']",24/02 03:00,160,8,150,9999,3300,5,24,20,1014,78,,,,,,,,,,
"['04:00', '24/02']",24/02 04:00,150,7,150,9999,3500,5,24,16,1014,61,,,,,,,,,,
"['05:00', '24/02']",24/02 05:00,150,7,155,9999,4000,5,24,16,1013,61,,,,,,,,,,
"['06:00', '24/02']",24/02 06:00,140,4,140,9999,4000,5,23,16,1013,65,,,,,,,,,,
"['08:00', '24/02']",24/02 08:00,VRB,2,NIL,9999,NIL,3,22,15,1013,65,,,,,,,,,,
"['09:00', '24/02']",24/02 09:00,190,3,220,9999,4000,5,21,15,1014,69,,,,,,,,,,
"['10:00', '24/02']",24/02 10:00,170,4,170,9999,NIL,3,22,14,1015,60,,,,,,,,,,
"['11:00', '24/02']",24/02 11:00,150,5,145,9999,4500,5,24,13,1015,50,,,,,,,,,,
"['12:00', '24/02']",24/02 12:00,110,6,110,9999,NIL,2,26,13,1016,45,,,,,,,,,,
"['13:00', '24/02']",24/02 13:00,100,6,105,9999,NIL,NIL,27,11,1016,37,,,,,,,,,,
"['14:00', '24/02']",24/02 14:00,90,4,100,9999,NIL,NIL,28,10,1016,32,,,,,,,,,,
"['15:00', '24/02']",24/02 15:00,VRB,2,NIL,9999,NIL,NIL,29,09,1015,29,,,,,,,,,,
"['16:00', '24/02']",24/02 16:00,VRB,3,NIL,9999,NIL,2,30,14,1014,38,,,,,,,,,,
"['17:00', '24/02']",24/02 17:00,260,11,NIL,9999,NIL,2,29,14,1014,40,,,,,,,,,,
"['18:00', '24/02']",24/02 18:00,250,6,255,9999,NIL,2,29,14,1013,40,,,,,,,,,,
"['19:00', '24/02']",24/02 19:00,180,10,170,9999,NIL,2,30,15,1012,40,,,,,,,,,,
"['20:00', '24/02']",24/02 20:00,160,12,NIL,9999,NIL,2,28,14,1012,42,,,,,,,,,,
"['21:00', '24/02']",24/02 21:00,140,9,135,9999,NIL,NIL,28,15,1012,45,,,,,,,,,,
"['22:00', '24/02']",24/02 22:00,130,10,NIL,9999,NIL,NIL,26,17,1013,58,,,,,,,,,,
"['23:00', '24/02']",24/02 23:00,130,10,NIL,9999,NIL,NIL,25,18,1013,65,,,,,,,,,,
"['00:00', '25/02']",25/02 00:00,110,10,110,9999,NIL,NIL,24,17,1014,65,,,,,,,,,,
"['01:00', '25/02']",25/02 01:00,120,8,120,9999,NIL,NIL,23,17,1014,69,,,,,,,,,,
"['02:00', '25/02']",25/02 02:00,110,9,NIL,9999,NIL,NIL,23,17,1014,69,,,,,,,,,,
"['03:00', '25/02']",25/02 03:00,120,8,NIL,9999,NIL,NIL,22,18,1014,78,,,,,,,,,,
"['04:00', '25/02']",25/02 04:00,110,5,NIL,9999,NIL,NIL,22,18,1014,78,,,,,,,,,,
"['06:00', '25/02']",25/02 06:00,140,6,NIL,9999,NIL,NIL,22,18,1014,78,,,,,,,,,,
"['07:00', '25/02']",25/02 07:00,130,6,NIL,9999,NIL,NIL,22,18,1013,78,,,,,,,,,,
"['08:00', '25/02']",25/02 08:00,60,5,NIL,9999,NIL,NIL,20,20,1013,100,,,,,,,,,,
"['09:00', '25/02']",25/02 09:00,70,4,NIL,9999,NIL,NIL,20,20,1014,100,,,,,,,,,,
"['10:00', '25/02']",25/02 10:00,VRB,1,NIL,9999,NIL,NIL,20,20,1015,100,,,,,,,,,,
"['11:00', '25/02']",25/02 11:00,80,3,NIL,9999,NIL,NIL,23,20,1015,83,,,,,,,,,,
"['12:00', '25/02']",25/02 12:00,100,8,105,9999,NIL,3,25,19,1015,69,,,,,,,,,,
"['14:00', '25/02']",25/02 14:00,110,10,NIL,9999,3000,5,28,17,1015,51,,,,,,,,,,
"['15:00', '25/02']",25/02 15:00,110,7,120,9999,4000,5,29,17,1015,48,,,,,,,,,,
"['16:00', '25/02']",25/02 16:00,120,9,NIL,9999,4000,5,30,15,1014,40,,,,,,,,,,
"['17:00', '25/02']",25/02 17:00,130,10,120,9999,NIL,3,30,16,1014,43,,,,,,,,,,
"['18:00', '25/02']",25/02 18:00,110,12,110,9999,NIL,3,30,16,1013,43,,,,,,,,,,
"['19:00', '25/02']",25/02 19:00,110,12,120,9999,NIL,3,30,14,1012,38,,,,,,,,,,
"['20:00', '25/02']",25/02 20:00,120,13,120,9999,NIL,3,29,16,1012,45,,,,,,,,,,
"['21:00', '25/02']",25/02 21:00,110,15,NIL,9999,NIL,2,28,15,1013,45,,,,,,,,,,
"['22:00', '25/02']",25/02 22:00,110,12,NIL,9999,NIL,NIL,26,13,1013,45,,,,,,,,,,
"['23:00', '25/02']",25/02 23:00,120,11,NIL,9999,NIL,NIL,24,17,1014,65,,,,,,,,,,
"['00:00', '26/02']",26/02 00:00,120,11,NIL,9999,NIL,NIL,23,18,1014,73,,,,,,,,,,
"['01:00', '26/02']",26/02 01:00,120,11,NIL,9999,,NIL,23,18,1015,73,,,,,,,,,,
"['02:00', '26/02']",26/02 02:00,110,12,NIL,9999,,NIL,23,18,1015,73,,,,,,,,,,
"['03:00', '26/02']",26/02 03:00,100,10,NIL,9999,,NIL,22,18,1015,78,,,,,,,,,,
"['04:00', '26/02']",26/02 04:00,110,8,NIL,9999,,NIL,22,17,1015,73,,,,,,,,,,
"['05:00', '26/02']",26/02 05:00,110,9,NIL,9999,,NIL,21,17,1014,78,,,,,,,,,,
"['06:00', '26/02']",26/02 06:00,110,8,NIL,9999,,NIL,21,17,1014,78,,,,,,,,,,
"['07:00', '26/02']",26/02 07:00,120,6,NIL,9999,,NIL,21,17,1014,78,,,,,,,,,,
"['08:00', '26/02']",26/02 08:00,90,6,NIL,9999,,NIL,20,18,1014,88,,,,,,,,,,
"['09:00', '26/02']",26/02 09:00,70,5,NIL,9999,,NIL,19,18,1014,94,,,,,,,,,,
"['10:00', '26/02']",26/02 10:00,90,5,NIL,9999,,NIL,20,19,1015,94,,,,,,,,,,
"['11:00', '26/02']",26/02 11:00,80,7,NIL,9999,,NIL,22,18,1016,78,,,,,,,,,,
"['12:00', '26/02']",26/02 12:00,80,7,80,9999,,2,25,17,1016,61,,,,,,,,,,
"['13:00', '26/02']",26/02 13:00,70,10,NIL,9999,,2,26,17,1016,58,,,,,,,,,,
"['14:00', '26/02']",26/02 14:00,80,10,75,9999,,3,28,17,1016,51,,,,,,,,,,
"['15:00', '26/02']",26/02 15:00,90,12,100,9999,,3,29,17,1015,48,,,,,,,,,,
"['16:00', '26/02']",26/02 16:00,110,12,120,9999,,3,30,15,1015,40,,,,,,,,,,
"['17:00', '26/02']",26/02 17:00,120,12,110,9999,,3,30,16,1014,43,,,,,,,,,,
"['18:00', '26/02']",26/02 18:00,120,14,110,9999,,3,30,17,1014,46,,,,,,,,,,
"['19:00', '26/02']",26/02 19:00,120,16,NIL,9999,,2,29,17,1014,48,,,,,,,,,,
"['20:00', '26/02']",26/02 20:00,120,16,NIL,9999,,NIL,28,17,1014,51,,,,,,,,,,
"['21:00', '26/02']",26/02 21:00,100,16,NIL,9999,,2,27,18,1014,58,,,,,,,,,,
"['22:00', '26/02']",26/02 22:00,110,16,110,9999,,2,25,18,1014,65,,,,,,,,,,
"['23:00', '26/02']",26/02 23:00,110,16,NIL,9999,,NIL,24,18,1015,69,,,,,,,,,,
"['00:00', '27/02']",27/02 00:00,110,16,NIL,9999,,NIL,24,18,1016,69,,,,,,,,,,
"['01:00', '27/02']",27/02 01:00,110,13,NIL,9999,NIL,NIL,23,18,1017,73,NIL,,,,,,,,,
"['02:00', '27/02']",27/02 02:00,100,13,NIL,9999,NIL,NIL,23,18,1017,73,NIL,,,,,,,,,
"['03:00', '27/02']",27/02 03:00,120,10,NIL,9999,NIL,NIL,23,18,1017,73,NIL,,,,,,,,,
"['04:00', '27/02']",27/02 04:00,120,11,NIL,9999,NIL,NIL,23,18,1018,73,NIL,,,,,,,,,
"['05:00', '27/02']",27/02 05:00,110,9,NIL,9999,NIL,NIL,22,18,1017,78,NIL,,,,,,,,,
"['06:00', '27/02']",27/02 06:00,110,9,NIL,9999,NIL,NIL,22,18,1017,78,NIL,,,,,,,,,
"['07:00', '27/02']",27/02 07:00,110,7,NIL,9999,NIL,NIL,22,18,1017,78,NIL,,,,,,,,,
"['08:00', '27/02']",27/02 08:00,120,10,NIL,9999,NIL,NIL,22,18,1017,78,NIL,,,,,,,,,
"['09:00', '27/02']",27/02 09:00,110,10,NIL,9999,NIL,2,23,19,1017,78,NIL,,,,,,,,,
"['10:00', '27/02']",27/02 10:00,110,11,NIL,9999,NIL,2,23,19,1018,78,NIL,,,,,,,,,
"['11:00', '27/02']",27/02 11:00,100,16,NIL,9999,NIL,NIL,25,19,1019,69,NIL,,,,,,,,,
"['12:00', '27/02']",27/02 12:00,100,17,NIL,9999,NIL,2,26,19,1019,65,NIL,,,,,,,,,
"['13:00', '27/02']",27/02 13:00,100,15,110,9999,NIL,2,28,19,1020,58,NIL,,,,,,,,,
"['14:00', '27/02']",27/02 14:00,110,12,110,9999,NIL,3,29,18,1020,52,NIL,,,,,,,,,
"['15:00', '27/02']",27/02 15:00,100,15,110,9999,4000,5,28,17,1019,51,NIL,,,,,,,,,
"['16:00', '27/02']",27/02 16:00,120,14,120,9999,4000,5,29,18,1019,52,NIL,,,,,,,,,
"['17:00', '27/02']",27/02 17:00,110,17,NIL,9999,4500,5,29,18,1019,52,NIL,,,,,,,,,
"['18:00', '27/02']",27/02 18:00,120,17,115,9999,4000,5,29,18,1018,52,27,,,,,,,,,
"['19:00', '27/02']",27/02 19:00,100,20,NIL,9999,3800,5,28,18,1018,55,30,,,,,,,,,
"['20:00', '27/02']",27/02 20:00,100,21,NIL,9999,7000,5,28,18,1018,55,31,,,,,,,,,
"['21:00', '27/02']",27/02 21:00,100,22,NIL,9999,NIL,3,27,18,1018,58,NIL,,,,,,,,,
"['22:00', '27/02']",27/02 22:00,100,19,NIL,9999,NIL,2,26,18,1018,61,29,,,,,,,,,
"['23:00', '27/02']",27/02 23:00,110,14,NIL,9999,NIL,NIL,25,19,1019,69,NIL,,,,,,,,,
"['00:00', '28/02']",28/02 00:00,110,14,NIL,9999,NIL,NIL,24,19,1019,74,NIL,,,,,,,,,
"['01:00', '28/02']",28/02 01:00,110,12,NIL,9999,NIL,NIL,24,19,1019,74,NIL,NIL,,,,,,,,
"['02:00', '28/02']",28/02 02:00,110,11,NIL,9999,NIL,NIL,23,19,1020,78,NIL,NIL,,,,,,,,
"['03:00', '28/02']",28/02 03:00,110,13,NIL,9999,5000,5,23,20,1019,83,NIL,NIL,,,,,,,,
"['05:00', '28/02']",28/02 05:00,110,9,NIL,9999,NIL,2,23,19,1018,78,NIL,NIL,,,,,,,,
"['06:00', '28/02']",28/02 06:00,120,9,NIL,9999,NIL,2,22,19,1018,83,NIL,NIL,,,,,,,,
"['07:00', '28/02']",28/02 07:00,120,10,NIL,9999,NIL,NIL,23,18,1018,73,NIL,NIL,,,,,,,,
"['08:00', '28/02']",28/02 08:00,120,10,NIL,9999,NIL,NIL,23,18,1017,73,NIL,NIL,,,,,,,,
"['09:00', '28/02']",28/02 09:00,110,10,NIL,9999,NIL,NIL,23,19,1018,78,NIL,NIL,,,,,,,,
"['10:00', '28/02']",28/02 10:00,120,13,NIL,9999,NIL,3,24,19,1018,74,NIL,NIL,,,,,,,,
"['11:00', '28/02']",28/02 11:00,120,11,120,9999,NIL,3,25,19,1018,69,NIL,NIL,,,,,,,,
"['12:00', '28/02']",28/02 12:00,120,15,NIL,9999,5000,5,25,19,1018,69,NIL,NIL,,,,,,,,
"['13:00', '28/02']",28/02 13:00,110,14,110,9999,3400,8,26,19,1019,65,NIL,NIL,,,,,,,,
"['14:00', '28/02']",28/02 14:00,90,14,105,9999,2600,8,26,20,1018,70,25,NIL,,,,,,,,
"['15:00', '28/02']",28/02 15:00,110,19,110,9000,2600,5,28,20,1017,62,29,1,,,,,,,,
"['16:00', '28/02']",28/02 16:00,110,16,110,9999,10000,5,28,21,1017,66,NIL,NIL,,,,,,,,
"['17:00', '28/02']",28/02 17:00,100,17,NIL,9999,10000,5,27,22,1016,74,NIL,NIL,,,,,,,,
"['17:35', '28/02']",28/02 17:35,110,19,NIL,7000,3000,5,27,21,1016,70,32,1,,,,,,,,
"['18:00', '28/02']",28/02 18:00,110,17,NIL,9999,3000,5,28,20,1016,62,27,NIL,,,,,,,,
"['19:00', '28/02']",28/02 19:00,110,19,NIL,9999,3000,5,28,21,1015,66,NIL,NIL,,,,,,,,
"['20:00', '28/02']",28/02 20:00,100,21,NIL,9999,3000,5,27,20,1015,66,NIL,NIL,,,,,,,,
"['21:00', '28/02']",28/02 21:00,100,20,NIL,9999,NIL,3,26,20,1015,70,NIL,NIL,,,,,,,,
"['22:00', '28/02']",28/02 22:00,100,19,NIL,9999,2100,5,25,20,1015,74,31,NIL,,,,,,,,
"['23:00', '28/02']",28/02 23:00,120,15,NIL,9999,1500,5,24,21,1015,83,27,NIL,,,,,,,,
"['00:00', '01/03']",01/03 00:00,120,13,120,9999,NIL,3,24,21,1015,83,NIL,NIL,,,,,,,,
"['01:00', '01/03']",01/03 01:00,110,16,NIL,9999,NIL,3,24,21,1015,83,,,,,,,,,,
"['02:00', '01/03']",01/03 02:00,110,15,NIL,9999,NIL,2,23,23,1014,100,,,,,,,,,,
"['03:00', '01/03']",01/03 03:00,100,14,NIL,9999,NIL,2,23,21,1015,89,,,,,,,,,,
"['04:00', '01/03']",01/03 04:00,110,9,NIL,9999,3200,5,23,23,1014,100,,,,,,,,,,
"['05:00', '01/03']",01/03 05:00,110,9,NIL,9999,NIL,3,23,23,1013,100,,,,,,,,,,
"['06:00', '01/03']",01/03 06:00,80,7,NIL,9999,NIL,3,23,23,1013,100,,,,,,,,,,
"['09:00', '01/03']",01/03 09:00,100,8,NIL,9999,NIL,2,22,22,1013,100,,,,,,,,,,
"['10:00', '01/03']",01/03 10:00,100,6,NIL,9999,NIL,2,22,22,1013,100,,,,,,,,,,
"['11:00', '01/03']",01/03 11:00,100,9,NIL,9999,NIL,NIL,23,22,1014,94,,,,,,,,,,
"['12:00', '01/03']",01/03 12:00,110,7,NIL,9999,10000,5,24,22,1014,89,,,,,,,,,,
"['13:00', '01/03']",01/03 13:00,90,7,NIL,9999,9000,5,26,20,1014,70,,,,,,,,,,
"['14:00', '01/03']",01/03 14:00,80,8,85,9999,9000,5,28,20,1014,62,,,,,,,,,,
"['15:00', '01/03']",01/03 15:00,80,9,NIL,9999,8000,5,29,19,1013,55,,,,,,,,,,
"['16:00', '01/03']",01/03 16:00,100,6,100,9999,8000,5,28,20,1013,62,,,,,,,,,,
"['17:00', '01/03']",01/03 17:00,110,9,110,9999,9000,5,30,21,1012,59,,,,,,,,,,
"['18:00', '01/03']",01/03 18:00,100,9,95,9999,NIL,3,31,19,1011,49,,,,,,,,,,
"['19:00', '01/03']",01/03 19:00,90,16,NIL,9999,3500,5,30,20,1010,55,,,,,,,,,,
"['20:00', '01/03']",01/03 20:00,120,12,NIL,9999,10000,5,28,20,1010,62,,,,,,,,,,
"['21:00', '01/03']",01/03 21:00,110,15,NIL,9999,10000,5,27,21,1011,70,,,,,,,,,,
"['22:00', '01/03']",01/03 22:00,100,15,NIL,9999,NIL,3,26,20,1010,70,,,,,,,,,,
"['23:00', '01/03']",01/03 23:00,100,13,NIL,9999,NIL,2,25,21,1011,79,,,,,,,,,,
"['00:00', '02/03']",02/03 00:00,110,12,NIL,9999,NIL,2,24,22,1012,89,,,,,,,,,,
"['01:00', '02/03']",02/03 01:00,100,11,NIL,9999,NIL,2,24,22,1011,89,,,,,,,,,,
"['02:00', '02/03']",02/03 02:00,100,11,NIL,9999,NIL,2,24,23,1011,94,,,,,,,,,,
"['03:00', '02/03']",02/03 03:00,110,7,NIL,9999,NIL,NIL,23,23,1012,100,,,,,,,,,,
"['05:00', '02/03']",02/03 05:00,100,7,NIL,9999,NIL,NIL,12,12,1010,100,,,,,,,,,,
"['06:00', '02/03']",02/03 06:00,100,8,NIL,9999,NIL,NIL,23,23,1010,100,,,,,,,,,,
"['07:00', '02/03']",02/03 07:00,100,7,NIL,9999,NIL,NIL,22,22,1010,100,,,,,,,,,,
"['08:00', '02/03']",02/03 08:00,110,5,NIL,9999,NIL,NIL,22,22,1010,100,,,,,,,,,,
"['09:00', '02/03']",02/03 09:00,110,4,NIL,9999,NIL,NIL,22,22,1011,100,,,,,,,,,,
"['10:00', '02/03']",02/03 10:00,100,3,NIL,9999,NIL,NIL,23,23,1012,100,,,,,,,,,,
"['11:00', '02/03']",02/03 11:00,90,8,NIL,9999,NIL,NIL,25,22,1013,83,,,,,,,,,,
"['12:00', '02/03']",02/03 12:00,80,5,75,9999,NIL,NIL,27,20,1013,66,,,,,,,,,,
"['13:00', '02/03']",02/03 13:00,350,7,170,9999,10000,5,28,19,1013,58,,,,,,,,,,
"['14:00', '02/03']",02/03 14:00,330,5,130,9999,NIL,3,30,19,1012,52,,,,,,,,,,
"['15:00', '02/03']",02/03 15:00,VRB,6,NIL,9999,NIL,3,30,20,1012,55,,,,,,,,,,
"['16:00', '02/03']",02/03 16:00,270,7,260,9999,NIL,3,31,20,1012,52,,,,,,,,,,
"['17:00', '02/03']",02/03 17:00,290,7,280,9999,NIL,2,31,20,1011,52,,,,,,,,,,
"['18:00', '02/03']",02/03 18:00,200,8,225,9999,4000,5,32,19,1010,46,,,,,,,,,,
"['19:00', '02/03']",02/03 19:00,120,9,NIL,9999,NIL,3,31,20,1009,52,,,,,,,,,,
"['20:00', '02/03']",02/03 20:00,140,10,155,9999,NIL,3,31,20,1009,52,,,,,,,,,,
"['21:00', '02/03']",02/03 21:00,130,9,130,9999,NIL,NIL,30,21,1010,59,,,,,,,,,,
"['22:00', '02/03']",02/03 22:00,120,13,NIL,9999,NIL,2,28,21,1010,66,,,,,,,,,,
"['23:00', '02/03']",02/03 23:00,110,12,NIL,9999,NIL,2,26,22,1011,79,,,,,,,,,,
"['00:00', '03/03']",03/03 00:00,110,10,NIL,9999,NIL,NIL,25,22,1012,83,,,,,,,,,,
"['01:00', '03/03']",03/03 01:00,100,7,NIL,9999,NIL,NIL,25,22,1012,83,,,,,NIL,NIL,,,,
"['02:00', '03/03']",03/03 02:00,110,6,NIL,9999,NIL,NIL,25,22,1012,83,,,,,NIL,NIL,,,,
"['03:00', '03/03']",03/03 03:00,120,3,125,9999,NIL,NIL,25,23,1013,89,,,,,NIL,NIL,,,,
"['04:00', '03/03']",03/03 04:00,VRB,2,NIL,9999,NIL,NIL,25,23,1012,89,,,,,NIL,NIL,,,,
"['05:00', '03/03']",03/03 05:00,130,5,NIL,9999,NIL,NIL,25,24,1012,94,,,,,NIL,NIL,,,,
"['06:00', '03/03']",03/03 06:00,120,6,NIL,9999,NIL,3,24,24,1012,100,,,,,NIL,NIL,,,,
"['07:00', '03/03']",03/03 07:00,110,5,NIL,9999,NIL,3,24,24,1012,100,,,,,NIL,NIL,,,,
"['08:00', '03/03']",03/03 08:00,90,3,NIL,9999,NIL,2,24,24,1012,100,,,,,NIL,NIL,,,,
"['09:00', '03/03']",03/03 09:00,170,2,NIL,9999,NIL,2,24,24,1012,100,,,,,NIL,NIL,,,,
"['10:00', '03/03']",03/03 10:00,0,0,NIL,9000,NIL,2,24,24,1013,100,,,,,4000,90,,,,
"['11:00', '03/03']",03/03 11:00,VRB,1,NIL,9999,NIL,2,26,25,1014,94,,,,,NIL,NIL,,,,
"['12:00', '03/03']",03/03 12:00,160,5,155,9999,NIL,3,27,22,1014,74,,,,,NIL,NIL,,,,
"['13:00', '03/03']",03/03 13:00,120,4,125,9999,2700,5,28,22,1015,70,,,,,NIL,NIL,,,,
"['14:00', '03/03']",03/03 14:00,270,6,270,9999,2500,5,28,22,1014,70,,,,,NIL,NIL,,,,
"['15:00', '03/03']",03/03 15:00,VRB,2,NIL,9999,2700,5,29,22,1014,66,,,,,NIL,NIL,,,,
"['16:00', '03/03']",03/03 16:00,VRB,2,NIL,9999,3000,5,30,23,1013,66,,,,,NIL,NIL,,,,
"['17:00', '03/03']",03/03 17:00,VRB,3,NIL,9999,NIL,3,32,21,1013,52,,,,,NIL,NIL,,,,
"['18:00', '03/03']",03/03 18:00,VRB,8,NIL,9999,NIL,3,31,20,1012,52,,,,,NIL,NIL,,,,
"['19:00', '03/03']",03/03 19:00,VRB,4,NIL,9999,NIL,3,33,19,1010,44,,,,,NIL,NIL,,,,
"['20:00', '03/03']",03/03 20:00,160,10,160,9999,NIL,3,31,20,1010,52,,,,,NIL,NIL,,,,
"['21:00', '03/03']",03/03 21:00,170,11,NIL,9999,NIL,3,30,22,1010,62,,,,,NIL,NIL,,,,
"['22:00', '03/03']",03/03 22:00,130,8,NIL,9999,NIL,3,29,21,1011,62,,,,,NIL,NIL,,,,
"['23:00', '03/03']",03/03 23:00,150,9,145,9999,3000,5,28,23,1011,74,,,,,NIL,NIL,,,,
"['00:00', '04/03']",04/03 00:00,110,9,NIL,9999,NIL,3,26,23,1013,84,,,,,NIL,NIL,,,,
"['01:00', '04/03']",04/03 01:00,120,10,NIL,9999,NIL,NIL,26,25,1013,94,,NIL,,,,,,,,
"['02:00', '04/03']",04/03 02:00,120,7,NIL,9999,NIL,NIL,25,25,1012,100,,NIL,,,,,,,,
"['03:00', '04/03']",04/03 03:00,130,8,NIL,9999,NIL,2,25,25,1012,100,,NIL,,,,,,,,
"['04:00', '04/03']",04/03 04:00,130,6,130,9999,NIL,2,25,25,1012,100,,NIL,,,,,,,,
"['05:00', '04/03']",04/03 05:00,130,6,NIL,9999,NIL,2,25,25,1011,100,,NIL,,,,,,,,
"['06:00', '04/03']",04/03 06:00,130,6,NIL,9999,NIL,3,25,25,1010,100,,NIL,,,,,,,,
"['07:00', '04/03']",04/03 07:00,110,5,NIL,9999,NIL,3,25,25,1010,100,,NIL,,,,,,,,
"['08:00', '04/03']",04/03 08:00,120,5,NIL,9999,900,5,25,25,1010,100,,NIL,,,,,,,,
"['09:00', '04/03']",04/03 09:00,120,5,NIL,9999,900,5,25,25,1010,100,,NIL,,,,,,,,
"['10:00', '04/03']",04/03 10:00,110,6,NIL,8000,900,5,25,25,1010,100,,NIL,,,,,,,,
"['11:00', '04/03']",04/03 11:00,100,6,NIL,9999,900,8,25,25,1010,100,,NIL,,,,,,,,
"['12:00', '04/03']",04/03 12:00,90,6,90,9999,1200,5,26,25,1010,94,,NIL,,,,,,,,
"['13:00', '04/03']",04/03 13:00,80,6,NIL,9999,1500,5,27,23,1010,79,,NIL,,,,,,,,
"['14:00', '04/03']",04/03 14:00,80,3,NIL,9999,NIL,3,28,22,1010,70,,NIL,,,,,,,,
"['15:00', '04/03']",04/03 15:00,130,4,125,9999,NIL,3,28,22,1009,70,,NIL,,,,,,,,
"['16:00', '04/03']",04/03 16:00,150,3,145,9000,10000,8,27,22,1009,74,,1,,,,,,,,
"['17:00', '04/03']",04/03 17:00,0,0,NIL,9000,7000,8,27,23,1008,79,,1,,,,,,,,
"['18:00', '04/03']",04/03 18:00,200,3,NIL,7000,7000,8,26,26,1008,100,,1,,,,,,,,
"['19:00', '04/03']",04/03 19:00,240,3,NIL,5000,1100,8,25,25,1007,100,,1,,,,,,,,
"['19:33', '04/03']",04/03 19:33,240,3,NIL,5000,1100,8,25,25,1007,100,,1,,,,,,,,
"['20:00', '04/03']",04/03 20:00,VRB,2,NIL,5000,700,8,25,25,1007,100,,1,,,,,,,,
"['20:27', '04/03']",04/03 20:27,0,0,NIL,5000,700,8,24,24,1007,100,,1,,,,,,,,
"['21:00', '04/03']",04/03 21:00,40,3,40,7000,1100,5,25,25,1007,100,,1,,,,,,,,
"['22:00', '04/03']",04/03 22:00,80,7,NIL,7000,1100,5,22,22,1007,100,,1,,,,,,,,
"['22:15', '04/03']",04/03 22:15,90,5,NIL,6000,1100,8,22,22,1007,100,,1,,,,,,,,
"['23:00', '04/03']",04/03 23:00,VRB,2,NIL,7000,1100,5,22,22,1007,100,,1,,,,,,,,
"['00:00', '05/03']",05/03 00:00,300,5,NIL,7000,600,8,22,22,1007,100,,1,,,,,,,,
"['01:00', '05/03']",05/03 01:00,VRB,2,NIL,9999,600,8,22,22,1007,100,,NIL,NIL,,,,,,,
"['02:00', '05/03']",05/03 02:00,290,4,NIL,9000,1000,8,22,22,1007,100,,1,NIL,,,,,,,
"['03:00', '05/03']",05/03 03:00,310,5,NIL,9999,1000,8,22,22,1006,100,,NIL,NIL,,,,,,,
"['04:00', '05/03']",05/03 04:00,320,3,NIL,9999,1200,5,21,21,1005,100,,NIL,NIL,,,,,,,
"['05:00', '05/03']",05/03 05:00,270,3,NIL,9999,1300,5,21,21,1004,100,,NIL,NIL,,,,,,,
"['06:00', '05/03']",05/03 06:00,280,4,NIL,9999,1300,5,22,22,1004,100,,NIL,NIL,,,,,,,
"['07:00', '05/03']",05/03 07:00,320,6,NIL,9999,1000,5,22,22,1004,100,,NIL,NIL,,,,,,,
"['08:00', '05/03']",05/03 08:00,310,5,NIL,9999,800,8,22,22,1004,100,,NIL,NIL,,,,,,,
"['09:00', '05/03']",05/03 09:00,280,6,NIL,9999,500,8,22,22,1004,100,,NIL,NIL,,,,,,,
"['10:00', '05/03']",05/03 10:00,270,9,NIL,7000,500,8,22,22,1005,100,,1,NIL,,,,,,,
"['11:00', '05/03']",05/03 11:00,270,9,NIL,9000,700,8,22,22,1005,100,,NIL,NIL,,,,,,,
"['12:00', '05/03']",05/03 12:00,280,8,NIL,9999,800,8,22,22,1006,100,,NIL,NIL,,,,,,,
"['13:00', '05/03']",05/03 13:00,280,11,NIL,9999,900,8,23,23,1006,100,,NIL,NIL,,,,,,,
"['14:00', '05/03']",05/03 14:00,290,12,NIL,9999,900,8,23,23,1006,100,,NIL,NIL,,,,,,,
"['15:00', '05/03']",05/03 15:00,280,12,NIL,9999,900,8,25,24,1006,94,,NIL,NIL,,,,,,,
"['15:19', '05/03']",05/03 15:19,290,13,NIL,4000,900,8,24,23,1006,94,,1,1,,,,,,,
"['15:28', '05/03']",05/03 15:28,280,13,NIL,2000,700,8,22,22,1006,100,,1,1,,,,,,,
"['16:00', '05/03']",05/03 16:00,270,9,NIL,5000,1100,5,22,22,1006,100,,1,1,,,,,,,
"['17:00', '05/03']",05/03 17:00,290,6,310,9000,1000,5,25,25,1006,100,,NIL,NIL,,,,,,,
"['18:00', '05/03']",05/03 18:00,270,5,250,9999,1400,5,26,23,1005,84,,NIL,NIL,,,,,,,
"['19:00', '05/03']",05/03 19:00,260,7,NIL,9999,1400,5,25,24,1005,94,,NIL,NIL,,,,,,,
"['20:00', '05/03']",05/03 20:00,240,5,NIL,9999,10000,5,24,22,1005,89,,NIL,NIL,,,,,,,
"['21:00', '05/03']",05/03 21:00,290,4,280,9999,10000,5,24,23,1005,94,,1,NIL,,,,,,,
"['22:00', '05/03']",05/03 22:00,270,5,NIL,9999,NIL,3,24,24,1005,100,,NIL,NIL,,,,,,,
"['23:00', '05/03']",05/03 23:00,310,4,NIL,9999,NIL,3,23,23,1006,100,,NIL,NIL,,,,,,,
